X Location (m),Y Location (m),Z Location (m),X Deformation (m),Y Deformation (m),Z Deformation (m)
4.5,-0.75,0,-8.32E-05,-3.21E-04,-8.86E-07
3,-0.75,0,-5.44E-05,-1.44E-04,-7.60E-07
1.5,-0.75,0,-2.62E-05,-3.27E-05,-5.07E-07
46.5,-1.5,0,-9.86E-04,-2.12E-02,6.41E-08
45,-1.5,0,-9.84E-04,-2.02E-02,-9.86E-08
43.5,-1.5,0,-9.80E-04,-1.92E-02,-2.16E-07
42,-1.5,0,-9.74E-04,-1.81E-02,-3.09E-07
40.5,-1.5,0,-9.65E-04,-1.71E-02,-3.92E-07
39,-1.5,0,-9.55E-04,-1.61E-02,-4.71E-07
37.5,-1.5,0,-9.42E-04,-1.52E-02,-5.49E-07
36,-1.5,0,-9.27E-04,-1.42E-02,-6.27E-07
34.5,-1.5,0,-9.11E-04,-1.32E-02,-7.05E-07
33,-1.5,0,-8.92E-04,-1.23E-02,-7.83E-07
31.5,-1.5,0,-8.72E-04,-1.14E-02,-8.61E-07
30,-1.5,0,-8.49E-04,-1.05E-02,-9.39E-07
28.5,-1.5,0,-8.25E-04,-9.58E-03,-1.02E-06
27,-1.5,0,-7.99E-04,-8.73E-03,-1.10E-06
25.5,-1.5,0,-7.70E-04,-7.90E-03,-1.17E-06
24,-1.5,0,-7.40E-04,-7.11E-03,-1.25E-06
22.5,-1.5,0,-7.08E-04,-6.34E-03,-1.33E-06
21,-1.5,0,-6.74E-04,-5.61E-03,-1.41E-06
19.5,-1.5,0,-6.37E-04,-4.92E-03,-1.48E-06
18,-1.5,0,-5.99E-04,-4.26E-03,-1.56E-06
16.5,-1.5,0,-5.59E-04,-3.64E-03,-1.63E-06
15,-1.5,0,-5.17E-04,-3.06E-03,-1.71E-06
13.5,-1.5,0,-4.73E-04,-2.53E-03,-1.78E-06
12,-1.5,0,-4.27E-04,-2.04E-03,-1.84E-06
10.5,-1.5,0,-3.80E-04,-1.59E-03,-1.89E-06
9,-1.5,0,-3.30E-04,-1.20E-03,-1.93E-06
7.5,-1.5,0,-2.78E-04,-8.55E-04,-1.93E-06
6,-1.5,0,-2.23E-04,-5.64E-04,-1.89E-06
4.5,-1.5,0,-1.67E-04,-3.27E-04,-1.76E-06
3,-1.5,0,-1.09E-04,-1.49E-04,-1.51E-06
1.5,-1.5,0,-5.26E-05,-3.59E-05,-1.01E-06
46.5,-2.25,0,-1.48E-03,-2.12E-02,7.84E-08
45,-2.25,0,-1.48E-03,-2.02E-02,-1.60E-07
43.5,-2.25,0,-1.47E-03,-1.92E-02,-3.30E-07
42,-2.25,0,-1.46E-03,-1.82E-02,-4.65E-07
40.5,-2.25,0,-1.45E-03,-1.71E-02,-5.88E-07
39,-2.25,0,-1.43E-03,-1.61E-02,-7.06E-07
37.5,-2.25,0,-1.41E-03,-1.52E-02,-8.23E-07
36,-2.25,0,-1.39E-03,-1.42E-02,-9.40E-07
34.5,-2.25,0,-1.37E-03,-1.32E-02,-1.06E-06
33,-2.25,0,-1.34E-03,-1.23E-02,-1.17E-06
31.5,-2.25,0,-1.31E-03,-1.14E-02,-1.29E-06
30,-2.25,0,-1.28E-03,-1.05E-02,-1.41E-06
28.5,-2.25,0,-1.24E-03,-9.58E-03,-1.52E-06
27,-2.25,0,-1.20E-03,-8.73E-03,-1.64E-06
25.5,-2.25,0,-1.16E-03,-7.91E-03,-1.76E-06
24,-2.25,0,-1.11E-03,-7.11E-03,-1.88E-06
22.5,-2.25,0,-1.06E-03,-6.35E-03,-1.99E-06
21,-2.25,0,-1.01E-03,-5.62E-03,-2.11E-06
19.5,-2.25,0,-9.58E-04,-4.92E-03,-2.22E-06
18,-2.25,0,-9.00E-04,-4.27E-03,-2.34E-06
16.5,-2.25,0,-8.40E-04,-3.65E-03,-2.45E-06
15,-2.25,0,-7.77E-04,-3.07E-03,-2.56E-06
13.5,-2.25,0,-7.11E-04,-2.54E-03,-2.66E-06
12,-2.25,0,-6.43E-04,-2.05E-03,-2.76E-06
10.5,-2.25,0,-5.71E-04,-1.60E-03,-2.84E-06
9,-2.25,0,-4.96E-04,-1.21E-03,-2.89E-06
7.5,-2.25,0,-4.18E-04,-8.65E-04,-2.89E-06
6,-2.25,0,-3.37E-04,-5.74E-04,-2.82E-06
4.5,-2.25,0,-2.52E-04,-3.38E-04,-2.63E-06
3,-2.25,0,-1.66E-04,-1.59E-04,-2.25E-06
1.5,-2.25,0,-7.96E-05,-4.15E-05,-1.50E-06
46.5,-3,0,-1.98E-03,-2.12E-02,6.68E-08
45,-3,0,-1.97E-03,-2.02E-02,-2.40E-07
43.5,-3,0,-1.97E-03,-1.92E-02,-4.52E-07
42,-3,0,-1.95E-03,-1.82E-02,-6.25E-07
40.5,-3,0,-1.94E-03,-1.71E-02,-7.85E-07
39,-3,0,-1.91E-03,-1.61E-02,-9.41E-07
37.5,-3,0,-1.89E-03,-1.52E-02,-1.10E-06
36,-3,0,-1.86E-03,-1.42E-02,-1.25E-06
34.5,-3,0,-1.83E-03,-1.32E-02,-1.41E-06
33,-3,0,-1.79E-03,-1.23E-02,-1.56E-06
31.5,-3,0,-1.75E-03,-1.14E-02,-1.72E-06
30,-3,0,-1.70E-03,-1.05E-02,-1.88E-06
28.5,-3,0,-1.65E-03,-9.59E-03,-2.03E-06
27,-3,0,-1.60E-03,-8.74E-03,-2.19E-06
25.5,-3,0,-1.55E-03,-7.91E-03,-2.34E-06
24,-3,0,-1.48E-03,-7.12E-03,-2.50E-06
22.5,-3,0,-1.42E-03,-6.36E-03,-2.66E-06
21,-3,0,-1.35E-03,-5.63E-03,-2.81E-06
19.5,-3,0,-1.28E-03,-4.93E-03,-2.96E-06
18,-3,0,-1.20E-03,-4.28E-03,-3.12E-06
16.5,-3,0,-1.12E-03,-3.66E-03,-3.27E-06
15,-3,0,-1.04E-03,-3.08E-03,-3.41E-06
13.5,-3,0,-9.51E-04,-2.55E-03,-3.55E-06
12,-3,0,-8.59E-04,-2.06E-03,-3.68E-06
10.5,-3,0,-7.64E-04,-1.62E-03,-3.78E-06
9,-3,0,-6.64E-04,-1.22E-03,-3.84E-06
7.5,-3,0,-5.60E-04,-8.79E-04,-3.84E-06
6,-3,0,-4.52E-04,-5.89E-04,-3.74E-06
4.5,-3,0,-3.40E-04,-3.52E-04,-3.47E-06
3,-3,0,-2.24E-04,-1.72E-04,-2.93E-06
1.5,-3,0,-1.08E-04,-5.02E-05,-1.95E-06
46.5,-3.75,0,-2.48E-03,-2.12E-02,1.16E-08
45,-3.75,0,-2.47E-03,-2.02E-02,-3.40E-07
43.5,-3.75,0,-2.46E-03,-1.92E-02,-5.82E-07
42,-3.75,0,-2.45E-03,-1.82E-02,-7.87E-07
40.5,-3.75,0,-2.42E-03,-1.71E-02,-9.82E-07
39,-3.75,0,-2.40E-03,-1.61E-02,-1.18E-06
37.5,-3.75,0,-2.37E-03,-1.52E-02,-1.37E-06
36,-3.75,0,-2.33E-03,-1.42E-02,-1.57E-06
34.5,-3.75,0,-2.29E-03,-1.32E-02,-1.76E-06
33,-3.75,0,-2.24E-03,-1.23E-02,-1.96E-06
31.5,-3.75,0,-2.19E-03,-1.14E-02,-2.15E-06
30,-3.75,0,-2.13E-03,-1.05E-02,-2.35E-06
28.5,-3.75,0,-2.07E-03,-9.60E-03,-2.54E-06
27,-3.75,0,-2.01E-03,-8.75E-03,-2.74E-06
25.5,-3.75,0,-1.94E-03,-7.92E-03,-2.93E-06
24,-3.75,0,-1.86E-03,-7.13E-03,-3.13E-06
22.5,-3.75,0,-1.78E-03,-6.37E-03,-3.32E-06
21,-3.75,0,-1.69E-03,-5.64E-03,-3.51E-06
19.5,-3.75,0,-1.60E-03,-4.95E-03,-3.71E-06
18,-3.75,0,-1.51E-03,-4.29E-03,-3.90E-06
16.5,-3.75,0,-1.41E-03,-3.67E-03,-4.08E-06
15,-3.75,0,-1.30E-03,-3.10E-03,-4.27E-06
13.5,-3.75,0,-1.19E-03,-2.56E-03,-4.44E-06
12,-3.75,0,-1.08E-03,-2.07E-03,-4.60E-06
10.5,-3.75,0,-9.59E-04,-1.63E-03,-4.72E-06
9,-3.75,0,-8.34E-04,-1.24E-03,-4.80E-06
7.5,-3.75,0,-7.05E-04,-8.97E-04,-4.80E-06
6,-3.75,0,-5.70E-04,-6.07E-04,-4.66E-06
4.5,-3.75,0,-4.30E-04,-3.72E-04,-4.30E-06
3,-3.75,0,-2.85E-04,-1.90E-04,-3.62E-06
1.5,-3.75,0,-1.38E-04,-6.29E-05,-2.40E-06
46.5,-4.5,0,-2.98E-03,-2.12E-02,-1.09E-07
45,-4.5,0,-2.98E-03,-2.02E-02,-4.71E-07
43.5,-4.5,0,-2.96E-03,-1.92E-02,-7.20E-07
42,-4.5,0,-2.94E-03,-1.82E-02,-9.51E-07
40.5,-4.5,0,-2.91E-03,-1.72E-02,-1.18E-06
39,-4.5,0,-2.88E-03,-1.62E-02,-1.41E-06
37.5,-4.5,0,-2.84E-03,-1.52E-02,-1.64E-06
36,-4.5,0,-2.80E-03,-1.42E-02,-1.88E-06
34.5,-4.5,0,-2.75E-03,-1.32E-02,-2.11E-06
33,-4.5,0,-2.69E-03,-1.23E-02,-2.35E-06
31.5,-4.5,0,-2.63E-03,-1.14E-02,-2.58E-06
30,-4.5,0,-2.57E-03,-1.05E-02,-2.81E-06
28.5,-4.5,0,-2.49E-03,-9.61E-03,-3.05E-06
27,-4.5,0,-2.41E-03,-8.76E-03,-3.28E-06
25.5,-4.5,0,-2.33E-03,-7.94E-03,-3.52E-06
24,-4.5,0,-2.24E-03,-7.14E-03,-3.75E-06
22.5,-4.5,0,-2.14E-03,-6.38E-03,-3.98E-06
21,-4.5,0,-2.04E-03,-5.65E-03,-4.22E-06
19.5,-4.5,0,-1.93E-03,-4.96E-03,-4.45E-06
18,-4.5,0,-1.82E-03,-4.31E-03,-4.67E-06
16.5,-4.5,0,-1.70E-03,-3.69E-03,-4.90E-06
15,-4.5,0,-1.57E-03,-3.11E-03,-5.12E-06
13.5,-4.5,0,-1.44E-03,-2.58E-03,-5.32E-06
12,-4.5,0,-1.30E-03,-2.09E-03,-5.51E-06
10.5,-4.5,0,-1.16E-03,-1.65E-03,-5.65E-06
9,-4.5,0,-1.01E-03,-1.26E-03,-5.74E-06
7.5,-4.5,0,-8.52E-04,-9.19E-04,-5.71E-06
6,-4.5,0,-6.91E-04,-6.30E-04,-5.51E-06
4.5,-4.5,0,-5.24E-04,-3.95E-04,-5.00E-06
3,-4.5,0,-3.51E-04,-2.13E-04,-4.04E-06
1.5,-4.5,0,-1.71E-04,-8.13E-05,-2.46E-06
46.5,-5.25,0,-3.49E-03,-2.12E-02,-3.56E-07
45,-5.25,0,-3.48E-03,-2.02E-02,-6.08E-07
43.5,-5.25,0,-3.46E-03,-1.92E-02,-8.62E-07
42,-5.25,0,-3.44E-03,-1.82E-02,-1.11E-06
40.5,-5.25,0,-3.41E-03,-1.72E-02,-1.38E-06
39,-5.25,0,-3.37E-03,-1.62E-02,-1.64E-06
37.5,-5.25,0,-3.33E-03,-1.52E-02,-1.92E-06
36,-5.25,0,-3.28E-03,-1.42E-02,-2.19E-06
34.5,-5.25,0,-3.22E-03,-1.32E-02,-2.46E-06
33,-5.25,0,-3.15E-03,-1.23E-02,-2.74E-06
31.5,-5.25,0,-3.08E-03,-1.14E-02,-3.01E-06
30,-5.25,0,-3.00E-03,-1.05E-02,-3.28E-06
28.5,-5.25,0,-2.92E-03,-9.62E-03,-3.56E-06
27,-5.25,0,-2.82E-03,-8.77E-03,-3.83E-06
25.5,-5.25,0,-2.73E-03,-7.95E-03,-4.10E-06
24,-5.25,0,-2.62E-03,-7.16E-03,-4.37E-06
22.5,-5.25,0,-2.51E-03,-6.40E-03,-4.65E-06
21,-5.25,0,-2.39E-03,-5.67E-03,-4.92E-06
19.5,-5.25,0,-2.26E-03,-4.98E-03,-5.19E-06
18,-5.25,0,-2.13E-03,-4.32E-03,-5.46E-06
16.5,-5.25,0,-1.99E-03,-3.71E-03,-5.72E-06
15,-5.25,0,-1.84E-03,-3.13E-03,-5.98E-06
13.5,-5.25,0,-1.69E-03,-2.60E-03,-6.22E-06
12,-5.25,0,-1.53E-03,-2.12E-03,-6.45E-06
10.5,-5.25,0,-1.36E-03,-1.68E-03,-6.63E-06
9,-5.25,0,-1.18E-03,-1.28E-03,-6.75E-06
7.5,-5.25,0,-1.00E-03,-9.44E-04,-6.75E-06
6,-5.25,0,-8.16E-04,-6.57E-04,-6.55E-06
4.5,-5.25,0,-6.22E-04,-4.23E-04,-6.01E-06
3,-5.25,0,-4.21E-04,-2.43E-04,-4.87E-06
1.5,-5.25,0,-2.15E-04,-1.10E-04,-3.01E-06
48,-0.75,0,-4.93E-04,-2.22E-02,1.44E-07
48,-1.5,0,-9.87E-04,-2.22E-02,2.86E-07
48,-2.25,0,-1.48E-03,-2.22E-02,4.15E-07
48,-3,0,-1.98E-03,-2.22E-02,5.26E-07
48,-3.75,0,-2.48E-03,-2.23E-02,6.09E-07
48,-4.5,0,-2.99E-03,-2.23E-02,6.70E-07
48,-5.25,0,-3.50E-03,-2.23E-02,6.28E-07
48,0,0,-2.17E-11,-2.22E-02,-3.49E-09
46.5,0,0,-2.17E-11,-2.12E-02,-3.33E-09
45,0,0,-2.16E-11,-2.02E-02,-3.17E-09
43.5,0,0,-2.15E-11,-1.92E-02,-3.01E-09
42,0,0,-2.14E-11,-1.81E-02,-2.84E-09
40.5,0,0,-2.13E-11,-1.71E-02,-2.68E-09
39,0,0,-2.10E-11,-1.61E-02,-2.53E-09
37.5,0,0,-2.08E-11,-1.51E-02,-2.37E-09
36,0,0,-2.05E-11,-1.42E-02,-2.21E-09
34.5,0,0,-2.01E-11,-1.32E-02,-2.06E-09
33,0,0,-1.97E-11,-1.23E-02,-1.91E-09
31.5,0,0,-1.93E-11,-1.14E-02,-1.77E-09
30,0,0,-1.88E-11,-1.05E-02,-1.62E-09
28.5,0,0,-1.83E-11,-9.57E-03,-1.48E-09
27,0,0,-1.77E-11,-8.72E-03,-1.35E-09
25.5,0,0,-1.71E-11,-7.90E-03,-1.22E-09
24,0,0,-1.64E-11,-7.10E-03,-1.09E-09
22.5,0,0,-1.57E-11,-6.34E-03,-9.72E-10
21,0,0,-1.50E-11,-5.61E-03,-8.57E-10
19.5,0,0,-1.42E-11,-4.91E-03,-7.48E-10
18,0,0,-1.33E-11,-4.25E-03,-6.45E-10
16.5,0,0,-1.24E-11,-3.63E-03,-5.48E-10
15,0,0,-1.15E-11,-3.06E-03,-4.58E-10
13.5,0,0,-1.05E-11,-2.52E-03,-3.76E-10
12,0,0,-9.53E-12,-2.03E-03,-3.00E-10
10.5,0,0,-8.48E-12,-1.59E-03,-2.33E-10
9,0,0,-7.39E-12,-1.19E-03,-1.73E-10
7.5,0,0,-6.27E-12,-8.47E-04,-1.22E-10
6,0,0,-5.12E-12,-5.55E-04,-7.91E-11
4.5,0,0,-3.92E-12,-3.19E-04,-4.52E-11
3,0,0,-2.70E-12,-1.42E-04,-2.03E-11
1.5,0,0,-1.35E-12,-3.16E-05,-5.03E-12
1.5,-6,0,-2.67E-04,-1.36E-04,8.96E-07
3,-6,0,-4.97E-04,-2.73E-04,-2.84E-06
4.5,-6,0,-7.23E-04,-4.54E-04,-5.16E-06
6,-6,0,-9.44E-04,-6.87E-04,-6.47E-06
7.5,-6,0,-1.16E-03,-9.74E-04,-7.11E-06
9,-6,0,-1.36E-03,-1.31E-03,-7.35E-06
10.5,-6,0,-1.56E-03,-1.70E-03,-7.36E-06
12,-6,0,-1.75E-03,-2.14E-03,-7.24E-06
13.5,-6,0,-1.94E-03,-2.63E-03,-7.03E-06
15,-6,0,-2.11E-03,-3.16E-03,-6.79E-06
16.5,-6,0,-2.28E-03,-3.73E-03,-6.51E-06
18,-6,0,-2.44E-03,-4.35E-03,-6.22E-06
19.5,-6,0,-2.59E-03,-5.00E-03,-5.92E-06
21,-6,0,-2.74E-03,-5.69E-03,-5.62E-06
22.5,-6,0,-2.88E-03,-6.42E-03,-5.31E-06
24,-6,0,-3.00E-03,-7.18E-03,-5.00E-06
25.5,-6,0,-3.13E-03,-7.97E-03,-4.69E-06
27,-6,0,-3.24E-03,-8.79E-03,-4.38E-06
28.5,-6,0,-3.34E-03,-9.63E-03,-4.06E-06
30,-6,0,-3.44E-03,-1.05E-02,-3.75E-06
31.5,-6,0,-3.53E-03,-1.14E-02,-3.44E-06
33,-6,0,-3.61E-03,-1.23E-02,-3.13E-06
34.5,-6,0,-3.69E-03,-1.33E-02,-2.82E-06
36,-6,0,-3.75E-03,-1.42E-02,-2.51E-06
37.5,-6,0,-3.81E-03,-1.52E-02,-2.20E-06
39,-6,0,-3.86E-03,-1.62E-02,-1.89E-06
40.5,-6,0,-3.91E-03,-1.72E-02,-1.59E-06
42,-6,0,-3.94E-03,-1.82E-02,-1.30E-06
43.5,-6,0,-3.97E-03,-1.92E-02,-1.04E-06
45,-6,0,-3.99E-03,-2.02E-02,-8.36E-07
46.5,-6,0,-4.01E-03,-2.12E-02,-5.74E-07
48,-6,0,-4.03E-03,-2.23E-02,1.24E-07
48,6,0,4.03E-03,-2.23E-02,-1.31E-07
46.5,6,0,4.01E-03,-2.12E-02,5.68E-07
45,6,0,3.99E-03,-2.02E-02,8.30E-07
43.5,6,0,3.97E-03,-1.92E-02,1.03E-06
42,6,0,3.94E-03,-1.82E-02,1.30E-06
40.5,6,0,3.91E-03,-1.72E-02,1.58E-06
39,6,0,3.86E-03,-1.62E-02,1.88E-06
37.5,6,0,3.81E-03,-1.52E-02,2.19E-06
36,6,0,3.75E-03,-1.42E-02,2.50E-06
34.5,6,0,3.69E-03,-1.33E-02,2.81E-06
33,6,0,3.61E-03,-1.23E-02,3.12E-06
31.5,6,0,3.53E-03,-1.14E-02,3.44E-06
30,6,0,3.44E-03,-1.05E-02,3.75E-06
28.5,6,0,3.34E-03,-9.63E-03,4.06E-06
27,6,0,3.24E-03,-8.79E-03,4.37E-06
25.5,6,0,3.13E-03,-7.97E-03,4.68E-06
24,6,0,3.00E-03,-7.18E-03,5.00E-06
22.5,6,0,2.88E-03,-6.42E-03,5.31E-06
21,6,0,2.74E-03,-5.69E-03,5.61E-06
19.5,6,0,2.59E-03,-5.00E-03,5.92E-06
18,6,0,2.44E-03,-4.35E-03,6.22E-06
16.5,6,0,2.28E-03,-3.73E-03,6.51E-06
15,6,0,2.11E-03,-3.16E-03,6.78E-06
13.5,6,0,1.94E-03,-2.63E-03,7.03E-06
12,6,0,1.75E-03,-2.14E-03,7.24E-06
10.5,6,0,1.56E-03,-1.70E-03,7.36E-06
9,6,0,1.36E-03,-1.31E-03,7.35E-06
7.5,6,0,1.16E-03,-9.74E-04,7.11E-06
6,6,0,9.44E-04,-6.87E-04,6.47E-06
4.5,6,0,7.23E-04,-4.54E-04,5.16E-06
3,6,0,4.97E-04,-2.73E-04,2.84E-06
1.5,6,0,2.67E-04,-1.36E-04,-8.96E-07
48,6,0.4,4.03E-03,-2.23E-02,1.24E-07
46.5,6,0.4,4.01E-03,-2.12E-02,-5.74E-07
45,6,0.4,3.99E-03,-2.02E-02,-8.36E-07
43.5,6,0.4,3.97E-03,-1.92E-02,-1.04E-06
42,6,0.4,3.94E-03,-1.82E-02,-1.30E-06
40.5,6,0.4,3.91E-03,-1.72E-02,-1.59E-06
39,6,0.4,3.86E-03,-1.62E-02,-1.89E-06
37.5,6,0.4,3.81E-03,-1.52E-02,-2.20E-06
36,6,0.4,3.75E-03,-1.42E-02,-2.51E-06
34.5,6,0.4,3.69E-03,-1.33E-02,-2.82E-06
33,6,0.4,3.61E-03,-1.23E-02,-3.13E-06
31.5,6,0.4,3.53E-03,-1.14E-02,-3.44E-06
30,6,0.4,3.44E-03,-1.05E-02,-3.75E-06
28.5,6,0.4,3.34E-03,-9.63E-03,-4.06E-06
27,6,0.4,3.24E-03,-8.79E-03,-4.38E-06
25.5,6,0.4,3.13E-03,-7.97E-03,-4.69E-06
24,6,0.4,3.00E-03,-7.18E-03,-5.00E-06
22.5,6,0.4,2.88E-03,-6.42E-03,-5.31E-06
21,6,0.4,2.74E-03,-5.69E-03,-5.62E-06
19.5,6,0.4,2.59E-03,-5.00E-03,-5.92E-06
18,6,0.4,2.44E-03,-4.35E-03,-6.22E-06
16.5,6,0.4,2.28E-03,-3.73E-03,-6.51E-06
15,6,0.4,2.11E-03,-3.16E-03,-6.79E-06
13.5,6,0.4,1.94E-03,-2.63E-03,-7.03E-06
12,6,0.4,1.75E-03,-2.14E-03,-7.24E-06
10.5,6,0.4,1.56E-03,-1.70E-03,-7.36E-06
9,6,0.4,1.36E-03,-1.31E-03,-7.35E-06
7.5,6,0.4,1.16E-03,-9.74E-04,-7.11E-06
6,6,0.4,9.44E-04,-6.87E-04,-6.47E-06
4.5,6,0.4,7.23E-04,-4.54E-04,-5.16E-06
3,6,0.4,4.97E-04,-2.73E-04,-2.84E-06
1.5,6,0.4,2.67E-04,-1.36E-04,8.96E-07
1.5,-6,0.4,-2.67E-04,-1.36E-04,-8.96E-07
3,-6,0.4,-4.97E-04,-2.73E-04,2.84E-06
4.5,-6,0.4,-7.23E-04,-4.54E-04,5.16E-06
6,-6,0.4,-9.44E-04,-6.87E-04,6.47E-06
7.5,-6,0.4,-1.16E-03,-9.74E-04,7.11E-06
9,-6,0.4,-1.36E-03,-1.31E-03,7.35E-06
10.5,-6,0.4,-1.56E-03,-1.70E-03,7.36E-06
12,-6,0.4,-1.75E-03,-2.14E-03,7.24E-06
13.5,-6,0.4,-1.94E-03,-2.63E-03,7.03E-06
15,-6,0.4,-2.11E-03,-3.16E-03,6.78E-06
16.5,-6,0.4,-2.28E-03,-3.73E-03,6.51E-06
18,-6,0.4,-2.44E-03,-4.35E-03,6.22E-06
19.5,-6,0.4,-2.59E-03,-5.00E-03,5.92E-06
21,-6,0.4,-2.74E-03,-5.69E-03,5.61E-06
22.5,-6,0.4,-2.88E-03,-6.42E-03,5.31E-06
24,-6,0.4,-3.00E-03,-7.18E-03,5.00E-06
25.5,-6,0.4,-3.13E-03,-7.97E-03,4.68E-06
27,-6,0.4,-3.24E-03,-8.79E-03,4.37E-06
28.5,-6,0.4,-3.34E-03,-9.63E-03,4.06E-06
30,-6,0.4,-3.44E-03,-1.05E-02,3.75E-06
31.5,-6,0.4,-3.53E-03,-1.14E-02,3.44E-06
33,-6,0.4,-3.61E-03,-1.23E-02,3.12E-06
34.5,-6,0.4,-3.69E-03,-1.33E-02,2.81E-06
36,-6,0.4,-3.75E-03,-1.42E-02,2.50E-06
37.5,-6,0.4,-3.81E-03,-1.52E-02,2.19E-06
39,-6,0.4,-3.86E-03,-1.62E-02,1.88E-06
40.5,-6,0.4,-3.91E-03,-1.72E-02,1.58E-06
42,-6,0.4,-3.94E-03,-1.82E-02,1.30E-06
43.5,-6,0.4,-3.97E-03,-1.92E-02,1.03E-06
45,-6,0.4,-3.99E-03,-2.02E-02,8.30E-07
46.5,-6,0.4,-4.01E-03,-2.12E-02,5.68E-07
48,-6,0.4,-4.03E-03,-2.23E-02,-1.31E-07
46.5,-5.25,0.4,-3.49E-03,-2.12E-02,3.49E-07
45,-5.25,0.4,-3.48E-03,-2.02E-02,6.02E-07
43.5,-5.25,0.4,-3.46E-03,-1.92E-02,8.56E-07
42,-5.25,0.4,-3.44E-03,-1.82E-02,1.11E-06
40.5,-5.25,0.4,-3.41E-03,-1.72E-02,1.37E-06
39,-5.25,0.4,-3.37E-03,-1.62E-02,1.64E-06
37.5,-5.25,0.4,-3.33E-03,-1.52E-02,1.91E-06
36,-5.25,0.4,-3.28E-03,-1.42E-02,2.18E-06
34.5,-5.25,0.4,-3.22E-03,-1.32E-02,2.46E-06
33,-5.25,0.4,-3.15E-03,-1.23E-02,2.73E-06
31.5,-5.25,0.4,-3.08E-03,-1.14E-02,3.01E-06
30,-5.25,0.4,-3.00E-03,-1.05E-02,3.28E-06
28.5,-5.25,0.4,-2.92E-03,-9.62E-03,3.55E-06
27,-5.25,0.4,-2.82E-03,-8.77E-03,3.83E-06
25.5,-5.25,0.4,-2.73E-03,-7.95E-03,4.10E-06
24,-5.25,0.4,-2.62E-03,-7.16E-03,4.37E-06
22.5,-5.25,0.4,-2.51E-03,-6.40E-03,4.65E-06
21,-5.25,0.4,-2.39E-03,-5.67E-03,4.92E-06
19.5,-5.25,0.4,-2.26E-03,-4.98E-03,5.19E-06
18,-5.25,0.4,-2.13E-03,-4.32E-03,5.46E-06
16.5,-5.25,0.4,-1.99E-03,-3.71E-03,5.72E-06
15,-5.25,0.4,-1.84E-03,-3.13E-03,5.98E-06
13.5,-5.25,0.4,-1.69E-03,-2.60E-03,6.22E-06
