X Location (m),Y Location (m),Z Location (m),X Deformation (m),Y Deformation (m),Z Deformation (m)
15,-1.5,0,-2.07E-04,-1.22E-03,-1.72E-06
13.5,-1.5,0,-1.89E-04,-1.01E-03,-1.80E-06
12,-1.5,0,-1.71E-04,-8.12E-04,-1.87E-06
10.5,-1.5,0,-1.51E-04,-6.35E-04,-1.95E-06
9,-1.5,0,-1.32E-04,-4.77E-04,-2.03E-06
7.5,-1.5,0,-1.11E-04,-3.40E-04,-2.11E-06
6,-1.5,0,-8.90E-05,-2.24E-04,-2.20E-06
4.5,-1.5,0,-6.65E-05,-1.30E-04,-2.27E-06
3,-1.5,0,-4.34E-05,-5.87E-05,-2.29E-06
1.5,-1.5,0,-2.08E-05,-1.36E-05,-1.95E-06
46.5,-3,0,-7.90E-04,-8.48E-03,6.30E-08
45,-3,0,-7.89E-04,-8.07E-03,-2.37E-07
43.5,-3,0,-7.86E-04,-7.66E-03,-4.49E-07
42,-3,0,-7.80E-04,-7.25E-03,-6.22E-07
40.5,-3,0,-7.74E-04,-6.85E-03,-7.82E-07
39,-3,0,-7.65E-04,-6.45E-03,-9.39E-07
37.5,-3,0,-7.55E-04,-6.05E-03,-1.09E-06
36,-3,0,-7.43E-04,-5.67E-03,-1.25E-06
34.5,-3,0,-7.30E-04,-5.28E-03,-1.41E-06
33,-3,0,-7.15E-04,-4.91E-03,-1.56E-06
31.5,-3,0,-6.99E-04,-4.54E-03,-1.72E-06
30,-3,0,-6.81E-04,-4.18E-03,-1.88E-06
28.5,-3,0,-6.61E-04,-3.83E-03,-2.03E-06
27,-3,0,-6.40E-04,-3.49E-03,-2.19E-06
25.5,-3,0,-6.17E-04,-3.16E-03,-2.34E-06
24,-3,0,-5.93E-04,-2.84E-03,-2.50E-06
22.5,-3,0,-5.67E-04,-2.54E-03,-2.66E-06
21,-3,0,-5.40E-04,-2.25E-03,-2.81E-06
19.5,-3,0,-5.11E-04,-1.97E-03,-2.97E-06
18,-3,0,-4.81E-04,-1.71E-03,-3.13E-06
16.5,-3,0,-4.49E-04,-1.46E-03,-3.28E-06
15,-3,0,-4.15E-04,-1.23E-03,-3.44E-06
13.5,-3,0,-3.80E-04,-1.02E-03,-3.59E-06
12,-3,0,-3.43E-04,-8.20E-04,-3.75E-06
10.5,-3,0,-3.05E-04,-6.43E-04,-3.91E-06
9,-3,0,-2.65E-04,-4.86E-04,-4.06E-06
7.5,-3,0,-2.23E-04,-3.50E-04,-4.22E-06
6,-3,0,-1.80E-04,-2.34E-04,-4.37E-06
4.5,-3,0,-1.35E-04,-1.40E-04,-4.50E-06
3,-3,0,-8.88E-05,-6.77E-05,-4.50E-06
1.5,-3,0,-4.25E-05,-1.91E-05,-3.76E-06
46.5,-4.5,0,-1.19E-03,-8.48E-03,-1.03E-07
45,-4.5,0,-1.19E-03,-8.07E-03,-4.60E-07
43.5,-4.5,0,-1.18E-03,-7.66E-03,-7.18E-07
42,-4.5,0,-1.18E-03,-7.25E-03,-9.47E-07
40.5,-4.5,0,-1.16E-03,-6.85E-03,-1.18E-06
39,-4.5,0,-1.15E-03,-6.45E-03,-1.41E-06
37.5,-4.5,0,-1.14E-03,-6.06E-03,-1.64E-06
36,-4.5,0,-1.12E-03,-5.67E-03,-1.88E-06
34.5,-4.5,0,-1.10E-03,-5.29E-03,-2.11E-06
33,-4.5,0,-1.08E-03,-4.91E-03,-2.34E-06
31.5,-4.5,0,-1.05E-03,-4.55E-03,-2.58E-06
30,-4.5,0,-1.03E-03,-4.19E-03,-2.81E-06
28.5,-4.5,0,-9.96E-04,-3.84E-03,-3.05E-06
27,-4.5,0,-9.64E-04,-3.50E-03,-3.28E-06
25.5,-4.5,0,-9.31E-04,-3.17E-03,-3.52E-06
24,-4.5,0,-8.94E-04,-2.85E-03,-3.75E-06
22.5,-4.5,0,-8.56E-04,-2.55E-03,-3.98E-06
21,-4.5,0,-8.14E-04,-2.26E-03,-4.22E-06
19.5,-4.5,0,-7.71E-04,-1.98E-03,-4.45E-06
18,-4.5,0,-7.25E-04,-1.72E-03,-4.69E-06
16.5,-4.5,0,-6.77E-04,-1.47E-03,-4.92E-06
15,-4.5,0,-6.27E-04,-1.24E-03,-5.16E-06
13.5,-4.5,0,-5.74E-04,-1.03E-03,-5.39E-06
12,-4.5,0,-5.19E-04,-8.34E-04,-5.62E-06
10.5,-4.5,0,-4.62E-04,-6.58E-04,-5.86E-06
9,-4.5,0,-4.02E-04,-5.02E-04,-6.09E-06
7.5,-4.5,0,-3.40E-04,-3.65E-04,-6.31E-06
6,-4.5,0,-2.75E-04,-2.50E-04,-6.52E-06
4.5,-4.5,0,-2.09E-04,-1.57E-04,-6.69E-06
3,-4.5,0,-1.39E-04,-8.44E-05,-6.62E-06
1.5,-4.5,0,-6.86E-05,-3.26E-05,-5.83E-06
48,-1.5,0,-3.95E-04,-8.89E-03,2.97E-07
48,-3,0,-7.92E-04,-8.89E-03,5.45E-07
48,-4.5,0,-1.19E-03,-8.90E-03,6.72E-07
48,0,0,-1.27E-13,-8.88E-03,-6.87E-12
46.5,0,0,-1.27E-13,-8.48E-03,-6.50E-12
45,0,0,-1.27E-13,-8.07E-03,-6.12E-12
43.5,0,0,-1.26E-13,-7.66E-03,-5.74E-12
42,0,0,-1.25E-13,-7.25E-03,-5.37E-12
40.5,0,0,-1.22E-13,-6.85E-03,-5.01E-12
39,0,0,-1.20E-13,-6.45E-03,-4.65E-12
37.5,0,0,-1.16E-13,-6.05E-03,-4.30E-12
36,0,0,-1.13E-13,-5.66E-03,-3.96E-12
34.5,0,0,-1.09E-13,-5.28E-03,-3.63E-12
33,0,0,-1.04E-13,-4.90E-03,-3.31E-12
31.5,0,0,-9.95E-14,-4.53E-03,-3.01E-12
30,0,0,-9.46E-14,-4.17E-03,-2.72E-12
28.5,0,0,-8.96E-14,-3.82E-03,-2.45E-12
27,0,0,-8.45E-14,-3.48E-03,-2.19E-12
25.5,0,0,-7.94E-14,-3.15E-03,-1.95E-12
24,0,0,-7.43E-14,-2.84E-03,-1.72E-12
22.5,0,0,-6.93E-14,-2.53E-03,-1.51E-12
21,0,0,-6.43E-14,-2.24E-03,-1.31E-12
19.5,0,0,-5.94E-14,-1.96E-03,-1.12E-12
18,0,0,-5.45E-14,-1.70E-03,-9.54E-13
16.5,0,0,-4.97E-14,-1.45E-03,-8.00E-13
15,0,0,-4.49E-14,-1.22E-03,-6.59E-13
13.5,0,0,-4.02E-14,-1.00E-03,-5.33E-13
12,0,0,-3.56E-14,-8.09E-04,-4.20E-13
10.5,0,0,-3.10E-14,-6.32E-04,-3.22E-13
9,0,0,-2.65E-14,-4.74E-04,-2.36E-13
7.5,0,0,-2.20E-14,-3.37E-04,-1.64E-13
6,0,0,-1.76E-14,-2.20E-04,-1.06E-13
4.5,0,0,-1.32E-14,-1.26E-04,-6.00E-14
3,0,0,-8.95E-15,-5.58E-05,-2.69E-14
1.5,0,0,-4.44E-15,-1.19E-05,-6.90E-15
1.5,-6,0,-1.06E-04,-5.41E-05,-5.31E-06
3,-6,0,-1.97E-04,-1.08E-04,-7.96E-06
4.5,-6,0,-2.88E-04,-1.80E-04,-8.64E-06
6,-6,0,-3.76E-04,-2.73E-04,-8.61E-06
7.5,-6,0,-4.62E-04,-3.88E-04,-8.40E-06
9,-6,0,-5.44E-04,-5.23E-04,-8.11E-06
10.5,-6,0,-6.24E-04,-6.79E-04,-7.81E-06
12,-6,0,-7.01E-04,-8.54E-04,-7.50E-06
13.5,-6,0,-7.74E-04,-1.05E-03,-7.19E-06
15,-6,0,-8.44E-04,-1.26E-03,-6.88E-06
16.5,-6,0,-9.12E-04,-1.49E-03,-6.56E-06
18,-6,0,-9.76E-04,-1.73E-03,-6.25E-06
19.5,-6,0,-1.04E-03,-2.00E-03,-5.94E-06
21,-6,0,-1.09E-03,-2.27E-03,-5.63E-06
22.5,-6,0,-1.15E-03,-2.56E-03,-5.31E-06
24,-6,0,-1.20E-03,-2.87E-03,-5.00E-06
25.5,-6,0,-1.25E-03,-3.18E-03,-4.69E-06
27,-6,0,-1.29E-03,-3.51E-03,-4.38E-06
28.5,-6,0,-1.34E-03,-3.85E-03,-4.06E-06
30,-6,0,-1.38E-03,-4.20E-03,-3.75E-06
31.5,-6,0,-1.41E-03,-4.55E-03,-3.44E-06
33,-6,0,-1.44E-03,-4.92E-03,-3.12E-06
34.5,-6,0,-1.47E-03,-5.30E-03,-2.81E-06
36,-6,0,-1.50E-03,-5.68E-03,-2.50E-06
37.5,-6,0,-1.52E-03,-6.06E-03,-2.19E-06
39,-6,0,-1.54E-03,-6.46E-03,-1.88E-06
40.5,-6,0,-1.56E-03,-6.86E-03,-1.57E-06
42,-6,0,-1.58E-03,-7.26E-03,-1.27E-06
43.5,-6,0,-1.59E-03,-7.66E-03,-1.01E-06
45,-6,0,-1.60E-03,-8.07E-03,-7.94E-07
46.5,-6,0,-1.60E-03,-8.48E-03,-6.69E-07
48,-6,0,-1.61E-03,-8.90E-03,6.41E-09
48,6,0,1.61E-03,-8.90E-03,-6.42E-09
46.5,6,0,1.60E-03,-8.48E-03,6.69E-07
45,6,0,1.60E-03,-8.07E-03,7.94E-07
43.5,6,0,1.59E-03,-7.66E-03,1.01E-06
42,6,0,1.58E-03,-7.26E-03,1.27E-06
40.5,6,0,1.56E-03,-6.86E-03,1.57E-06
39,6,0,1.54E-03,-6.46E-03,1.88E-06
37.5,6,0,1.52E-03,-6.06E-03,2.19E-06
36,6,0,1.50E-03,-5.68E-03,2.50E-06
34.5,6,0,1.47E-03,-5.30E-03,2.81E-06
33,6,0,1.44E-03,-4.92E-03,3.12E-06
31.5,6,0,1.41E-03,-4.55E-03,3.44E-06
30,6,0,1.38E-03,-4.20E-03,3.75E-06
28.5,6,0,1.34E-03,-3.85E-03,4.06E-06
27,6,0,1.29E-03,-3.51E-03,4.38E-06
25.5,6,0,1.25E-03,-3.18E-03,4.69E-06
24,6,0,1.20E-03,-2.87E-03,5.00E-06
22.5,6,0,1.15E-03,-2.56E-03,5.31E-06
21,6,0,1.09E-03,-2.27E-03,5.63E-06
19.5,6,0,1.04E-03,-2.00E-03,5.94E-06
18,6,0,9.76E-04,-1.73E-03,6.25E-06
16.5,6,0,9.12E-04,-1.49E-03,6.56E-06
15,6,0,8.44E-04,-1.26E-03,6.88E-06
13.5,6,0,7.74E-04,-1.05E-03,7.19E-06
12,6,0,7.01E-04,-8.54E-04,7.50E-06
10.5,6,0,6.24E-04,-6.79E-04,7.81E-06
9,6,0,5.44E-04,-5.23E-04,8.11E-06
7.5,6,0,4.62E-04,-3.88E-04,8.40E-06
6,6,0,3.76E-04,-2.73E-04,8.61E-06
4.5,6,0,2.88E-04,-1.80E-04,8.64E-06
3,6,0,1.97E-04,-1.08E-04,7.96E-06
1.5,6,0,1.06E-04,-5.41E-05,5.31E-06
48,6,1,1.61E-03,-8.90E-03,6.41E-09
46.5,6,1,1.60E-03,-8.48E-03,-6.69E-07
45,6,1,1.60E-03,-8.07E-03,-7.94E-07
43.5,6,1,1.59E-03,-7.66E-03,-1.01E-06
42,6,1,1.58E-03,-7.26E-03,-1.27E-06
40.5,6,1,1.56E-03,-6.86E-03,-1.57E-06
39,6,1,1.54E-03,-6.46E-03,-1.88E-06
37.5,6,1,1.52E-03,-6.06E-03,-2.19E-06
36,6,1,1.50E-03,-5.68E-03,-2.50E-06
34.5,6,1,1.47E-03,-5.30E-03,-2.81E-06
33,6,1,1.44E-03,-4.92E-03,-3.12E-06
31.5,6,1,1.41E-03,-4.55E-03,-3.44E-06
30,6,1,1.38E-03,-4.20E-03,-3.75E-06
28.5,6,1,1.34E-03,-3.85E-03,-4.06E-06
27,6,1,1.29E-03,-3.51E-03,-4.38E-06
25.5,6,1,1.25E-03,-3.18E-03,-4.69E-06
24,6,1,1.20E-03,-2.87E-03,-5.00E-06
22.5,6,1,1.15E-03,-2.56E-03,-5.31E-06
21,6,1,1.09E-03,-2.27E-03,-5.63E-06
19.5,6,1,1.04E-03,-2.00E-03,-5.94E-06
18,6,1,9.76E-04,-1.73E-03,-6.25E-06
16.5,6,1,9.12E-04,-1.49E-03,-6.56E-06
15,6,1,8.44E-04,-1.26E-03,-6.88E-06
13.5,6,1,7.74E-04,-1.05E-03,-7.19E-06
12,6,1,7.01E-04,-8.54E-04,-7.50E-06
10.5,6,1,6.24E-04,-6.79E-04,-7.81E-06
9,6,1,5.44E-04,-5.23E-04,-8.11E-06
7.5,6,1,4.62E-04,-3.88E-04,-8.40E-06
6,6,1,3.76E-04,-2.73E-04,-8.61E-06
4.5,6,1,2.88E-04,-1.80E-04,-8.64E-06
3,6,1,1.97E-04,-1.08E-04,-7.96E-06
1.5,6,1,1.06E-04,-5.41E-05,-5.31E-06
1.5,-6,1,-1.06E-04,-5.41E-05,5.31E-06
3,-6,1,-1.97E-04,-1.08E-04,7.96E-06
4.5,-6,1,-2.88E-04,-1.80E-04,8.64E-06
6,-6,1,-3.76E-04,-2.73E-04,8.61E-06
7.5,-6,1,-4.62E-04,-3.88E-04,8.40E-06
9,-6,1,-5.44E-04,-5.23E-04,8.11E-06
10.5,-6,1,-6.24E-04,-6.79E-04,7.81E-06
12,-6,1,-7.01E-04,-8.54E-04,7.50E-06
13.5,-6,1,-7.74E-04,-1.05E-03,7.19E-06
15,-6,1,-8.44E-04,-1.26E-03,6.88E-06
16.5,-6,1,-9.12E-04,-1.49E-03,6.56E-06
18,-6,1,-9.76E-04,-1.73E-03,6.25E-06
19.5,-6,1,-1.04E-03,-2.00E-03,5.94E-06
21,-6,1,-1.09E-03,-2.27E-03,5.63E-06
22.5,-6,1,-1.15E-03,-2.56E-03,5.31E-06
24,-6,1,-1.20E-03,-2.87E-03,5.00E-06
25.5,-6,1,-1.25E-03,-3.18E-03,4.69E-06
27,-6,1,-1.29E-03,-3.51E-03,4.38E-06
28.5,-6,1,-1.34E-03,-3.85E-03,4.06E-06
30,-6,1,-1.38E-03,-4.20E-03,3.75E-06
31.5,-6,1,-1.41E-03,-4.55E-03,3.44E-06
33,-6,1,-1.44E-03,-4.92E-03,3.12E-06
34.5,-6,1,-1.47E-03,-5.30E-03,2.81E-06
36,-6,1,-1.50E-03,-5.68E-03,2.50E-06
37.5,-6,1,-1.52E-03,-6.06E-03,2.19E-06
39,-6,1,-1.54E-03,-6.46E-03,1.88E-06
40.5,-6,1,-1.56E-03,-6.86E-03,1.57E-06
42,-6,1,-1.58E-03,-7.26E-03,1.27E-06
43.5,-6,1,-1.59E-03,-7.66E-03,1.01E-06
45,-6,1,-1.60E-03,-8.07E-03,7.94E-07
46.5,-6,1,-1.60E-03,-8.48E-03,6.69E-07
48,-6,1,-1.61E-03,-8.90E-03,-6.42E-09
46.5,-4.5,1,-1.19E-03,-8.48E-03,1.03E-07
45,-4.5,1,-1.19E-03,-8.07E-03,4.60E-07
43.5,-4.5,1,-1.18E-03,-7.66E-03,7.18E-07
42,-4.5,1,-1.18E-03,-7.25E-03,9.47E-07
40.5,-4.5,1,-1.16E-03,-6.85E-03,1.18E-06
39,-4.5,1,-1.15E-03,-6.45E-03,1.41E-06
37.5,-4.5,1,-1.14E-03,-6.06E-03,1.64E-06
36,-4.5,1,-1.12E-03,-5.67E-03,1.88E-06
34.5,-4.5,1,-1.10E-03,-5.29E-03,2.11E-06
33,-4.5,1,-1.08E-03,-4.91E-03,2.34E-06
31.5,-4.5,1,-1.05E-03,-4.55E-03,2.58E-06
30,-4.5,1,-1.03E-03,-4.19E-03,2.81E-06
28.5,-4.5,1,-9.96E-04,-3.84E-03,3.05E-06
27,-4.5,1,-9.64E-04,-3.50E-03,3.28E-06
25.5,-4.5,1,-9.31E-04,-3.17E-03,3.52E-06
24,-4.5,1,-8.94E-04,-2.85E-03,3.75E-06
22.5,-4.5,1,-8.56E-04,-2.55E-03,3.98E-06
21,-4.5,1,-8.14E-04,-2.26E-03,4.22E-06
19.5,-4.5,1,-7.71E-04,-1.98E-03,4.45E-06
18,-4.5,1,-7.25E-04,-1.72E-03,4.69E-06
16.5,-4.5,1,-6.77E-04,-1.47E-03,4.92E-06
15,-4.5,1,-6.27E-04,-1.24E-03,5.16E-06
13.5,-4.5,1,-5.74E-04,-1.03E-03,5.39E-06
12,-4.5,1,-5.19E-04,-8.34E-04,5.62E-06
10.5,-4.5,1,-4.62E-04,-6.58E-04,5.86E-06
9,-4.5,1,-4.02E-04,-5.02E-04,6.09E-06
7.5,-4.5,1,-3.40E-04,-3.65E-04,6.31E-06
6,-4.5,1,-2.75E-04,-2.50E-04,6.52E-06
4.5,-4.5,1,-2.09E-04,-1.57E-04,6.69E-06
3,-4.5,1,-1.39E-04,-8.44E-05,6.62E-06
1.5,-4.5,1,-6.86E-05,-3.26E-05,5.83E-06
46.5,-3,1,-7.90E-04,-8.48E-03,-6.30E-08
45,-3,1,-7.89E-04,-8.07E-03,2.37E-07
43.5,-3,1,-7.86E-04,-7.66E-03,4.49E-07
42,-3,1,-7.80E-04,-7.25E-03,6.22E-07
40.5,-3,1,-7.74E-04,-6.85E-03,7.82E-07
39,-3,1,-7.65E-04,-6.45E-03,9.39E-07
37.5,-3,1,-7.55E-04,-6.05E-03,1.09E-06
36,-3,1,-7.43E-04,-5.67E-03,1.25E-06
34.5,-3,1,-7.30E-04,-5.28E-03,1.41E-06
33,-3,1,-7.15E-04,-4.91E-03,1.56E-06
31.5,-3,1,-6.99E-04,-4.54E-03,1.72E-06
30,-3,1,-6.81E-04,-4.18E-03,1.88E-06
28.5,-3,1,-6.61E-04,-3.83E-03,2.03E-06
27,-3,1,-6.40E-04,-3.49E-03,2.19E-06
25.5,-3,1,-6.17E-04,-3.16E-03,2.34E-06
24,-3,1,-5.93E-04,-2.84E-03,2.50E-06
22.5,-3,1,-5.67E-04,-2.54E-03,2.66E-06
21,-3,1,-5.40E-04,-2.25E-03,2.81E-06
19.5,-3,1,-5.11E-04,-1.97E-03,2.97E-06
18,-3,1,-4.81E-04,-1.71E-03,3.13E-06
16.5,-3,1,-4.49E-04,-1.46E-03,3.28E-06
15,-3,1,-4.15E-04,-1.23E-03,3.44E-06
13.5,-3,1,-3.80E-04,-1.02E-03,3.59E-06
12,-3,1,-3.43E-04,-8.20E-04,3.75E-06
10.5,-3,1,-3.05E-04,-6.43E-04,3.91E-06
9,-3,1,-2.65E-04,-4.86E-04,4.06E-06
7.5,-3,1,-2.23E-04,-3.50E-04,4.22E-06
6,-3,1,-1.80E-04,-2.34E-04,4.37E-06
4.5,-3,1,-1.35E-04,-1.40E-04,4.50E-06
3,-3,1,-8.88E-05,-6.77E-05,4.50E-06
1.5,-3,1,-4.25E-05,-1.91E-05,3.76E-06
46.5,-1.5,1,-3.94E-04,-8.48E-03,-6.69E-08
45,-1.5,1,-3.93E-04,-8.07E-03,9.50E-08
43.5,-1.5,1,-3.92E-04,-7.66E-03,2.13E-07
42,-1.5,1,-3.89E-04,-7.25E-03,3.06E-07
40.5,-1.5,1,-3.86E-04,-6.85E-03,3.89E-07
39,-1.5,1,-3.82E-04,-6.45E-03,4.69E-07
37.5,-1.5,1,-3.77E-04,-6.05E-03,5.47E-07
36,-1.5,1,-3.71E-04,-5.66E-03,6.25E-07
34.5,-1.5,1,-3.64E-04,-5.28E-03,7.03E-07
33,-1.5,1,-3.57E-04,-4.90E-03,7.81E-07
31.5,-1.5,1,-3.48E-04,-4.53E-03,8.59E-07
30,-1.5,1,-3.39E-04,-4.17E-03,9.38E-07
28.5,-1.5,1,-3.30E-04,-3.82E-03,1.02E-06
27,-1.5,1,-3.19E-04,-3.48E-03,1.09E-06
25.5,-1.5,1,-3.08E-04,-3.15E-03,1.17E-06
24,-1.5,1,-2.96E-04,-2.84E-03,1.25E-06
22.5,-1.5,1,-2.83E-04,-2.53E-03,1.33E-06
21,-1.5,1,-2.69E-04,-2.24E-03,1.41E-06
19.5,-1.5,1,-2.55E-04,-1.96E-03,1.48E-06
18,-1.5,1,-2.39E-04,-1.70E-03,1.56E-06
16.5,-1.5,1,-2.23E-04,-1.45E-03,1.64E-06
15,-1.5,1,-2.07E-04,-1.22E-03,1.72E-06
13.5,-1.5,1,-1.89E-04,-1.01E-03,1.80E-06
12,-1.5,1,-1.71E-04,-8.12E-04,1.87E-06
10.5,-1.5,1,-1.51E-04,-6.35E-04,1.95E-06
9,-1.5,1,-1.32E-04,-4.77E-04,2.03E-06
7.5,-1.5,1,-1.11E-04,-3.40E-04,2.11E-06
6,-1.5,1,-8.90E-05,-2.24E-04,2.20E-06
4.5,-1.5,1,-6.65E-05,-1.30E-04,2.27E-06
3,-1.5,1,-4.34E-05,-5.87E-05,2.29E-06
1.5,-1.5,1,-2.08E-05,-1.36E-05,1.95E-06
46.5,0,1,1.24E-13,-8.48E-03,-6.50E-12
45,0,1,1.24E-13,-8.07E-03,-6.12E-12
43.5,0,1,1.23E-13,-7.66E-03,-5.74E-12
42,0,1,1.21E-13,-7.25E-03,-5.37E-12
40.5,0,1,1.19E-13,-6.85E-03,-5.01E-12
39,0,1,1.17E-13,-6.45E-03,-4.65E-12
37.5,0,1,1.14E-13,-6.05E-03,-4.30E-12
36,0,1,1.10E-13,-5.66E-03,-3.96E-12
34.5,0,1,1.06E-13,-5.28E-03,-3.63E-12
33,0,1,1.02E-13,-4.90E-03,-3.31E-12
31.5,0,1,9.75E-14,-4.53E-03,-3.01E-12
30,0,1,9.28E-14,-4.17E-03,-2.72E-12
28.5,0,1,8.79E-14,-3.82E-03,-2.45E-12
27,0,1,8.29E-14,-3.48E-03,-2.19E-12
25.5,0,1,7.79E-14,-3.15E-03,-1.95E-12
24,0,1,7.28E-14,-2.84E-03,-1.72E-12
22.5,0,1,6.78E-14,-2.53E-03,-1.51E-12
21,0,1,6.29E-14,-2.24E-03,-1.31E-12
19.5,0,1,5.81E-14,-1.96E-03,-1.12E-12
18,0,1,5.33E-14,-1.70E-03,-9.54E-13
16.5,0,1,4.86E-14,-1.45E-03,-8.00E-13
15,0,1,4.40E-14,-1.22E-03,-6.59E-13
13.5,0,1,3.94E-14,-1.00E-03,-5.33E-13
12,0,1,3.48E-14,-8.09E-04,-4.20E-13
10.5,0,1,3.03E-14,-6.32E-04,-3.22E-13
9,0,1,2.59E-14,-4.74E-04,-2.36E-13
7.5,0,1,2.15E-14,-3.37E-04,-1.64E-13
6,0,1,1.72E-14,-2.20E-04,-1.06E-13
4.5,0,1,1.30E-14,-1.26E-04,-6.00E-14
3,0,1,8.77E-15,-5.58E-05,-2.69E-14
1.5,0,1,4.35E-15,-1.19E-05,-6.89E-15
46.5,1.5,1,3.94E-04,-8.48E-03,6.69E-08
45,1.5,1,3.93E-04,-8.07E-03,-9.50E-08
43.5,1.5,1,3.92E-04,-7.66E-03,-2.13E-07
42,1.5,1,3.89E-04,-7.25E-03,-3.06E-07
40.5,1.5,1,3.86E-04,-6.85E-03,-3.89E-07
39,1.5,1,3.82E-04,-6.45E-03,-4.69E-07
37.5,1.5,1,3.77E-04,-6.05E-03,-5.47E-07
36,1.5,1,3.71E-04,-5.66E-03,-6.25E-07
34.5,1.5,1,3.64E-04,-5.28E-03,-7.03E-07
33,1.5,1,3.57E-04,-4.90E-03,-7.81E-07
31.5,1.5,1,3.48E-04,-4.53E-03,-8.59E-07
30,1.5,1,3.39E-04,-4.17E-03,-9.38E-07
28.5,1.5,1,3.30E-04,-3.82E-03,-1.02E-06
27,1.5,1,3.19E-04,-3.48E-03,-1.09E-06
25.5,1.5,1,3.08E-04,-3.15E-03,-1.17E-06
24,1.5,1,2.96E-04,-2.84E-03,-1.25E-06
22.5,1.5,1,2.83E-04,-2.53E-03,-1.33E-06
21,1.5,1,2.69E-04,-2.24E-03,-1.41E-06
19.5,1.5,1,2.55E-04,-1.96E-03,-1.48E-06
18,1.5,1,2.39E-04,-1.70E-03,-1.56E-06
16.5,1.5,1,2.23E-04,-1.45E-03,-1.64E-06
15,1.5,1,2.07E-04,-1.22E-03,-1.72E-06
13.5,1.5,1,1.89E-04,-1.01E-03,-1.80E-06
12,1.5,1,1.71E-04,-8.12E-04,-1.87E-06
10.5,1.5,1,1.51E-04,-6.35E-04,-1.95E-06
9,1.5,1,1.32E-04,-4.77E-04,-2.03E-06
7.5,1.5,1,1.11E-04,-3.40E-04,-2.11E-06
6,1.5,1,8.90E-05,-2.24E-04,-2.20E-06
4.5,1.5,1,6.65E-05,-1.30E-04,-2.27E-06
3,1.5,1,4.34E-05,-5.87E-05,-2.29E-06
1.5,1.5,1,2.08E-05,-1.36E-05,-1.95E-06
46.5,3,1,7.90E-04,-8.48E-03,6.30E-08
45,3,1,7.89E-04,-8.07E-03,-2.37E-07
43.5,3,1,7.86E-04,-7.66E-03,-4.49E-07
42,3,1,7.80E-04,-7.25E-03,-6.22E-07
40.5,3,1,7.74E-04,-6.85E-03,-7.82E-07
39,3,1,7.65E-04,-6.45E-03,-9.39E-07
37.5,3,1,7.55E-04,-6.05E-03,-1.09E-06
36,3,1,7.43E-04,-5.67E-03,-1.25E-06
34.5,3,1,7.30E-04,-5.28E-03,-1.41E-06
33,3,1,7.15E-04,-4.91E-03,-1.56E-06
31.5,3,1,6.99E-04,-4.54E-03,-1.72E-06
30,3,1,6.81E-04,-4.18E-03,-1.88E-06
28.5,3,1,6.61E-04,-3.83E-03,-2.03E-06
27,3,1,6.40E-04,-3.49E-03,-2.19E-06
25.5,3,1,6.17E-04,-3.16E-03,-2.34E-06
24,3,1,5.93E-04,-2.84E-03,-2.50E-06
22.5,3,1,5.67E-04,-2.54E-03,-2.66E-06
21,3,1,5.40E-04,-2.25E-03,-2.81E-06
19.5,3,1,5.11E-04,-1.97E-03,-2.97E-06
18,3,1,4.81E-04,-1.71E-03,-3.13E-06
16.5,3,1,4.49E-04,-1.46E-03,-3.28E-06
