X Location (m),Y Location (m),Z Location (m),X Deformation (m),Y Deformation (m),Z Deformation (m)
12,3,1.15,1.49E-04,-3.55E-04,-7.97E-14
10.5,3,1.15,1.32E-04,-2.79E-04,-6.19E-14
9,3,1.15,1.15E-04,-2.11E-04,-4.61E-14
7.5,3,1.15,9.68E-05,-1.51E-04,-3.24E-14
6,3,1.15,7.80E-05,-1.01E-04,-2.10E-14
4.5,3,1.15,5.85E-05,-6.05E-05,-1.20E-14
3,3,1.15,3.82E-05,-2.95E-05,-5.43E-15
1.5,3,1.15,1.81E-05,-8.52E-06,-1.41E-15
46.5,1.5,1.15,1.71E-04,-3.68E-03,-8.00E-13
45,1.5,1.15,1.71E-04,-3.50E-03,-7.65E-13
43.5,1.5,1.15,1.70E-04,-3.32E-03,-7.29E-13
42,1.5,1.15,1.69E-04,-3.15E-03,-6.93E-13
40.5,1.5,1.15,1.68E-04,-2.97E-03,-6.57E-13
39,1.5,1.15,1.66E-04,-2.80E-03,-6.22E-13
37.5,1.5,1.15,1.64E-04,-2.63E-03,-5.86E-13
36,1.5,1.15,1.61E-04,-2.46E-03,-5.51E-13
34.5,1.5,1.15,1.58E-04,-2.29E-03,-5.15E-13
33,1.5,1.15,1.55E-04,-2.13E-03,-4.80E-13
31.5,1.5,1.15,1.51E-04,-1.97E-03,-4.46E-13
30,1.5,1.15,1.47E-04,-1.81E-03,-4.12E-13
28.5,1.5,1.15,1.43E-04,-1.66E-03,-3.78E-13
27,1.5,1.15,1.39E-04,-1.51E-03,-3.45E-13
25.5,1.5,1.15,1.34E-04,-1.37E-03,-3.14E-13
24,1.5,1.15,1.28E-04,-1.23E-03,-2.83E-13
22.5,1.5,1.15,1.23E-04,-1.10E-03,-2.53E-13
21,1.5,1.15,1.17E-04,-9.71E-04,-2.24E-13
19.5,1.5,1.15,1.11E-04,-8.51E-04,-1.96E-13
18,1.5,1.15,1.04E-04,-7.37E-04,-1.70E-13
16.5,1.5,1.15,9.69E-05,-6.29E-04,-1.45E-13
15,1.5,1.15,8.96E-05,-5.29E-04,-1.22E-13
13.5,1.5,1.15,8.20E-05,-4.37E-04,-1.00E-13
12,1.5,1.15,7.40E-05,-3.52E-04,-8.07E-14
10.5,1.5,1.15,6.57E-05,-2.75E-04,-6.28E-14
9,1.5,1.15,5.70E-05,-2.07E-04,-4.70E-14
7.5,1.5,1.15,4.80E-05,-1.47E-04,-3.33E-14
6,1.5,1.15,3.85E-05,-9.69E-05,-2.18E-14
4.5,1.5,1.15,2.87E-05,-5.61E-05,-1.26E-14
3,1.5,1.15,1.87E-05,-2.56E-05,-5.78E-15
1.5,1.5,1.15,8.83E-06,-6.12E-06,-1.54E-15
46.5,0,1.15,-5.26E-16,-3.68E-03,-8.02E-13
45,0,1.15,-4.93E-16,-3.50E-03,-7.66E-13
43.5,0,1.15,-5.11E-16,-3.32E-03,-7.30E-13
42,0,1.15,-5.22E-16,-3.15E-03,-6.94E-13
40.5,0,1.15,-5.59E-16,-2.97E-03,-6.58E-13
39,0,1.15,-5.93E-16,-2.80E-03,-6.23E-13
37.5,0,1.15,-5.81E-16,-2.63E-03,-5.87E-13
36,0,1.15,-5.68E-16,-2.46E-03,-5.52E-13
34.5,0,1.15,-5.32E-16,-2.29E-03,-5.16E-13
33,0,1.15,-4.97E-16,-2.13E-03,-4.81E-13
31.5,0,1.15,-4.72E-16,-1.97E-03,-4.46E-13
30,0,1.15,-4.38E-16,-1.81E-03,-4.12E-13
28.5,0,1.15,-4.34E-16,-1.66E-03,-3.79E-13
27,0,1.15,-4.12E-16,-1.51E-03,-3.46E-13
25.5,0,1.15,-3.91E-16,-1.37E-03,-3.14E-13
24,0,1.15,-3.59E-16,-1.23E-03,-2.83E-13
22.5,0,1.15,-3.35E-16,-1.10E-03,-2.53E-13
21,0,1.15,-3.06E-16,-9.71E-04,-2.24E-13
19.5,0,1.15,-2.87E-16,-8.50E-04,-1.97E-13
18,0,1.15,-2.64E-16,-7.36E-04,-1.71E-13
16.5,0,1.15,-2.41E-16,-6.28E-04,-1.46E-13
15,0,1.15,-2.16E-16,-5.28E-04,-1.22E-13
13.5,0,1.15,-1.93E-16,-4.35E-04,-1.01E-13
12,0,1.15,-1.71E-16,-3.50E-04,-8.11E-14
10.5,0,1.15,-1.49E-16,-2.74E-04,-6.32E-14
9,0,1.15,-1.28E-16,-2.05E-04,-4.74E-14
7.5,0,1.15,-1.05E-16,-1.46E-04,-3.36E-14
6,0,1.15,-8.30E-17,-9.54E-05,-2.20E-14
4.5,0,1.15,-6.10E-17,-5.47E-05,-1.28E-14
3,0,1.15,-3.93E-17,-2.43E-05,-5.90E-15
1.5,0,1.15,-1.86E-17,-5.36E-06,-1.58E-15
46.5,-1.5,1.15,-1.71E-04,-3.68E-03,-8.03E-13
45,-1.5,1.15,-1.71E-04,-3.50E-03,-7.67E-13
43.5,-1.5,1.15,-1.70E-04,-3.32E-03,-7.31E-13
42,-1.5,1.15,-1.69E-04,-3.15E-03,-6.95E-13
40.5,-1.5,1.15,-1.68E-04,-2.97E-03,-6.60E-13
39,-1.5,1.15,-1.66E-04,-2.80E-03,-6.24E-13
37.5,-1.5,1.15,-1.64E-04,-2.63E-03,-5.88E-13
36,-1.5,1.15,-1.61E-04,-2.46E-03,-5.52E-13
34.5,-1.5,1.15,-1.58E-04,-2.29E-03,-5.17E-13
33,-1.5,1.15,-1.55E-04,-2.13E-03,-4.82E-13
31.5,-1.5,1.15,-1.51E-04,-1.97E-03,-4.47E-13
30,-1.5,1.15,-1.47E-04,-1.81E-03,-4.13E-13
28.5,-1.5,1.15,-1.43E-04,-1.66E-03,-3.79E-13
27,-1.5,1.15,-1.39E-04,-1.51E-03,-3.46E-13
25.5,-1.5,1.15,-1.34E-04,-1.37E-03,-3.14E-13
24,-1.5,1.15,-1.28E-04,-1.23E-03,-2.83E-13
22.5,-1.5,1.15,-1.23E-04,-1.10E-03,-2.53E-13
21,-1.5,1.15,-1.17E-04,-9.71E-04,-2.25E-13
19.5,-1.5,1.15,-1.11E-04,-8.51E-04,-1.97E-13
18,-1.5,1.15,-1.04E-04,-7.37E-04,-1.71E-13
16.5,-1.5,1.15,-9.69E-05,-6.29E-04,-1.46E-13
15,-1.5,1.15,-8.96E-05,-5.29E-04,-1.23E-13
13.5,-1.5,1.15,-8.20E-05,-4.37E-04,-1.01E-13
12,-1.5,1.15,-7.40E-05,-3.52E-04,-8.11E-14
10.5,-1.5,1.15,-6.57E-05,-2.75E-04,-6.32E-14
9,-1.5,1.15,-5.70E-05,-2.07E-04,-4.73E-14
7.5,-1.5,1.15,-4.80E-05,-1.47E-04,-3.35E-14
6,-1.5,1.15,-3.85E-05,-9.69E-05,-2.19E-14
4.5,-1.5,1.15,-2.87E-05,-5.61E-05,-1.27E-14
3,-1.5,1.15,-1.87E-05,-2.56E-05,-5.84E-15
1.5,-1.5,1.15,-8.83E-06,-6.12E-06,-1.56E-15
46.5,-3,1.15,-3.43E-04,-3.68E-03,-8.04E-13
45,-3,1.15,-3.43E-04,-3.50E-03,-7.68E-13
43.5,-3,1.15,-3.41E-04,-3.32E-03,-7.32E-13
42,-3,1.15,-3.39E-04,-3.15E-03,-6.97E-13
40.5,-3,1.15,-3.36E-04,-2.97E-03,-6.61E-13
39,-3,1.15,-3.32E-04,-2.80E-03,-6.25E-13
37.5,-3,1.15,-3.28E-04,-2.63E-03,-5.89E-13
36,-3,1.15,-3.23E-04,-2.46E-03,-5.53E-13
34.5,-3,1.15,-3.17E-04,-2.29E-03,-5.17E-13
33,-3,1.15,-3.10E-04,-2.13E-03,-4.82E-13
31.5,-3,1.15,-3.03E-04,-1.97E-03,-4.47E-13
30,-3,1.15,-2.96E-04,-1.81E-03,-4.13E-13
28.5,-3,1.15,-2.87E-04,-1.66E-03,-3.79E-13
27,-3,1.15,-2.78E-04,-1.51E-03,-3.47E-13
25.5,-3,1.15,-2.68E-04,-1.37E-03,-3.14E-13
24,-3,1.15,-2.58E-04,-1.23E-03,-2.83E-13
22.5,-3,1.15,-2.46E-04,-1.10E-03,-2.53E-13
21,-3,1.15,-2.34E-04,-9.74E-04,-2.24E-13
19.5,-3,1.15,-2.22E-04,-8.54E-04,-1.97E-13
18,-3,1.15,-2.09E-04,-7.40E-04,-1.70E-13
16.5,-3,1.15,-1.95E-04,-6.33E-04,-1.45E-13
15,-3,1.15,-1.80E-04,-5.33E-04,-1.22E-13
13.5,-3,1.15,-1.65E-04,-4.40E-04,-1.00E-13
12,-3,1.15,-1.49E-04,-3.55E-04,-8.05E-14
10.5,-3,1.15,-1.32E-04,-2.79E-04,-6.26E-14
9,-3,1.15,-1.15E-04,-2.11E-04,-4.67E-14
7.5,-3,1.15,-9.68E-05,-1.51E-04,-3.29E-14
6,-3,1.15,-7.80E-05,-1.01E-04,-2.14E-14
4.5,-3,1.15,-5.85E-05,-6.05E-05,-1.22E-14
3,-3,1.15,-3.82E-05,-2.95E-05,-5.55E-15
1.5,-3,1.15,-1.81E-05,-8.52E-06,-1.45E-15
46.5,-4.5,1.15,-5.18E-04,-3.68E-03,-8.05E-13
45,-4.5,1.15,-5.17E-04,-3.50E-03,-7.69E-13
43.5,-4.5,1.15,-5.14E-04,-3.32E-03,-7.34E-13
42,-4.5,1.15,-5.11E-04,-3.15E-03,-6.98E-13
40.5,-4.5,1.15,-5.06E-04,-2.97E-03,-6.62E-13
39,-4.5,1.15,-5.00E-04,-2.80E-03,-6.26E-13
37.5,-4.5,1.15,-4.94E-04,-2.63E-03,-5.90E-13
36,-4.5,1.15,-4.86E-04,-2.46E-03,-5.54E-13
34.5,-4.5,1.15,-4.77E-04,-2.29E-03,-5.18E-13
33,-4.5,1.15,-4.68E-04,-2.13E-03,-4.82E-13
31.5,-4.5,1.15,-4.57E-04,-1.97E-03,-4.48E-13
30,-4.5,1.15,-4.45E-04,-1.82E-03,-4.13E-13
28.5,-4.5,1.15,-4.33E-04,-1.66E-03,-3.79E-13
27,-4.5,1.15,-4.19E-04,-1.52E-03,-3.46E-13
25.5,-4.5,1.15,-4.04E-04,-1.37E-03,-3.14E-13
24,-4.5,1.15,-3.88E-04,-1.24E-03,-2.83E-13
22.5,-4.5,1.15,-3.71E-04,-1.11E-03,-2.53E-13
21,-4.5,1.15,-3.54E-04,-9.79E-04,-2.24E-13
19.5,-4.5,1.15,-3.35E-04,-8.59E-04,-1.96E-13
18,-4.5,1.15,-3.15E-04,-7.45E-04,-1.70E-13
16.5,-4.5,1.15,-2.94E-04,-6.38E-04,-1.45E-13
15,-4.5,1.15,-2.72E-04,-5.38E-04,-1.21E-13
13.5,-4.5,1.15,-2.49E-04,-4.46E-04,-9.94E-14
12,-4.5,1.15,-2.25E-04,-3.61E-04,-7.94E-14
10.5,-4.5,1.15,-2.00E-04,-2.85E-04,-6.14E-14
9,-4.5,1.15,-1.74E-04,-2.17E-04,-4.55E-14
7.5,-4.5,1.15,-1.47E-04,-1.58E-04,-3.17E-14
6,-4.5,1.15,-1.19E-04,-1.08E-04,-2.03E-14
4.5,-4.5,1.15,-9.02E-05,-6.79E-05,-1.13E-14
3,-4.5,1.15,-5.98E-05,-3.67E-05,-4.88E-15
1.5,-4.5,1.15,-2.93E-05,-1.44E-05,-1.13E-15
48,-4.5,1.15,-5.19E-04,-3.86E-03,-8.41E-13
48,-3,1.15,-3.44E-04,-3.86E-03,-8.40E-13
48,-1.5,1.15,-1.71E-04,-3.86E-03,-8.39E-13
48,0,1.15,-5.38E-16,-3.86E-03,-8.37E-13
48,1.5,1.15,1.71E-04,-3.86E-03,-8.36E-13
48,3,1.15,3.44E-04,-3.86E-03,-8.35E-13
48,4.5,1.15,5.19E-04,-3.86E-03,-8.34E-13
0,4.5,1.15,0,0,0
0,3,1.15,0,0,0
0,1.5,1.15,0,0,0
0,0,1.15,0,0,0
0,-1.5,1.15,0,0,0
0,-3,1.15,0,0,0
0,-4.5,1.15,0,0,0
0,4.5,0,0,0,0
0,3,0,0,0,0
0,1.5,0,0,0,0
0,4.5,2.3,0,0,0
0,3,2.3,0,0,0
0,1.5,2.3,0,0,0
0,0,2.3,0,0,0
0,-1.5,2.3,0,0,0
0,-3,2.3,0,0,0
0,-4.5,2.3,0,0,0
0,-6,1.15,0,0,0
0,-6,2.3,0,0,0
0,6,0,0,0,0
0,6,1.15,0,0,0
0,6,2.3,0,0,0
0,0,0,0,0,0
0,-1.5,0,0,0,0
0,-3,0,0,0,0
0,-4.5,0,0,0,0
0,-6,0,0,0,0
46.5,-1.5,0,-1.71E-04,-3.68E-03,6.73E-08
45,-1.5,0,-1.71E-04,-3.50E-03,-9.53E-08
43.5,-1.5,0,-1.70E-04,-3.32E-03,-2.13E-07
42,-1.5,0,-1.69E-04,-3.15E-03,-3.06E-07
40.5,-1.5,0,-1.68E-04,-2.97E-03,-3.89E-07
39,-1.5,0,-1.66E-04,-2.80E-03,-4.69E-07
37.5,-1.5,0,-1.63E-04,-2.63E-03,-5.47E-07
36,-1.5,0,-1.61E-04,-2.46E-03,-6.25E-07
34.5,-1.5,0,-1.58E-04,-2.29E-03,-7.03E-07
33,-1.5,0,-1.55E-04,-2.13E-03,-7.81E-07
31.5,-1.5,0,-1.51E-04,-1.97E-03,-8.59E-07
30,-1.5,0,-1.47E-04,-1.81E-03,-9.38E-07
28.5,-1.5,0,-1.43E-04,-1.66E-03,-1.02E-06
27,-1.5,0,-1.39E-04,-1.51E-03,-1.09E-06
25.5,-1.5,0,-1.34E-04,-1.37E-03,-1.17E-06
24,-1.5,0,-1.28E-04,-1.23E-03,-1.25E-06
22.5,-1.5,0,-1.23E-04,-1.10E-03,-1.33E-06
21,-1.5,0,-1.17E-04,-9.71E-04,-1.41E-06
19.5,-1.5,0,-1.11E-04,-8.50E-04,-1.48E-06
18,-1.5,0,-1.04E-04,-7.36E-04,-1.56E-06
16.5,-1.5,0,-9.69E-05,-6.29E-04,-1.64E-06
15,-1.5,0,-8.96E-05,-5.29E-04,-1.72E-06
13.5,-1.5,0,-8.20E-05,-4.36E-04,-1.80E-06
12,-1.5,0,-7.40E-05,-3.51E-04,-1.87E-06
10.5,-1.5,0,-6.57E-05,-2.74E-04,-1.95E-06
9,-1.5,0,-5.70E-05,-2.06E-04,-2.03E-06
7.5,-1.5,0,-4.79E-05,-1.46E-04,-2.12E-06
6,-1.5,0,-3.85E-05,-9.60E-05,-2.21E-06
4.5,-1.5,0,-2.87E-05,-5.52E-05,-2.32E-06
3,-1.5,0,-1.86E-05,-2.46E-05,-2.47E-06
1.5,-1.5,0,-8.86E-06,-5.22E-06,-2.55E-06
46.5,-3,0,-3.43E-04,-3.68E-03,6.77E-08
45,-3,0,-3.43E-04,-3.50E-03,-2.36E-07
43.5,-3,0,-3.41E-04,-3.32E-03,-4.49E-07
42,-3,0,-3.39E-04,-3.15E-03,-6.22E-07
40.5,-3,0,-3.36E-04,-2.97E-03,-7.82E-07
39,-3,0,-3.32E-04,-2.80E-03,-9.38E-07
37.5,-3,0,-3.28E-04,-2.63E-03,-1.09E-06
36,-3,0,-3.23E-04,-2.46E-03,-1.25E-06
34.5,-3,0,-3.17E-04,-2.29E-03,-1.41E-06
33,-3,0,-3.10E-04,-2.13E-03,-1.56E-06
31.5,-3,0,-3.03E-04,-1.97E-03,-1.72E-06
30,-3,0,-2.95E-04,-1.81E-03,-1.88E-06
28.5,-3,0,-2.87E-04,-1.66E-03,-2.03E-06
27,-3,0,-2.78E-04,-1.51E-03,-2.19E-06
25.5,-3,0,-2.68E-04,-1.37E-03,-2.34E-06
24,-3,0,-2.57E-04,-1.23E-03,-2.50E-06
22.5,-3,0,-2.46E-04,-1.10E-03,-2.66E-06
21,-3,0,-2.34E-04,-9.74E-04,-2.81E-06
19.5,-3,0,-2.22E-04,-8.53E-04,-2.97E-06
18,-3,0,-2.09E-04,-7.39E-04,-3.13E-06
16.5,-3,0,-1.95E-04,-6.32E-04,-3.28E-06
15,-3,0,-1.80E-04,-5.32E-04,-3.44E-06
13.5,-3,0,-1.65E-04,-4.39E-04,-3.59E-06
12,-3,0,-1.49E-04,-3.55E-04,-3.75E-06
10.5,-3,0,-1.32E-04,-2.78E-04,-3.91E-06
9,-3,0,-1.15E-04,-2.10E-04,-4.06E-06
7.5,-3,0,-9.67E-05,-1.51E-04,-4.22E-06
6,-3,0,-7.79E-05,-1.00E-04,-4.40E-06
4.5,-3,0,-5.84E-05,-5.96E-05,-4.60E-06
3,-3,0,-3.81E-05,-2.85E-05,-4.89E-06
1.5,-3,0,-1.81E-05,-7.62E-06,-5.05E-06
46.5,-4.5,0,-5.18E-04,-3.68E-03,-1.03E-07
45,-4.5,0,-5.16E-04,-3.50E-03,-4.64E-07
43.5,-4.5,0,-5.14E-04,-3.32E-03,-7.18E-07
42,-4.5,0,-5.10E-04,-3.15E-03,-9.48E-07
40.5,-4.5,0,-5.06E-04,-2.97E-03,-1.18E-06
39,-4.5,0,-5.00E-04,-2.80E-03,-1.41E-06
37.5,-4.5,0,-4.94E-04,-2.63E-03,-1.64E-06
36,-4.5,0,-4.86E-04,-2.46E-03,-1.88E-06
34.5,-4.5,0,-4.77E-04,-2.29E-03,-2.11E-06
33,-4.5,0,-4.68E-04,-2.13E-03,-2.34E-06
31.5,-4.5,0,-4.57E-04,-1.97E-03,-2.58E-06
30,-4.5,0,-4.45E-04,-1.82E-03,-2.81E-06
28.5,-4.5,0,-4.32E-04,-1.66E-03,-3.05E-06
27,-4.5,0,-4.19E-04,-1.52E-03,-3.28E-06
25.5,-4.5,0,-4.04E-04,-1.37E-03,-3.52E-06
24,-4.5,0,-3.88E-04,-1.24E-03,-3.75E-06
22.5,-4.5,0,-3.71E-04,-1.10E-03,-3.98E-06
21,-4.5,0,-3.53E-04,-9.78E-04,-4.22E-06
19.5,-4.5,0,-3.35E-04,-8.58E-04,-4.45E-06
18,-4.5,0,-3.15E-04,-7.44E-04,-4.69E-06
16.5,-4.5,0,-2.94E-04,-6.37E-04,-4.92E-06
15,-4.5,0,-2.72E-04,-5.38E-04,-5.16E-06
13.5,-4.5,0,-2.49E-04,-4.45E-04,-5.39E-06
12,-4.5,0,-2.25E-04,-3.61E-04,-5.62E-06
10.5,-4.5,0,-2.00E-04,-2.84E-04,-5.86E-06
9,-4.5,0,-1.74E-04,-2.16E-04,-6.09E-06
7.5,-4.5,0,-1.47E-04,-1.57E-04,-6.32E-06
6,-4.5,0,-1.19E-04,-1.08E-04,-6.56E-06
4.5,-4.5,0,-9.01E-05,-6.71E-05,-6.81E-06
3,-4.5,0,-5.97E-05,-3.59E-05,-7.16E-06
1.5,-4.5,0,-2.93E-05,-1.37E-05,-7.54E-06
48,-1.5,0,-1.71E-04,-3.86E-03,2.88E-07
48,-3,0,-3.44E-04,-3.86E-03,5.24E-07
48,-4.5,0,-5.18E-04,-3.86E-03,6.55E-07
48,0,0,-2.78E-14,-3.86E-03,-8.37E-13
46.5,0,0,-2.80E-14,-3.68E-03,-8.02E-13
45,0,0,-2.79E-14,-3.50E-03,-7.66E-13
43.5,0,0,-2.79E-14,-3.32E-03,-7.30E-13
42,0,0,-2.79E-14,-3.15E-03,-6.94E-13
40.5,0,0,-2.80E-14,-2.97E-03,-6.58E-13
39,0,0,-2.79E-14,-2.80E-03,-6.23E-13
37.5,0,0,-2.79E-14,-2.63E-03,-5.87E-13
36,0,0,-2.77E-14,-2.46E-03,-5.52E-13
34.5,0,0,-2.75E-14,-2.29E-03,-5.16E-13
33,0,0,-2.72E-14,-2.13E-03,-4.81E-13
31.5,0,0,-2.68E-14,-1.97E-03,-4.46E-13
30,0,0,-2.63E-14,-1.81E-03,-4.12E-13
28.5,0,0,-2.58E-14,-1.66E-03,-3.79E-13
27,0,0,-2.52E-14,-1.51E-03,-3.46E-13
25.5,0,0,-2.45E-14,-1.37E-03,-3.14E-13
24,0,0,-2.37E-14,-1.23E-03,-2.83E-13
22.5,0,0,-2.29E-14,-1.10E-03,-2.53E-13
21,0,0,-2.19E-14,-9.70E-04,-2.24E-13
19.5,0,0,-2.09E-14,-8.49E-04,-1.97E-13
18,0,0,-1.98E-14,-7.35E-04,-1.71E-13
16.5,0,0,-1.86E-14,-6.28E-04,-1.46E-13
15,0,0,-1.74E-14,-5.27E-04,-1.23E-13
13.5,0,0,-1.60E-14,-4.35E-04,-1.01E-13
12,0,0,-1.46E-14,-3.50E-04,-8.13E-14
10.5,0,0,-1.31E-14,-2.73E-04,-6.34E-14
9,0,0,-1.14E-14,-2.04E-04,-4.76E-14
7.5,0,0,-9.76E-15,-1.45E-04,-3.38E-14
6,0,0,-8.00E-15,-9.46E-05,-2.23E-14
4.5,0,0,-6.17E-15,-5.38E-05,-1.30E-14
3,0,0,-4.25E-15,-2.33E-05,-6.18E-15
1.5,0,0,-2.20E-15,-4.46E-06,-1.84E-15
1.5,-6,0,-4.49E-05,-2.27E-05,-8.98E-06
3,-6,0,-8.49E-05,-4.63E-05,-9.09E-06
4.5,-6,0,-1.24E-04,-7.74E-05,-8.94E-06
6,-6,0,-1.63E-04,-1.18E-04,-8.70E-06
7.5,-6,0,-2.00E-04,-1.67E-04,-8.42E-06
9,-6,0,-2.36E-04,-2.26E-04,-8.12E-06
10.5,-6,0,-2.70E-04,-2.93E-04,-7.81E-06
12,-6,0,-3.04E-04,-3.69E-04,-7.50E-06
13.5,-6,0,-3.36E-04,-4.53E-04,-7.19E-06
15,-6,0,-3.66E-04,-5.45E-04,-6.88E-06
16.5,-6,0,-3.95E-04,-6.45E-04,-6.56E-06
18,-6,0,-4.23E-04,-7.51E-04,-6.25E-06
19.5,-6,0,-4.50E-04,-8.65E-04,-5.94E-06
21,-6,0,-4.75E-04,-9.85E-04,-5.63E-06
22.5,-6,0,-4.99E-04,-1.11E-03,-5.31E-06
24,-6,0,-5.21E-04,-1.24E-03,-5.00E-06
25.5,-6,0,-5.42E-04,-1.38E-03,-4.69E-06
27,-6,0,-5.62E-04,-1.52E-03,-4.38E-06
28.5,-6,0,-5.80E-04,-1.67E-03,-4.06E-06
30,-6,0,-5.97E-04,-1.82E-03,-3.75E-06
31.5,-6,0,-6.13E-04,-1.98E-03,-3.44E-06
33,-6,0,-6.27E-04,-2.13E-03,-3.12E-06
34.5,-6,0,-6.40E-04,-2.30E-03,-2.81E-06
36,-6,0,-6.52E-04,-2.46E-03,-2.50E-06
37.5,-6,0,-6.62E-04,-2.63E-03,-2.19E-06
39,-6,0,-6.71E-04,-2.80E-03,-1.88E-06
40.5,-6,0,-6.78E-04,-2.98E-03,-1.57E-06
42,-6,0,-6.84E-04,-3.15E-03,-1.27E-06
43.5,-6,0,-6.89E-04,-3.33E-03,-1.00E-06
45,-6,0,-6.93E-04,-3.50E-03,-7.83E-07
46.5,-6,0,-6.96E-04,-3.68E-03,-6.66E-07
48,-6,0,-6.98E-04,-3.86E-03,2.28E-08
46.5,6,1.15,6.96E-04,-3.68E-03,-7.97E-13
45,6,1.15,6.93E-04,-3.50E-03,-7.61E-13
43.5,6,1.15,6.89E-04,-3.33E-03,-7.25E-13
42,6,1.15,6.84E-04,-3.15E-03,-6.90E-13
40.5,6,1.15,6.78E-04,-2.98E-03,-6.54E-13
39,6,1.15,6.71E-04,-2.80E-03,-6.19E-13
37.5,6,1.15,6.62E-04,-2.63E-03,-5.83E-13
36,6,1.15,6.52E-04,-2.46E-03,-5.48E-13
34.5,6,1.15,6.40E-04,-2.30E-03,-5.12E-13
33,6,1.15,6.27E-04,-2.14E-03,-4.77E-13
31.5,6,1.15,6.13E-04,-1.98E-03,-4.42E-13
30,6,1.15,5.97E-04,-1.82E-03,-4.08E-13
28.5,6,1.15,5.80E-04,-1.67E-03,-3.75E-13
27,6,1.15,5.62E-04,-1.52E-03,-3.42E-13
25.5,6,1.15,5.42E-04,-1.38E-03,-3.10E-13
24,6,1.15,5.21E-04,-1.24E-03,-2.79E-13
22.5,6,1.15,4.99E-04,-1.11E-03,-2.49E-13
21,6,1.15,4.75E-04,-9.85E-04,-2.20E-13
19.5,6,1.15,4.50E-04,-8.65E-04,-1.92E-13
18,6,1.15,4.23E-04,-7.52E-04,-1.66E-13
