X Location (m),Y Location (m),Z Location (m),X Deformation (m),Y Deformation (m),Z Deformation (m)
9,-4.5,0.4,-8.06E-02,-0.10079,4.59E-04
7.5,-4.5,0.4,-6.82E-02,-7.35E-02,4.57E-04
6,-4.5,0.4,-5.53E-02,-5.04E-02,4.41E-04
4.5,-4.5,0.4,-4.19E-02,-3.16E-02,4.00E-04
3,-4.5,0.4,-2.80E-02,-1.71E-02,3.23E-04
1.5,-4.5,0.4,-1.37E-02,-6.50E-03,1.97E-04
46.5,-3.75,0.4,-0.19829,-1.6978,-1.46E-06
45,-3.75,0.4,-0.19784,-1.6154,2.67E-05
43.5,-3.75,0.4,-0.19696,-1.5336,4.61E-05
42,-3.75,0.4,-0.19563,-1.4523,6.25E-05
40.5,-3.75,0.4,-0.19389,-1.3717,7.81E-05
39,-3.75,0.4,-0.19174,-1.2918,9.37E-05
37.5,-3.75,0.4,-0.18921,-1.2129,1.09E-04
36,-3.75,0.4,-0.18628,-1.1351,1.25E-04
34.5,-3.75,0.4,-0.18296,-1.0585,1.40E-04
33,-3.75,0.4,-0.17925,-0.98329,1.56E-04
31.5,-3.75,0.4,-0.17515,-0.90967,1.72E-04
30,-3.75,0.4,-0.17065,-0.83777,1.87E-04
28.5,-3.75,0.4,-0.16577,-0.76774,2.03E-04
27,-3.75,0.4,-0.1605,-0.69974,2.19E-04
25.5,-3.75,0.4,-0.15483,-0.63394,2.34E-04
24,-3.75,0.4,-0.14878,-0.57047,2.50E-04
22.5,-3.75,0.4,-0.14233,-0.50951,2.65E-04
21,-3.75,0.4,-0.1355,-0.4512,2.81E-04
19.5,-3.75,0.4,-0.12827,-0.3957,2.96E-04
18,-3.75,0.4,-0.12065,-0.34317,3.12E-04
16.5,-3.75,0.4,-0.11265,-0.29377,3.27E-04
15,-3.75,0.4,-0.10425,-0.24765,3.41E-04
13.5,-3.75,0.4,-9.55E-02,-0.20497,3.55E-04
12,-3.75,0.4,-8.63E-02,-0.16588,3.68E-04
10.5,-3.75,0.4,-7.67E-02,-0.13054,3.78E-04
9,-3.75,0.4,-6.67E-02,-9.91E-02,3.84E-04
7.5,-3.75,0.4,-5.64E-02,-7.17E-02,3.84E-04
6,-3.75,0.4,-4.56E-02,-4.86E-02,3.73E-04
4.5,-3.75,0.4,-3.44E-02,-2.97E-02,3.44E-04
3,-3.75,0.4,-2.28E-02,-1.52E-02,2.89E-04
1.5,-3.75,0.4,-1.10E-02,-5.03E-03,1.92E-04
46.5,-3,0.4,-0.15823,-1.6976,-5.88E-06
45,-3,0.4,-0.1579,-1.6154,1.87E-05
43.5,-3,0.4,-0.15724,-1.5335,3.57E-05
42,-3,0.4,-0.15621,-1.4522,4.95E-05
40.5,-3,0.4,-0.15483,-1.3714,6.23E-05
39,-3,0.4,-0.15312,-1.2915,7.49E-05
37.5,-3,0.4,-0.1511,-1.2125,8.74E-05
36,-3,0.4,-0.14875,-1.1346,9.98E-05
34.5,-3,0.4,-0.1461,-1.058,1.12E-04
33,-3,0.4,-0.14313,-0.98276,1.25E-04
31.5,-3,0.4,-0.13985,-0.90909,1.37E-04
30,-3,0.4,-0.13625,-0.83714,1.50E-04
28.5,-3,0.4,-0.13235,-0.76705,1.62E-04
27,-3,0.4,-0.12813,-0.69901,1.75E-04
25.5,-3,0.4,-0.1236,-0.63314,1.87E-04
24,-3,0.4,-0.11875,-0.56963,2.00E-04
22.5,-3,0.4,-0.1136,-0.50861,2.12E-04
21,-3,0.4,-0.10813,-0.45025,2.25E-04
19.5,-3,0.4,-0.10235,-0.3947,2.37E-04
18,-3,0.4,-9.63E-02,-0.34212,2.49E-04
16.5,-3,0.4,-8.98E-02,-0.29266,2.61E-04
15,-3,0.4,-8.31E-02,-0.24649,2.73E-04
13.5,-3,0.4,-7.61E-02,-0.20375,2.84E-04
12,-3,0.4,-6.88E-02,-0.16461,2.94E-04
10.5,-3,0.4,-6.11E-02,-0.12922,3.02E-04
9,-3,0.4,-5.31E-02,-9.77E-02,3.07E-04
7.5,-3,0.4,-4.48E-02,-7.03E-02,3.08E-04
6,-3,0.4,-3.62E-02,-4.71E-02,2.99E-04
4.5,-3,0.4,-2.72E-02,-2.82E-02,2.78E-04
3,-3,0.4,-1.79E-02,-1.38E-02,2.35E-04
1.5,-3,0.4,-8.61E-03,-4.02E-03,1.56E-04
46.5,-2.25,0.4,-0.11844,-1.6975,-6.81E-06
45,-2.25,0.4,-0.1182,-1.6153,1.23E-05
43.5,-2.25,0.4,-0.11773,-1.5334,2.59E-05
42,-2.25,0.4,-0.11698,-1.452,3.68E-05
40.5,-2.25,0.4,-0.11596,-1.3712,4.66E-05
39,-2.25,0.4,-0.11468,-1.2913,5.61E-05
37.5,-2.25,0.4,-0.11316,-1.2122,6.55E-05
36,-2.25,0.4,-0.11141,-1.1343,7.48E-05
34.5,-2.25,0.4,-0.10942,-1.0576,8.42E-05
33,-2.25,0.4,-0.10719,-0.98235,9.36E-05
31.5,-2.25,0.4,-0.10473,-0.90864,1.03E-04
30,-2.25,0.4,-0.10203,-0.83664,1.12E-04
28.5,-2.25,0.4,-9.91E-02,-0.76652,1.22E-04
27,-2.25,0.4,-9.59E-02,-0.69843,1.31E-04
25.5,-2.25,0.4,-9.25E-02,-0.63253,1.40E-04
24,-2.25,0.4,-8.89E-02,-0.56897,1.50E-04
22.5,-2.25,0.4,-8.50E-02,-0.50791,1.59E-04
21,-2.25,0.4,-8.09E-02,-0.44951,1.69E-04
19.5,-2.25,0.4,-7.66E-02,-0.39392,1.78E-04
18,-2.25,0.4,-7.20E-02,-0.3413,1.87E-04
16.5,-2.25,0.4,-6.72E-02,-0.2918,1.96E-04
15,-2.25,0.4,-6.22E-02,-0.24559,2.05E-04
13.5,-2.25,0.4,-5.69E-02,-0.20281,2.13E-04
12,-2.25,0.4,-5.14E-02,-0.16363,2.21E-04
10.5,-2.25,0.4,-4.57E-02,-0.12819,2.27E-04
9,-2.25,0.4,-3.97E-02,-9.67E-02,2.31E-04
7.5,-2.25,0.4,-3.34E-02,-6.92E-02,2.31E-04
6,-2.25,0.4,-2.69E-02,-4.59E-02,2.26E-04
4.5,-2.25,0.4,-2.02E-02,-2.70E-02,2.11E-04
3,-2.25,0.4,-1.32E-02,-1.27E-02,1.80E-04
1.5,-2.25,0.4,-6.37E-03,-3.32E-03,1.20E-04
46.5,-1.5,0.4,-7.88E-02,-1.6973,-5.66E-06
45,-1.5,0.4,-7.87E-02,-1.6152,7.38E-06
43.5,-1.5,0.4,-7.84E-02,-1.5333,1.68E-05
42,-1.5,0.4,-7.79E-02,-1.4519,2.43E-05
40.5,-1.5,0.4,-7.72E-02,-1.3711,3.09E-05
39,-1.5,0.4,-7.64E-02,-1.2911,3.73E-05
37.5,-1.5,0.4,-7.54E-02,-1.212,4.36E-05
36,-1.5,0.4,-7.42E-02,-1.1341,4.98E-05
34.5,-1.5,0.4,-7.29E-02,-1.0574,5.61E-05
33,-1.5,0.4,-7.14E-02,-0.98206,6.23E-05
31.5,-1.5,0.4,-6.97E-02,-0.90832,6.86E-05
30,-1.5,0.4,-6.79E-02,-0.83629,7.49E-05
28.5,-1.5,0.4,-6.60E-02,-0.76614,8.11E-05
27,-1.5,0.4,-6.39E-02,-0.69802,8.74E-05
25.5,-1.5,0.4,-6.16E-02,-0.63209,9.36E-05
24,-1.5,0.4,-5.92E-02,-0.5685,9.99E-05
22.5,-1.5,0.4,-5.66E-02,-0.50741,1.06E-04
21,-1.5,0.4,-5.39E-02,-0.44898,1.12E-04
19.5,-1.5,0.4,-5.10E-02,-0.39336,1.19E-04
18,-1.5,0.4,-4.79E-02,-0.34071,1.25E-04
16.5,-1.5,0.4,-4.47E-02,-0.29119,1.31E-04
15,-1.5,0.4,-4.14E-02,-0.24494,1.36E-04
13.5,-1.5,0.4,-3.79E-02,-0.20214,1.42E-04
12,-1.5,0.4,-3.42E-02,-0.16292,1.47E-04
10.5,-1.5,0.4,-3.04E-02,-0.12745,1.51E-04
9,-1.5,0.4,-2.64E-02,-9.59E-02,1.54E-04
7.5,-1.5,0.4,-2.22E-02,-6.84E-02,1.54E-04
6,-1.5,0.4,-1.79E-02,-4.51E-02,1.51E-04
4.5,-1.5,0.4,-1.34E-02,-2.62E-02,1.41E-04
3,-1.5,0.4,-8.75E-03,-1.19E-02,1.21E-04
1.5,-1.5,0.4,-4.21E-03,-2.87E-03,8.07E-05
46.5,-0.75,0.4,-3.94E-02,-1.6973,-3.26E-06
45,-0.75,0.4,-3.93E-02,-1.6152,3.34E-06
43.5,-0.75,0.4,-3.92E-02,-1.5333,8.16E-06
42,-0.75,0.4,-3.89E-02,-1.4519,1.20E-05
40.5,-0.75,0.4,-3.86E-02,-1.371,1.53E-05
39,-0.75,0.4,-3.82E-02,-1.291,1.85E-05
37.5,-0.75,0.4,-3.77E-02,-1.2119,2.17E-05
36,-0.75,0.4,-3.71E-02,-1.1339,2.48E-05
34.5,-0.75,0.4,-3.64E-02,-1.0572,2.80E-05
33,-0.75,0.4,-3.57E-02,-0.98189,3.11E-05
31.5,-0.75,0.4,-3.48E-02,-0.90812,3.42E-05
30,-0.75,0.4,-3.40E-02,-0.83608,3.74E-05
28.5,-0.75,0.4,-3.30E-02,-0.76591,4.05E-05
27,-0.75,0.4,-3.19E-02,-0.69778,4.36E-05
25.5,-0.75,0.4,-3.08E-02,-0.63183,4.68E-05
24,-0.75,0.4,-2.96E-02,-0.56822,4.99E-05
22.5,-0.75,0.4,-2.83E-02,-0.50711,5.30E-05
21,-0.75,0.4,-2.69E-02,-0.44867,5.61E-05
19.5,-0.75,0.4,-2.55E-02,-0.39303,5.92E-05
18,-0.75,0.4,-2.40E-02,-0.34036,6.23E-05
16.5,-0.75,0.4,-2.23E-02,-0.29082,6.53E-05
15,-0.75,0.4,-2.07E-02,-0.24456,6.82E-05
13.5,-0.75,0.4,-1.89E-02,-0.20173,7.10E-05
12,-0.75,0.4,-1.71E-02,-0.1625,7.35E-05
10.5,-0.75,0.4,-1.52E-02,-0.12701,7.56E-05
9,-0.75,0.4,-1.32E-02,-9.54E-02,7.70E-05
7.5,-0.75,0.4,-1.11E-02,-6.79E-02,7.72E-05
6,-0.75,0.4,-8.91E-03,-4.46E-02,7.56E-05
4.5,-0.75,0.4,-6.65E-03,-2.57E-02,7.09E-05
3,-0.75,0.4,-4.35E-03,-1.15E-02,6.08E-05
1.5,-0.75,0.4,-2.09E-03,-2.61E-03,4.06E-05
46.5,0,0.4,1.73E-09,-1.6972,-2.66E-07
45,0,0.4,1.73E-09,-1.6152,-2.53E-07
43.5,0,0.4,1.72E-09,-1.5333,-2.40E-07
42,0,0.4,1.71E-09,-1.4518,-2.28E-07
40.5,0,0.4,1.70E-09,-1.371,-2.15E-07
39,0,0.4,1.68E-09,-1.291,-2.02E-07
37.5,0,0.4,1.66E-09,-1.2119,-1.89E-07
36,0,0.4,1.64E-09,-1.1339,-1.77E-07
34.5,0,0.4,1.61E-09,-1.0572,-1.65E-07
33,0,0.4,1.58E-09,-0.98183,-1.53E-07
31.5,0,0.4,1.54E-09,-0.90806,-1.41E-07
30,0,0.4,1.50E-09,-0.83601,-1.30E-07
28.5,0,0.4,1.46E-09,-0.76584,-1.19E-07
27,0,0.4,1.42E-09,-0.69769,-1.08E-07
25.5,0,0.4,1.37E-09,-0.63174,-9.74E-08
24,0,0.4,1.31E-09,-0.56813,-8.74E-08
22.5,0,0.4,1.26E-09,-0.50702,-7.78E-08
21,0,0.4,1.20E-09,-0.44856,-6.86E-08
19.5,0,0.4,1.13E-09,-0.39292,-5.98E-08
18,0,0.4,1.07E-09,-0.34024,-5.16E-08
16.5,0,0.4,9.95E-10,-0.29069,-4.38E-08
15,0,0.4,9.21E-10,-0.24443,-3.67E-08
13.5,0,0.4,8.43E-10,-0.2016,-3.00E-08
12,0,0.4,7.62E-10,-0.16236,-2.40E-08
10.5,0,0.4,6.78E-10,-0.12687,-1.86E-08
9,0,0.4,5.91E-10,-9.53E-02,-1.38E-08
7.5,0,0.4,5.01E-10,-6.77E-02,-9.75E-09
6,0,0.4,4.09E-10,-4.44E-02,-6.33E-09
4.5,0,0.4,3.14E-10,-2.55E-02,-3.62E-09
3,0,0.4,2.16E-10,-1.14E-02,-1.63E-09
1.5,0,0.4,1.08E-10,-2.53E-03,-4.02E-10
46.5,0.75,0.4,3.94E-02,-1.6973,2.73E-06
45,0.75,0.4,3.93E-02,-1.6152,-3.84E-06
43.5,0.75,0.4,3.92E-02,-1.5333,-8.64E-06
42,0.75,0.4,3.89E-02,-1.4519,-1.24E-05
40.5,0.75,0.4,3.86E-02,-1.371,-1.58E-05
39,0.75,0.4,3.82E-02,-1.291,-1.89E-05
37.5,0.75,0.4,3.77E-02,-1.2119,-2.21E-05
36,0.75,0.4,3.71E-02,-1.1339,-2.52E-05
34.5,0.75,0.4,3.64E-02,-1.0572,-2.83E-05
33,0.75,0.4,3.57E-02,-0.98189,-3.14E-05
31.5,0.75,0.4,3.48E-02,-0.90812,-3.45E-05
30,0.75,0.4,3.40E-02,-0.83608,-3.76E-05
28.5,0.75,0.4,3.30E-02,-0.76591,-4.07E-05
27,0.75,0.4,3.19E-02,-0.69778,-4.39E-05
25.5,0.75,0.4,3.08E-02,-0.63183,-4.70E-05
24,0.75,0.4,2.96E-02,-0.56822,-5.01E-05
22.5,0.75,0.4,2.83E-02,-0.50711,-5.32E-05
21,0.75,0.4,2.69E-02,-0.44867,-5.63E-05
19.5,0.75,0.4,2.55E-02,-0.39303,-5.93E-05
18,0.75,0.4,2.40E-02,-0.34036,-6.24E-05
16.5,0.75,0.4,2.23E-02,-0.29082,-6.54E-05
15,0.75,0.4,2.07E-02,-0.24456,-6.83E-05
13.5,0.75,0.4,1.89E-02,-0.20173,-7.11E-05
12,0.75,0.4,1.71E-02,-0.1625,-7.36E-05
10.5,0.75,0.4,1.52E-02,-0.12701,-7.57E-05
9,0.75,0.4,1.32E-02,-9.54E-02,-7.70E-05
7.5,0.75,0.4,1.11E-02,-6.79E-02,-7.73E-05
6,0.75,0.4,8.91E-03,-4.46E-02,-7.56E-05
4.5,0.75,0.4,6.65E-03,-2.57E-02,-7.09E-05
3,0.75,0.4,4.35E-03,-1.15E-02,-6.08E-05
1.5,0.75,0.4,2.09E-03,-2.61E-03,-4.06E-05
46.5,1.5,0.4,7.88E-02,-1.6973,5.13E-06
45,1.5,0.4,7.87E-02,-1.6152,-7.88E-06
43.5,1.5,0.4,7.84E-02,-1.5333,-1.73E-05
42,1.5,0.4,7.79E-02,-1.4519,-2.47E-05
40.5,1.5,0.4,7.72E-02,-1.3711,-3.14E-05
39,1.5,0.4,7.64E-02,-1.2911,-3.77E-05
37.5,1.5,0.4,7.54E-02,-1.212,-4.40E-05
36,1.5,0.4,7.42E-02,-1.1341,-5.02E-05
34.5,1.5,0.4,7.29E-02,-1.0574,-5.64E-05
33,1.5,0.4,7.14E-02,-0.98206,-6.27E-05
31.5,1.5,0.4,6.97E-02,-0.90832,-6.89E-05
30,1.5,0.4,6.79E-02,-0.83629,-7.51E-05
28.5,1.5,0.4,6.60E-02,-0.76614,-8.14E-05
27,1.5,0.4,6.39E-02,-0.69802,-8.76E-05
25.5,1.5,0.4,6.16E-02,-0.63209,-9.38E-05
24,1.5,0.4,5.92E-02,-0.5685,-1.00E-04
22.5,1.5,0.4,5.66E-02,-0.50741,-1.06E-04
21,1.5,0.4,5.39E-02,-0.44898,-1.12E-04
19.5,1.5,0.4,5.10E-02,-0.39336,-1.19E-04
18,1.5,0.4,4.79E-02,-0.34071,-1.25E-04
16.5,1.5,0.4,4.47E-02,-0.29119,-1.31E-04
15,1.5,0.4,4.14E-02,-0.24494,-1.37E-04
13.5,1.5,0.4,3.79E-02,-0.20214,-1.42E-04
12,1.5,0.4,3.42E-02,-0.16292,-1.47E-04
10.5,1.5,0.4,3.04E-02,-0.12745,-1.51E-04
9,1.5,0.4,2.64E-02,-9.59E-02,-1.54E-04
7.5,1.5,0.4,2.22E-02,-6.84E-02,-1.54E-04
6,1.5,0.4,1.79E-02,-4.51E-02,-1.51E-04
4.5,1.5,0.4,1.34E-02,-2.62E-02,-1.41E-04
3,1.5,0.4,8.75E-03,-1.19E-02,-1.21E-04
1.5,1.5,0.4,4.21E-03,-2.87E-03,-8.07E-05
46.5,2.25,0.4,0.11844,-1.6975,6.27E-06
45,2.25,0.4,0.1182,-1.6153,-1.28E-05
43.5,2.25,0.4,0.11773,-1.5334,-2.64E-05
42,2.25,0.4,0.11698,-1.452,-3.72E-05
40.5,2.25,0.4,0.11596,-1.3712,-4.70E-05
39,2.25,0.4,0.11468,-1.2913,-5.65E-05
37.5,2.25,0.4,0.11316,-1.2122,-6.58E-05
36,2.25,0.4,0.11141,-1.1343,-7.52E-05
34.5,2.25,0.4,0.10942,-1.0576,-8.45E-05
33,2.25,0.4,0.10719,-0.98235,-9.39E-05
31.5,2.25,0.4,0.10473,-0.90864,-1.03E-04
30,2.25,0.4,0.10203,-0.83664,-1.13E-04
28.5,2.25,0.4,9.91E-02,-0.76652,-1.22E-04
27,2.25,0.4,9.59E-02,-0.69843,-1.31E-04
25.5,2.25,0.4,9.25E-02,-0.63253,-1.41E-04
24,2.25,0.4,8.89E-02,-0.56897,-1.50E-04
22.5,2.25,0.4,8.50E-02,-0.50791,-1.59E-04
21,2.25,0.4,8.09E-02,-0.44951,-1.69E-04
19.5,2.25,0.4,7.66E-02,-0.39392,-1.78E-04
18,2.25,0.4,7.20E-02,-0.3413,-1.87E-04
16.5,2.25,0.4,6.72E-02,-0.2918,-1.96E-04
15,2.25,0.4,6.22E-02,-0.24559,-2.05E-04
13.5,2.25,0.4,5.69E-02,-0.20281,-2.13E-04
12,2.25,0.4,5.14E-02,-0.16363,-2.21E-04
10.5,2.25,0.4,4.57E-02,-0.12819,-2.27E-04
9,2.25,0.4,3.97E-02,-9.67E-02,-2.31E-04
7.5,2.25,0.4,3.34E-02,-6.92E-02,-2.31E-04
6,2.25,0.4,2.69E-02,-4.59E-02,-2.26E-04
4.5,2.25,0.4,2.02E-02,-2.70E-02,-2.11E-04
3,2.25,0.4,1.32E-02,-1.27E-02,-1.80E-04
1.5,2.25,0.4,6.37E-03,-3.32E-03,-1.20E-04
46.5,3,0.4,0.15823,-1.6976,5.35E-06
45,3,0.4,0.1579,-1.6154,-1.92E-05
43.5,3,0.4,0.15724,-1.5335,-3.61E-05
42,3,0.4,0.15621,-1.4522,-5.00E-05
40.5,3,0.4,0.15483,-1.3714,-6.28E-05
39,3,0.4,0.15312,-1.2915,-7.53E-05
37.5,3,0.4,0.1511,-1.2125,-8.77E-05
36,3,0.4,0.14875,-1.1346,-1.00E-04
34.5,3,0.4,0.1461,-1.058,-1.13E-04
33,3,0.4,0.14313,-0.98276,-1.25E-04
31.5,3,0.4,0.13985,-0.90909,-1.38E-04
30,3,0.4,0.13625,-0.83714,-1.50E-04
28.5,3,0.4,0.13235,-0.76705,-1.63E-04
27,3,0.4,0.12813,-0.69901,-1.75E-04
25.5,3,0.4,0.1236,-0.63314,-1.88E-04
24,3,0.4,0.11875,-0.56963,-2.00E-04
22.5,3,0.4,0.1136,-0.50861,-2.12E-04
21,3,0.4,0.10813,-0.45025,-2.25E-04
19.5,3,0.4,0.10235,-0.3947,-2.37E-04
18,3,0.4,9.63E-02,-0.34212,-2.49E-04
16.5,3,0.4,8.98E-02,-0.29266,-2.61E-04
15,3,0.4,8.31E-02,-0.24649,-2.73E-04
13.5,3,0.4,7.61E-02,-0.20375,-2.84E-04
12,3,0.4,6.88E-02,-0.16461,-2.94E-04
10.5,3,0.4,6.11E-02,-0.12922,-3.02E-04
9,3,0.4,5.31E-02,-9.77E-02,-3.08E-04
7.5,3,0.4,4.48E-02,-7.03E-02,-3.08E-04
6,3,0.4,3.62E-02,-4.71E-02,-2.99E-04
4.5,3,0.4,2.72E-02,-2.82E-02,-2.78E-04
3,3,0.4,1.79E-02,-1.38E-02,-2.35E-04
1.5,3,0.4,8.61E-03,-4.02E-03,-1.56E-04
46.5,3.75,0.4,0.19829,-1.6978,9.32E-07
45,3.75,0.4,0.19784,-1.6154,-2.72E-05
43.5,3.75,0.4,0.19696,-1.5336,-4.66E-05
42,3.75,0.4,0.19563,-1.4523,-6.29E-05
40.5,3.75,0.4,0.19389,-1.3717,-7.86E-05
39,3.75,0.4,0.19174,-1.2918,-9.41E-05
37.5,3.75,0.4,0.18921,-1.2129,-1.10E-04
36,3.75,0.4,0.18628,-1.1351,-1.25E-04
34.5,3.75,0.4,0.18296,-1.0585,-1.41E-04
33,3.75,0.4,0.17925,-0.98329,-1.56E-04
31.5,3.75,0.4,0.17515,-0.90967,-1.72E-04
30,3.75,0.4,0.17065,-0.83777,-1.88E-04
28.5,3.75,0.4,0.16577,-0.76774,-2.03E-04
27,3.75,0.4,0.1605,-0.69974,-2.19E-04
25.5,3.75,0.4,0.15483,-0.63394,-2.34E-04
24,3.75,0.4,0.14878,-0.57047,-2.50E-04
22.5,3.75,0.4,0.14233,-0.50951,-2.66E-04
21,3.75,0.4,0.1355,-0.4512,-2.81E-04
19.5,3.75,0.4,0.12827,-0.3957,-2.96E-04
18,3.75,0.4,0.12065,-0.34317,-3.12E-04
16.5,3.75,0.4,0.11265,-0.29377,-3.27E-04
15,3.75,0.4,0.10425,-0.24765,-3.41E-04
13.5,3.75,0.4,9.55E-02,-0.20497,-3.55E-04
12,3.75,0.4,8.63E-02,-0.16588,-3.68E-04
10.5,3.75,0.4,7.67E-02,-0.13054,-3.78E-04
9,3.75,0.4,6.67E-02,-9.91E-02,-3.84E-04
7.5,3.75,0.4,5.64E-02,-7.17E-02,-3.84E-04
6,3.75,0.4,4.56E-02,-4.86E-02,-3.73E-04
4.5,3.75,0.4,3.44E-02,-2.97E-02,-3.44E-04
3,3.75,0.4,2.28E-02,-1.52E-02,-2.89E-04
1.5,3.75,0.4,1.10E-02,-5.03E-03,-1.92E-04
46.5,4.5,0.4,0.23872,-1.6979,-8.72E-06
45,4.5,0.4,0.23808,-1.6156,-3.77E-05
43.5,4.5,0.4,0.23692,-1.5338,-5.76E-05
42,4.5,0.4,0.23528,-1.4526,-7.61E-05
40.5,4.5,0.4,0.23317,-1.372,-9.44E-05
39,4.5,0.4,0.23059,-1.2922,-1.13E-04
37.5,4.5,0.4,0.22754,-1.2134,-1.32E-04
36,4.5,0.4,0.22403,-1.1356,-1.50E-04
34.5,4.5,0.4,0.22004,-1.0591,-1.69E-04
33,4.5,0.4,0.21559,-0.98394,-1.88E-04
31.5,4.5,0.4,0.21067,-0.91038,-2.06E-04
30,4.5,0.4,0.20528,-0.83854,-2.25E-04
28.5,4.5,0.4,0.19942,-0.76858,-2.44E-04
27,4.5,0.4,0.19309,-0.70065,-2.63E-04
25.5,4.5,0.4,0.18629,-0.6349,-2.81E-04
24,4.5,0.4,0.17903,-0.5715,-3.00E-04
22.5,4.5,0.4,0.17129,-0.5106,-3.19E-04
21,4.5,0.4,0.16309,-0.45236,-3.37E-04
19.5,4.5,0.4,0.15442,-0.39693,-3.56E-04
18,4.5,0.4,0.14528,-0.34446,-3.74E-04
16.5,4.5,0.4,0.13567,-0.29512,-3.92E-04
15,4.5,0.4,0.12559,-0.24907,-4.09E-04
13.5,4.5,0.4,0.11504,-0.20645,-4.26E-04
12,4.5,0.4,0.10403,-0.16742,-4.40E-04
10.5,4.5,0.4,9.25E-02,-0.13215,-4.52E-04
9,4.5,0.4,8.06E-02,-0.10079,-4.59E-04
7.5,4.5,0.4,6.82E-02,-7.35E-02,-4.57E-04
6,4.5,0.4,5.53E-02,-5.04E-02,-4.41E-04
4.5,4.5,0.4,4.19E-02,-3.16E-02,-4.00E-04
3,4.5,0.4,2.80E-02,-1.71E-02,-3.23E-04
1.5,4.5,0.4,1.37E-02,-6.50E-03,-1.97E-04
46.5,5.25,0.4,0.27959,-1.698,-2.84E-05
45,5.25,0.4,0.27863,-1.6157,-4.87E-05
43.5,5.25,0.4,0.27716,-1.534,-6.89E-05
42,5.25,0.4,0.2752,-1.4529,-8.89E-05
40.5,5.25,0.4,0.27272,-1.3724,-1.10E-04
39,5.25,0.4,0.26971,-1.2927,-1.32E-04
37.5,5.25,0.4,0.26615,-1.2139,-1.53E-04
36,5.25,0.4,0.26205,-1.1362,-1.75E-04
34.5,5.25,0.4,0.2574,-1.0597,-1.97E-04
33,5.25,0.4,0.2522,-0.9847,-2.19E-04
31.5,5.25,0.4,0.24646,-0.91122,-2.41E-04
30,5.25,0.4,0.24017,-0.83946,-2.63E-04
28.5,5.25,0.4,0.23334,-0.76957,-2.84E-04
27,5.25,0.4,0.22595,-0.70171,-3.06E-04
25.5,5.25,0.4,0.21802,-0.63604,-3.28E-04
24,5.25,0.4,0.20955,-0.57272,-3.50E-04
22.5,5.25,0.4,0.20052,-0.5119,-3.72E-04
21,5.25,0.4,0.19095,-0.45373,-3.93E-04
19.5,5.25,0.4,0.18084,-0.39837,-4.15E-04
18,5.25,0.4,0.17017,-0.34599,-4.37E-04
16.5,5.25,0.4,0.15896,-0.29672,-4.58E-04
15,5.25,0.4,0.1472,-0.25074,-4.78E-04
13.5,5.25,0.4,0.1349,-0.2082,-4.98E-04
12,5.25,0.4,0.12205,-0.16925,-5.16E-04
10.5,5.25,0.4,0.10865,-0.13406,-5.30E-04
9,5.25,0.4,9.47E-02,-0.10277,-5.40E-04
7.5,5.25,0.4,8.02E-02,-7.56E-02,-5.40E-04
6,5.25,0.4,6.52E-02,-5.25E-02,-5.24E-04
4.5,5.25,0.4,4.97E-02,-3.38E-02,-4.80E-04
3,5.25,0.4,3.37E-02,-1.94E-02,-3.90E-04
1.5,5.25,0.4,1.72E-02,-8.79E-03,-2.40E-04
48,5.25,0.4,0.27999,-1.7818,5.03E-05
48,4.5,0.4,0.23901,-1.7811,5.36E-05
48,3.75,0.4,0.19855,-1.7805,4.87E-05
48,3,0.4,0.15845,-1.7799,4.21E-05
48,2.25,0.4,0.11862,-1.7794,3.32E-05
48,1.5,0.4,7.90E-02,-1.7791,2.29E-05
48,0.75,0.4,3.95E-02,-1.7789,1.16E-05
48,0,0.4,1.73E-09,-1.7788,-2.79E-07
48,-0.75,0.4,-3.95E-02,-1.7789,-1.21E-05
48,-1.5,0.4,-7.90E-02,-1.7791,-2.35E-05
48,-2.25,0.4,-0.11862,-1.7794,-3.38E-05
48,-3,0.4,-0.15845,-1.7799,-4.26E-05
48,-3.75,0.4,-0.19855,-1.7805,-4.92E-05
48,-4.5,0.4,-0.23901,-1.7811,-5.42E-05
48,-5.25,0.4,-0.27999,-1.7818,-5.08E-05
1.5,5.25,0,1.72E-02,-8.79E-03,2.40E-04
1.5,4.5,0,1.37E-02,-6.50E-03,1.97E-04
1.5,3.75,0,1.10E-02,-5.03E-03,1.92E-04
1.5,3,0,8.61E-03,-4.02E-03,1.56E-04
1.5,2.25,0,6.37E-03,-3.32E-03,1.20E-04
1.5,1.5,0,4.21E-03,-2.87E-03,8.07E-05
1.5,0.75,0,2.09E-03,-2.61E-03,4.06E-05
3,5.25,0,3.37E-02,-1.94E-02,3.90E-04
3,4.5,0,2.80E-02,-1.71E-02,3.23E-04
3,3.75,0,2.28E-02,-1.52E-02,2.89E-04
3,3,0,1.79E-02,-1.38E-02,2.35E-04
3,2.25,0,1.32E-02,-1.27E-02,1.80E-04
3,1.5,0,8.75E-03,-1.19E-02,1.21E-04
3,0.75,0,4.35E-03,-1.15E-02,6.08E-05
4.5,5.25,0,4.97E-02,-3.38E-02,4.80E-04
4.5,4.5,0,4.19E-02,-3.16E-02,4.00E-04
4.5,3.75,0,3.44E-02,-2.97E-02,3.44E-04
4.5,3,0,2.72E-02,-2.82E-02,2.78E-04
4.5,2.25,0,2.02E-02,-2.70E-02,2.11E-04
