X Location (m),Y Location (m),Z Location (m),X Deformation (m),Y Deformation (m),Z Deformation (m)
16.5,1.5,1.15,7.76E-03,-5.04E-02,-1.16E-11
15,1.5,1.15,7.17E-03,-4.23E-02,-9.76E-12
13.5,1.5,1.15,6.56E-03,-3.49E-02,-8.03E-12
12,1.5,1.15,5.92E-03,-2.81E-02,-6.45E-12
10.5,1.5,1.15,5.25E-03,-2.20E-02,-5.03E-12
9,1.5,1.15,4.56E-03,-1.65E-02,-3.76E-12
7.5,1.5,1.15,3.84E-03,-1.18E-02,-2.66E-12
6,1.5,1.15,3.08E-03,-7.75E-03,-1.74E-12
4.5,1.5,1.15,2.30E-03,-4.49E-03,-1.01E-12
3,1.5,1.15,1.49E-03,-2.04E-03,-4.62E-13
1.5,1.5,1.15,7.06E-04,-4.89E-04,-1.23E-13
46.5,0,1.15,-4.21E-14,-0.29432,-6.41E-11
45,0,1.15,-3.94E-14,-0.28009,-6.13E-11
43.5,0,1.15,-4.09E-14,-0.26587,-5.84E-11
42,0,1.15,-4.17E-14,-0.25173,-5.55E-11
40.5,0,1.15,-4.47E-14,-0.2377,-5.27E-11
39,0,1.15,-4.74E-14,-0.22381,-4.98E-11
37.5,0,1.15,-4.64E-14,-0.21009,-4.70E-11
36,0,1.15,-4.54E-14,-0.19655,-4.41E-11
34.5,0,1.15,-4.25E-14,-0.18323,-4.13E-11
33,0,1.15,-3.98E-14,-0.17016,-3.85E-11
31.5,0,1.15,-3.77E-14,-0.15736,-3.57E-11
30,0,1.15,-3.50E-14,-0.14486,-3.30E-11
28.5,0,1.15,-3.47E-14,-0.13268,-3.03E-11
27,0,1.15,-3.30E-14,-0.12086,-2.77E-11
25.5,0,1.15,-3.13E-14,-0.10941,-2.51E-11
24,0,1.15,-2.87E-14,-9.84E-02,-2.26E-11
22.5,0,1.15,-2.68E-14,-8.78E-02,-2.03E-11
21,0,1.15,-2.45E-14,-7.76E-02,-1.79E-11
19.5,0,1.15,-2.30E-14,-6.80E-02,-1.57E-11
18,0,1.15,-2.12E-14,-5.89E-02,-1.36E-11
16.5,0,1.15,-1.93E-14,-5.03E-02,-1.17E-11
15,0,1.15,-1.73E-14,-4.23E-02,-9.80E-12
13.5,0,1.15,-1.55E-14,-3.48E-02,-8.07E-12
12,0,1.15,-1.37E-14,-2.80E-02,-6.49E-12
10.5,0,1.15,-1.20E-14,-2.19E-02,-5.06E-12
9,0,1.15,-1.02E-14,-1.64E-02,-3.79E-12
7.5,0,1.15,-8.43E-15,-1.17E-02,-2.69E-12
6,0,1.15,-6.64E-15,-7.63E-03,-1.76E-12
4.5,0,1.15,-4.88E-15,-4.37E-03,-1.02E-12
3,0,1.15,-3.14E-15,-1.94E-03,-4.72E-13
1.5,0,1.15,-1.49E-15,-4.29E-04,-1.26E-13
46.5,-1.5,1.15,-1.37E-02,-0.29434,-6.42E-11
45,-1.5,1.15,-1.37E-02,-0.2801,-6.14E-11
43.5,-1.5,1.15,-1.36E-02,-0.26588,-5.85E-11
42,-1.5,1.15,-1.35E-02,-0.25175,-5.56E-11
40.5,-1.5,1.15,-1.34E-02,-0.23772,-5.28E-11
39,-1.5,1.15,-1.33E-02,-0.22384,-4.99E-11
37.5,-1.5,1.15,-1.31E-02,-0.21011,-4.70E-11
36,-1.5,1.15,-1.29E-02,-0.19658,-4.42E-11
34.5,-1.5,1.15,-1.26E-02,-0.18327,-4.13E-11
33,-1.5,1.15,-1.24E-02,-0.1702,-3.85E-11
31.5,-1.5,1.15,-1.21E-02,-0.1574,-3.58E-11
30,-1.5,1.15,-1.18E-02,-0.1449,-3.30E-11
28.5,-1.5,1.15,-1.15E-02,-0.13273,-3.03E-11
27,-1.5,1.15,-1.11E-02,-0.12091,-2.77E-11
25.5,-1.5,1.15,-1.07E-02,-0.10947,-2.52E-11
24,-1.5,1.15,-1.03E-02,-9.84E-02,-2.27E-11
22.5,-1.5,1.15,-9.82E-03,-8.78E-02,-2.03E-11
21,-1.5,1.15,-9.35E-03,-7.77E-02,-1.80E-11
19.5,-1.5,1.15,-8.84E-03,-6.81E-02,-1.58E-11
18,-1.5,1.15,-8.31E-03,-5.89E-02,-1.37E-11
16.5,-1.5,1.15,-7.76E-03,-5.04E-02,-1.17E-11
15,-1.5,1.15,-7.17E-03,-4.23E-02,-9.80E-12
13.5,-1.5,1.15,-6.56E-03,-3.49E-02,-8.07E-12
12,-1.5,1.15,-5.92E-03,-2.81E-02,-6.49E-12
10.5,-1.5,1.15,-5.25E-03,-2.20E-02,-5.05E-12
9,-1.5,1.15,-4.56E-03,-1.65E-02,-3.78E-12
7.5,-1.5,1.15,-3.84E-03,-1.18E-02,-2.68E-12
6,-1.5,1.15,-3.08E-03,-7.75E-03,-1.75E-12
4.5,-1.5,1.15,-2.30E-03,-4.49E-03,-1.01E-12
3,-1.5,1.15,-1.49E-03,-2.04E-03,-4.67E-13
1.5,-1.5,1.15,-7.06E-04,-4.89E-04,-1.25E-13
46.5,-3,1.15,-2.75E-02,-0.29439,-6.43E-11
45,-3,1.15,-2.74E-02,-0.28012,-6.15E-11
43.5,-3,1.15,-2.73E-02,-0.26591,-5.86E-11
42,-3,1.15,-2.71E-02,-0.25179,-5.57E-11
40.5,-3,1.15,-2.69E-02,-0.23778,-5.29E-11
39,-3,1.15,-2.66E-02,-0.22391,-5.00E-11
37.5,-3,1.15,-2.62E-02,-0.2102,-4.71E-11
36,-3,1.15,-2.58E-02,-0.19668,-4.42E-11
34.5,-3,1.15,-2.54E-02,-0.18338,-4.14E-11
33,-3,1.15,-2.48E-02,-0.17032,-3.86E-11
31.5,-3,1.15,-2.43E-02,-0.15754,-3.58E-11
30,-3,1.15,-2.36E-02,-0.14505,-3.30E-11
28.5,-3,1.15,-2.30E-02,-0.13289,-3.04E-11
27,-3,1.15,-2.22E-02,-0.12108,-2.77E-11
25.5,-3,1.15,-2.14E-02,-0.10966,-2.52E-11
24,-3,1.15,-2.06E-02,-9.86E-02,-2.27E-11
22.5,-3,1.15,-1.97E-02,-8.81E-02,-2.03E-11
21,-3,1.15,-1.88E-02,-7.79E-02,-1.80E-11
19.5,-3,1.15,-1.77E-02,-6.83E-02,-1.57E-11
18,-3,1.15,-1.67E-02,-5.92E-02,-1.36E-11
16.5,-3,1.15,-1.56E-02,-5.06E-02,-1.16E-11
15,-3,1.15,-1.44E-02,-4.26E-02,-9.76E-12
13.5,-3,1.15,-1.32E-02,-3.52E-02,-8.03E-12
12,-3,1.15,-1.19E-02,-2.84E-02,-6.44E-12
10.5,-3,1.15,-1.06E-02,-2.23E-02,-5.01E-12
9,-3,1.15,-9.18E-03,-1.68E-02,-3.73E-12
7.5,-3,1.15,-7.74E-03,-1.21E-02,-2.63E-12
6,-3,1.15,-6.24E-03,-8.10E-03,-1.71E-12
4.5,-3,1.15,-4.68E-03,-4.84E-03,-9.79E-13
3,-3,1.15,-3.06E-03,-2.36E-03,-4.44E-13
1.5,-3,1.15,-1.45E-03,-6.81E-04,-1.16E-13
46.5,-4.5,1.15,-4.14E-02,-0.29444,-6.44E-11
45,-4.5,1.15,-4.13E-02,-0.28015,-6.16E-11
43.5,-4.5,1.15,-4.11E-02,-0.26596,-5.87E-11
42,-4.5,1.15,-4.08E-02,-0.25186,-5.58E-11
40.5,-4.5,1.15,-4.05E-02,-0.23788,-5.29E-11
39,-4.5,1.15,-4.00E-02,-0.22403,-5.01E-11
37.5,-4.5,1.15,-3.95E-02,-0.21034,-4.72E-11
36,-4.5,1.15,-3.89E-02,-0.19684,-4.43E-11
34.5,-4.5,1.15,-3.82E-02,-0.18356,-4.14E-11
33,-4.5,1.15,-3.74E-02,-0.17053,-3.86E-11
31.5,-4.5,1.15,-3.66E-02,-0.15776,-3.58E-11
30,-4.5,1.15,-3.56E-02,-0.1453,-3.31E-11
28.5,-4.5,1.15,-3.46E-02,-0.13316,-3.04E-11
27,-4.5,1.15,-3.35E-02,-0.12137,-2.77E-11
25.5,-4.5,1.15,-3.23E-02,-0.10996,-2.51E-11
24,-4.5,1.15,-3.11E-02,-9.90E-02,-2.26E-11
22.5,-4.5,1.15,-2.97E-02,-8.84E-02,-2.02E-11
21,-4.5,1.15,-2.83E-02,-7.83E-02,-1.79E-11
19.5,-4.5,1.15,-2.68E-02,-6.87E-02,-1.57E-11
18,-4.5,1.15,-2.52E-02,-5.96E-02,-1.36E-11
16.5,-4.5,1.15,-2.35E-02,-5.10E-02,-1.16E-11
15,-4.5,1.15,-2.18E-02,-4.31E-02,-9.69E-12
13.5,-4.5,1.15,-1.99E-02,-3.57E-02,-7.95E-12
12,-4.5,1.15,-1.80E-02,-2.89E-02,-6.35E-12
10.5,-4.5,1.15,-1.60E-02,-2.28E-02,-4.91E-12
9,-4.5,1.15,-1.39E-02,-1.74E-02,-3.64E-12
7.5,-4.5,1.15,-1.18E-02,-1.27E-02,-2.54E-12
6,-4.5,1.15,-9.53E-03,-8.67E-03,-1.62E-12
4.5,-4.5,1.15,-7.21E-03,-5.43E-03,-9.05E-13
3,-4.5,1.15,-4.78E-03,-2.93E-03,-3.91E-13
1.5,-4.5,1.15,-2.35E-03,-1.15E-03,-9.01E-14
48,-4.5,1.15,-4.15E-02,-0.30889,-6.73E-11
48,-3,1.15,-2.75E-02,-0.30868,-6.72E-11
48,-1.5,1.15,-1.37E-02,-0.30853,-6.71E-11
48,0,1.15,-4.30E-14,-0.30848,-6.70E-11
48,1.5,1.15,1.37E-02,-0.30853,-6.69E-11
48,3,1.15,2.75E-02,-0.30868,-6.68E-11
48,4.5,1.15,4.15E-02,-0.30889,-6.67E-11
0,4.5,1.15,0,0,0
0,3,1.15,0,0,0
0,1.5,1.15,0,0,0
0,0,1.15,0,0,0
0,-1.5,1.15,0,0,0
0,-3,1.15,0,0,0
0,-4.5,1.15,0,0,0
0,4.5,0,0,0,0
0,3,0,0,0,0
0,1.5,0,0,0,0
0,4.5,2.3,0,0,0
0,3,2.3,0,0,0
0,1.5,2.3,0,0,0
0,0,2.3,0,0,0
0,-1.5,2.3,0,0,0
0,-3,2.3,0,0,0
0,-4.5,2.3,0,0,0
0,-6,1.15,0,0,0
0,-6,2.3,0,0,0
0,6,0,0,0,0
0,6,1.15,0,0,0
0,6,2.3,0,0,0
0,0,0,0,0,0
0,-1.5,0,0,0,0
0,-3,0,0,0,0
0,-4.5,0,0,0,0
0,-6,0,0,0,0
46.5,-1.5,0,-1.37E-02,-0.29434,5.38E-06
45,-1.5,0,-1.37E-02,-0.28009,-7.62E-06
43.5,-1.5,0,-1.36E-02,-0.26587,-1.70E-05
42,-1.5,0,-1.35E-02,-0.25174,-2.45E-05
40.5,-1.5,0,-1.34E-02,-0.23771,-3.12E-05
39,-1.5,0,-1.33E-02,-0.22382,-3.75E-05
37.5,-1.5,0,-1.31E-02,-0.2101,-4.38E-05
36,-1.5,0,-1.29E-02,-0.19656,-5.00E-05
34.5,-1.5,0,-1.26E-02,-0.18325,-5.63E-05
33,-1.5,0,-1.24E-02,-0.17018,-6.25E-05
31.5,-1.5,0,-1.21E-02,-0.15738,-6.88E-05
30,-1.5,0,-1.18E-02,-0.14488,-7.50E-05
28.5,-1.5,0,-1.14E-02,-0.1327,-8.13E-05
27,-1.5,0,-1.11E-02,-0.12088,-8.75E-05
25.5,-1.5,0,-1.07E-02,-0.10944,-9.38E-05
24,-1.5,0,-1.03E-02,-9.84E-02,-1.00E-04
22.5,-1.5,0,-9.82E-03,-8.78E-02,-1.06E-04
21,-1.5,0,-9.34E-03,-7.77E-02,-1.13E-04
19.5,-1.5,0,-8.84E-03,-6.80E-02,-1.19E-04
18,-1.5,0,-8.31E-03,-5.89E-02,-1.25E-04
16.5,-1.5,0,-7.75E-03,-5.03E-02,-1.31E-04
15,-1.5,0,-7.17E-03,-4.23E-02,-1.37E-04
13.5,-1.5,0,-6.56E-03,-3.49E-02,-1.44E-04
12,-1.5,0,-5.92E-03,-2.81E-02,-1.50E-04
10.5,-1.5,0,-5.25E-03,-2.19E-02,-1.56E-04
9,-1.5,0,-4.56E-03,-1.65E-02,-1.63E-04
7.5,-1.5,0,-3.83E-03,-1.17E-02,-1.69E-04
6,-1.5,0,-3.08E-03,-7.68E-03,-1.77E-04
4.5,-1.5,0,-2.29E-03,-4.42E-03,-1.85E-04
3,-1.5,0,-1.49E-03,-1.97E-03,-1.98E-04
1.5,-1.5,0,-7.09E-04,-4.17E-04,-2.04E-04
46.5,-3,0,-2.75E-02,-0.29439,5.42E-06
45,-3,0,-2.74E-02,-0.28011,-1.89E-05
43.5,-3,0,-2.73E-02,-0.2659,-3.59E-05
42,-3,0,-2.71E-02,-0.25178,-4.97E-05
40.5,-3,0,-2.69E-02,-0.23777,-6.26E-05
39,-3,0,-2.66E-02,-0.22389,-7.51E-05
37.5,-3,0,-2.62E-02,-0.21018,-8.76E-05
36,-3,0,-2.58E-02,-0.19666,-1.00E-04
34.5,-3,0,-2.54E-02,-0.18336,-1.13E-04
33,-3,0,-2.48E-02,-0.1703,-1.25E-04
31.5,-3,0,-2.43E-02,-0.15751,-1.38E-04
30,-3,0,-2.36E-02,-0.14502,-1.50E-04
28.5,-3,0,-2.30E-02,-0.13286,-1.63E-04
27,-3,0,-2.22E-02,-0.12105,-1.75E-04
25.5,-3,0,-2.14E-02,-0.10962,-1.88E-04
24,-3,0,-2.06E-02,-9.86E-02,-2.00E-04
22.5,-3,0,-1.97E-02,-8.80E-02,-2.13E-04
21,-3,0,-1.87E-02,-7.79E-02,-2.25E-04
19.5,-3,0,-1.77E-02,-6.83E-02,-2.38E-04
18,-3,0,-1.67E-02,-5.91E-02,-2.50E-04
16.5,-3,0,-1.56E-02,-5.06E-02,-2.63E-04
15,-3,0,-1.44E-02,-4.26E-02,-2.75E-04
13.5,-3,0,-1.32E-02,-3.51E-02,-2.87E-04
12,-3,0,-1.19E-02,-2.84E-02,-3.00E-04
10.5,-3,0,-1.06E-02,-2.22E-02,-3.12E-04
9,-3,0,-9.18E-03,-1.68E-02,-3.25E-04
7.5,-3,0,-7.74E-03,-1.20E-02,-3.38E-04
6,-3,0,-6.23E-03,-8.03E-03,-3.52E-04
4.5,-3,0,-4.67E-03,-4.77E-03,-3.68E-04
3,-3,0,-3.05E-03,-2.28E-03,-3.91E-04
1.5,-3,0,-1.45E-03,-6.10E-04,-4.04E-04
46.5,-4.5,0,-4.14E-02,-0.29443,-8.26E-06
45,-4.5,0,-4.13E-02,-0.28014,-3.72E-05
43.5,-4.5,0,-4.11E-02,-0.26595,-5.74E-05
42,-4.5,0,-4.08E-02,-0.25185,-7.58E-05
40.5,-4.5,0,-4.05E-02,-0.23787,-9.42E-05
39,-4.5,0,-4.00E-02,-0.22401,-1.13E-04
37.5,-4.5,0,-3.95E-02,-0.21032,-1.31E-04
36,-4.5,0,-3.89E-02,-0.19682,-1.50E-04
34.5,-4.5,0,-3.82E-02,-0.18354,-1.69E-04
33,-4.5,0,-3.74E-02,-0.1705,-1.88E-04
31.5,-4.5,0,-3.66E-02,-0.15774,-2.06E-04
30,-4.5,0,-3.56E-02,-0.14527,-2.25E-04
28.5,-4.5,0,-3.46E-02,-0.13313,-2.44E-04
27,-4.5,0,-3.35E-02,-0.12134,-2.63E-04
25.5,-4.5,0,-3.23E-02,-0.10993,-2.81E-04
24,-4.5,0,-3.11E-02,-9.89E-02,-3.00E-04
22.5,-4.5,0,-2.97E-02,-8.84E-02,-3.19E-04
21,-4.5,0,-2.83E-02,-7.83E-02,-3.38E-04
19.5,-4.5,0,-2.68E-02,-6.86E-02,-3.56E-04
18,-4.5,0,-2.52E-02,-5.95E-02,-3.75E-04
16.5,-4.5,0,-2.35E-02,-5.10E-02,-3.94E-04
15,-4.5,0,-2.18E-02,-4.30E-02,-4.12E-04
13.5,-4.5,0,-1.99E-02,-3.56E-02,-4.31E-04
12,-4.5,0,-1.80E-02,-2.89E-02,-4.50E-04
10.5,-4.5,0,-1.60E-02,-2.27E-02,-4.69E-04
9,-4.5,0,-1.39E-02,-1.73E-02,-4.87E-04
7.5,-4.5,0,-1.18E-02,-1.26E-02,-5.06E-04
6,-4.5,0,-9.53E-03,-8.61E-03,-5.24E-04
4.5,-4.5,0,-7.21E-03,-5.37E-03,-5.45E-04
3,-4.5,0,-4.77E-03,-2.87E-03,-5.73E-04
1.5,-4.5,0,-2.34E-03,-1.09E-03,-6.03E-04
48,-1.5,0,-1.37E-02,-0.30854,2.31E-05
48,-3,0,-2.75E-02,-0.30868,4.19E-05
48,-4.5,0,-4.15E-02,-0.30888,5.24E-05
48,0,0,-2.23E-12,-0.30849,-6.70E-11
46.5,0,0,-2.24E-12,-0.29433,-6.41E-11
45,0,0,-2.23E-12,-0.28009,-6.13E-11
43.5,0,0,-2.24E-12,-0.26587,-5.84E-11
42,0,0,-2.23E-12,-0.25172,-5.55E-11
40.5,0,0,-2.24E-12,-0.23769,-5.27E-11
39,0,0,-2.23E-12,-0.2238,-4.98E-11
37.5,0,0,-2.23E-12,-0.21007,-4.70E-11
36,0,0,-2.22E-12,-0.19653,-4.41E-11
34.5,0,0,-2.20E-12,-0.18321,-4.13E-11
33,0,0,-2.18E-12,-0.17014,-3.85E-11
31.5,0,0,-2.14E-12,-0.15733,-3.57E-11
30,0,0,-2.11E-12,-0.14483,-3.30E-11
28.5,0,0,-2.06E-12,-0.13265,-3.03E-11
27,0,0,-2.01E-12,-0.12082,-2.77E-11
25.5,0,0,-1.96E-12,-0.10938,-2.51E-11
24,0,0,-1.90E-12,-9.83E-02,-2.27E-11
22.5,0,0,-1.83E-12,-8.77E-02,-2.03E-11
21,0,0,-1.75E-12,-7.76E-02,-1.80E-11
19.5,0,0,-1.67E-12,-6.79E-02,-1.58E-11
18,0,0,-1.58E-12,-5.88E-02,-1.37E-11
16.5,0,0,-1.49E-12,-5.02E-02,-1.17E-11
15,0,0,-1.39E-12,-4.22E-02,-9.81E-12
13.5,0,0,-1.28E-12,-3.48E-02,-8.09E-12
12,0,0,-1.17E-12,-2.80E-02,-6.50E-12
10.5,0,0,-1.04E-12,-2.18E-02,-5.07E-12
9,0,0,-9.16E-13,-1.64E-02,-3.81E-12
7.5,0,0,-7.81E-13,-1.16E-02,-2.71E-12
6,0,0,-6.40E-13,-7.57E-03,-1.78E-12
4.5,0,0,-4.93E-13,-4.30E-03,-1.04E-12
3,0,0,-3.40E-13,-1.87E-03,-4.94E-13
1.5,0,0,-1.76E-13,-3.57E-04,-1.47E-13
1.5,-6,0,-3.59E-03,-1.81E-03,-7.18E-04
3,-6,0,-6.79E-03,-3.71E-03,-7.27E-04
4.5,-6,0,-9.94E-03,-6.19E-03,-7.15E-04
6,-6,0,-1.30E-02,-9.40E-03,-6.96E-04
7.5,-6,0,-1.60E-02,-1.34E-02,-6.73E-04
9,-6,0,-1.89E-02,-1.81E-02,-6.49E-04
10.5,-6,0,-2.16E-02,-2.35E-02,-6.25E-04
12,-6,0,-2.43E-02,-2.95E-02,-6.00E-04
13.5,-6,0,-2.69E-02,-3.63E-02,-5.75E-04
15,-6,0,-2.93E-02,-4.36E-02,-5.50E-04
16.5,-6,0,-3.16E-02,-5.16E-02,-5.25E-04
18,-6,0,-3.39E-02,-6.01E-02,-5.00E-04
19.5,-6,0,-3.60E-02,-6.92E-02,-4.75E-04
21,-6,0,-3.80E-02,-7.88E-02,-4.50E-04
22.5,-6,0,-3.99E-02,-8.88E-02,-4.25E-04
24,-6,0,-4.17E-02,-9.94E-02,-4.00E-04
25.5,-6,0,-4.34E-02,-0.11036,-3.75E-04
27,-6,0,-4.50E-02,-0.12174,-3.50E-04
28.5,-6,0,-4.64E-02,-0.1335,-3.25E-04
30,-6,0,-4.78E-02,-0.14561,-3.00E-04
31.5,-6,0,-4.90E-02,-0.15805,-2.75E-04
33,-6,0,-5.02E-02,-0.17079,-2.50E-04
34.5,-6,0,-5.12E-02,-0.1838,-2.25E-04
36,-6,0,-5.21E-02,-0.19705,-2.00E-04
37.5,-6,0,-5.29E-02,-0.21052,-1.75E-04
39,-6,0,-5.36E-02,-0.22419,-1.50E-04
40.5,-6,0,-5.42E-02,-0.23801,-1.26E-04
42,-6,0,-5.47E-02,-0.25197,-1.02E-04
43.5,-6,0,-5.51E-02,-0.26604,-8.03E-05
45,-6,0,-5.54E-02,-0.2802,-6.27E-05
46.5,-6,0,-5.57E-02,-0.29448,-5.33E-05
48,-6,0,-5.59E-02,-0.30908,1.83E-06
46.5,6,1.15,5.57E-02,-0.2945,-6.37E-11
45,6,1.15,5.55E-02,-0.28021,-6.09E-11
43.5,6,1.15,5.51E-02,-0.26605,-5.80E-11
42,6,1.15,5.48E-02,-0.25198,-5.52E-11
40.5,6,1.15,5.43E-02,-0.23802,-5.23E-11
39,6,1.15,5.37E-02,-0.2242,-4.95E-11
37.5,6,1.15,5.30E-02,-0.21054,-4.67E-11
36,6,1.15,5.21E-02,-0.19707,-4.38E-11
34.5,6,1.15,5.12E-02,-0.18382,-4.10E-11
33,6,1.15,5.02E-02,-0.17081,-3.82E-11
31.5,6,1.15,4.90E-02,-0.15808,-3.54E-11
30,6,1.15,4.78E-02,-0.14564,-3.27E-11
28.5,6,1.15,4.64E-02,-0.13353,-3.00E-11
27,6,1.15,4.50E-02,-0.12177,-2.74E-11
25.5,6,1.15,4.34E-02,-0.11039,-2.48E-11
24,6,1.15,4.17E-02,-9.94E-02,-2.23E-11
22.5,6,1.15,3.99E-02,-8.89E-02,-1.99E-11
21,6,1.15,3.80E-02,-7.88E-02,-1.76E-11
19.5,6,1.15,3.60E-02,-6.92E-02,-1.54E-11
18,6,1.15,3.39E-02,-6.02E-02,-1.33E-11
16.5,6,1.15,3.16E-02,-5.16E-02,-1.13E-11
15,6,1.15,2.93E-02,-4.37E-02,-9.41E-12
13.5,6,1.15,2.69E-02,-3.63E-02,-7.68E-12
12,6,1.15,2.43E-02,-2.96E-02,-6.09E-12
10.5,6,1.15,2.16E-02,-2.35E-02,-4.66E-12
9,6,1.15,1.89E-02,-1.81E-02,-3.40E-12
7.5,6,1.15,1.60E-02,-1.34E-02,-2.32E-12
6,6,1.15,1.30E-02,-9.47E-03,-1.43E-12
4.5,6,1.15,9.95E-03,-6.26E-03,-7.42E-13
3,6,1.15,6.80E-03,-3.77E-03,-2.66E-13
1.5,6,1.15,3.61E-03,-1.92E-03,-1.77E-14
48,6,1.15,5.59E-02,-0.3091,-6.66E-11
48,6,0,5.59E-02,-0.30908,-1.83E-06
