X Location (m),Y Location (m),Z Location (m),X Deformation (m),Y Deformation (m),Z Deformation (m)
12,-1.5,0,-8.53E-02,-0.40584,-9.37E-04
10.5,-1.5,0,-7.57E-02,-0.31733,-9.77E-04
9,-1.5,0,-6.58E-02,-0.23857,-1.02E-03
7.5,-1.5,0,-5.54E-02,-0.16995,-1.06E-03
6,-1.5,0,-4.45E-02,-0.11186,-1.10E-03
4.5,-1.5,0,-3.32E-02,-6.48E-02,-1.14E-03
3,-1.5,0,-2.17E-02,-2.93E-02,-1.14E-03
1.5,-1.5,0,-1.04E-02,-6.81E-03,-9.77E-04
46.5,-3,0,-0.39523,-4.239,3.15E-05
45,-3,0,-0.39442,-4.0335,-1.18E-04
43.5,-3,0,-0.39277,-3.829,-2.25E-04
42,-3,0,-0.3902,-3.6258,-3.11E-04
40.5,-3,0,-0.38675,-3.4242,-3.91E-04
39,-3,0,-0.38248,-3.2246,-4.69E-04
37.5,-3,0,-0.37741,-3.0272,-5.47E-04
36,-3,0,-0.37156,-2.8327,-6.25E-04
34.5,-3,0,-0.36492,-2.6412,-7.03E-04
33,-3,0,-0.3575,-2.4533,-7.81E-04
31.5,-3,0,-0.34929,-2.2693,-8.59E-04
30,-3,0,-0.34031,-2.0895,-9.38E-04
28.5,-3,0,-0.33054,-1.9145,-1.02E-03
27,-3,0,-0.32,-1.7445,-1.09E-03
25.5,-3,0,-0.30867,-1.58,-1.17E-03
24,-3,0,-0.29656,-1.4214,-1.25E-03
22.5,-3,0,-0.28367,-1.269,-1.33E-03
21,-3,0,-0.27,-1.1232,-1.41E-03
19.5,-3,0,-0.25554,-0.98451,-1.48E-03
18,-3,0,-0.24031,-0.85322,-1.56E-03
16.5,-3,0,-0.22429,-0.72973,-1.64E-03
15,-3,0,-0.2075,-0.61445,-1.72E-03
13.5,-3,0,-0.18992,-0.50777,-1.80E-03
12,-3,0,-0.17156,-0.41007,-1.87E-03
10.5,-3,0,-0.15241,-0.32174,-1.95E-03
9,-3,0,-0.13246,-0.24318,-2.03E-03
7.5,-3,0,-0.1117,-0.17476,-2.11E-03
6,-3,0,-9.01E-02,-0.11686,-2.18E-03
4.5,-3,0,-6.76E-02,-6.98E-02,-2.25E-03
3,-3,0,-4.44E-02,-3.38E-02,-2.25E-03
1.5,-3,0,-2.13E-02,-9.56E-03,-1.88E-03
46.5,-4.5,0,-0.59625,-4.2397,-5.17E-05
45,-4.5,0,-0.59473,-4.034,-2.30E-04
43.5,-4.5,0,-0.59182,-3.8298,-3.59E-04
42,-4.5,0,-0.58772,-3.6269,-4.74E-04
40.5,-4.5,0,-0.58244,-3.4256,-5.89E-04
39,-4.5,0,-0.57599,-3.2263,-7.04E-04
37.5,-4.5,0,-0.56837,-3.0293,-8.21E-04
36,-4.5,0,-0.55958,-2.835,-9.38E-04
34.5,-4.5,0,-0.54962,-2.6439,-1.05E-03
33,-4.5,0,-0.53849,-2.4562,-1.17E-03
31.5,-4.5,0,-0.52619,-2.2725,-1.29E-03
30,-4.5,0,-0.51271,-2.093,-1.41E-03
28.5,-4.5,0,-0.49806,-1.9183,-1.52E-03
27,-4.5,0,-0.48224,-1.7486,-1.64E-03
25.5,-4.5,0,-0.46525,-1.5844,-1.76E-03
24,-4.5,0,-0.44708,-1.4261,-1.88E-03
22.5,-4.5,0,-0.42775,-1.274,-1.99E-03
21,-4.5,0,-0.40724,-1.1285,-2.11E-03
19.5,-4.5,0,-0.38556,-0.99008,-2.23E-03
18,-4.5,0,-0.36271,-0.85908,-2.34E-03
16.5,-4.5,0,-0.33869,-0.73589,-2.46E-03
15,-4.5,0,-0.31349,-0.6209,-2.58E-03
13.5,-4.5,0,-0.28712,-0.51451,-2.70E-03
12,-4.5,0,-0.25959,-0.4171,-2.81E-03
10.5,-4.5,0,-0.23088,-0.32908,-2.93E-03
9,-4.5,0,-0.201,-0.25082,-3.04E-03
7.5,-4.5,0,-0.16995,-0.18273,-3.16E-03
6,-4.5,0,-0.13771,-0.12514,-3.26E-03
4.5,-4.5,0,-0.10433,-7.83E-02,-3.35E-03
3,-4.5,0,-6.95E-02,-4.22E-02,-3.31E-03
1.5,-4.5,0,-3.43E-02,-1.63E-02,-2.92E-03
48,-1.5,0,-0.19726,-4.4426,1.49E-04
48,-3,0,-0.39581,-4.4446,2.73E-04
48,-4.5,0,-0.59708,-4.4476,3.36E-04
48,0,0,-6.36E-11,-4.4418,-3.44E-09
46.5,0,0,-6.37E-11,-4.2381,-3.25E-09
45,0,0,-6.36E-11,-4.0331,-3.06E-09
43.5,0,0,-6.30E-11,-3.8285,-2.87E-09
42,0,0,-6.23E-11,-3.625,-2.69E-09
40.5,0,0,-6.12E-11,-3.4231,-2.50E-09
39,0,0,-5.98E-11,-3.2232,-2.32E-09
37.5,0,0,-5.82E-11,-3.0256,-2.15E-09
36,0,0,-5.63E-11,-2.8308,-1.98E-09
34.5,0,0,-5.43E-11,-2.6391,-1.81E-09
33,0,0,-5.20E-11,-2.4509,-1.66E-09
31.5,0,0,-4.97E-11,-2.2667,-1.51E-09
30,0,0,-4.73E-11,-2.0867,-1.36E-09
28.5,0,0,-4.48E-11,-1.9114,-1.22E-09
27,0,0,-4.23E-11,-1.7412,-1.10E-09
25.5,0,0,-3.97E-11,-1.5765,-9.73E-10
24,0,0,-3.72E-11,-1.4176,-8.59E-10
22.5,0,0,-3.47E-11,-1.265,-7.53E-10
21,0,0,-3.22E-11,-1.119,-6.53E-10
19.5,0,0,-2.97E-11,-0.98006,-5.62E-10
18,0,0,-2.73E-11,-0.84853,-4.77E-10
16.5,0,0,-2.48E-11,-0.72481,-4.00E-10
15,0,0,-2.25E-11,-0.6093,-3.30E-10
13.5,0,0,-2.01E-11,-0.50237,-2.66E-10
12,0,0,-1.78E-11,-0.40443,-2.10E-10
10.5,0,0,-1.55E-11,-0.31586,-1.61E-10
9,0,0,-1.32E-11,-0.23703,-1.18E-10
7.5,0,0,-1.10E-11,-0.16834,-8.22E-11
6,0,0,-8.79E-12,-0.11019,-5.29E-11
4.5,0,0,-6.62E-12,-6.31E-02,-3.00E-11
3,0,0,-4.47E-12,-2.79E-02,-1.35E-11
1.5,0,0,-2.22E-12,-5.95E-03,-3.45E-12
1.5,-6,0,-5.28E-02,-2.71E-02,-2.65E-03
3,-6,0,-9.87E-02,-5.42E-02,-3.98E-03
4.5,-6,0,-0.14394,-9.01E-02,-4.32E-03
6,-6,0,-0.18807,-0.1366,-4.30E-03
7.5,-6,0,-0.23086,-0.19379,-4.20E-03
9,-6,0,-0.27221,-0.26148,-4.06E-03
10.5,-6,0,-0.31203,-0.33933,-3.90E-03
12,-6,0,-0.35031,-0.42694,-3.75E-03
13.5,-6,0,-0.38702,-0.52394,-3.59E-03
15,-6,0,-0.42218,-0.62992,-3.44E-03
16.5,-6,0,-0.45577,-0.7445,-3.28E-03
18,-6,0,-0.4878,-0.86728,-3.13E-03
19.5,-6,0,-0.51827,-0.99787,-2.97E-03
21,-6,0,-0.54718,-1.1359,-2.81E-03
22.5,-6,0,-0.57452,-1.2809,-2.66E-03
24,-6,0,-0.6003,-1.4326,-2.50E-03
25.5,-6,0,-0.62452,-1.5906,-2.34E-03
27,-6,0,-0.64718,-1.7544,-2.19E-03
28.5,-6,0,-0.66827,-1.9236,-2.03E-03
30,-6,0,-0.6878,-2.098,-1.88E-03
31.5,-6,0,-0.70577,-2.277,-1.72E-03
33,-6,0,-0.72218,-2.4603,-1.56E-03
34.5,-6,0,-0.73702,-2.6475,-1.41E-03
36,-6,0,-0.7503,-2.8383,-1.25E-03
37.5,-6,0,-0.76202,-3.0322,-1.09E-03
39,-6,0,-0.77218,-3.2288,-9.39E-04
40.5,-6,0,-0.7808,-3.4277,-7.85E-04
42,-6,0,-0.7879,-3.6286,-6.37E-04
43.5,-6,0,-0.79357,-3.8311,-5.04E-04
45,-6,0,-0.79798,-4.0349,-3.97E-04
46.5,-6,0,-0.80143,-4.2404,-3.35E-04
48,-6,0,-0.8043,-4.4506,3.21E-06
48,6,0,0.8043,-4.4506,-3.21E-06
46.5,6,0,0.80143,-4.2404,3.35E-04
45,6,0,0.79798,-4.0349,3.97E-04
43.5,6,0,0.79357,-3.8311,5.04E-04
42,6,0,0.7879,-3.6286,6.37E-04
40.5,6,0,0.7808,-3.4277,7.85E-04
39,6,0,0.77218,-3.2288,9.39E-04
37.5,6,0,0.76202,-3.0322,1.09E-03
36,6,0,0.7503,-2.8383,1.25E-03
34.5,6,0,0.73702,-2.6475,1.41E-03
33,6,0,0.72218,-2.4603,1.56E-03
31.5,6,0,0.70577,-2.277,1.72E-03
30,6,0,0.6878,-2.098,1.88E-03
28.5,6,0,0.66827,-1.9236,2.03E-03
27,6,0,0.64718,-1.7544,2.19E-03
25.5,6,0,0.62452,-1.5906,2.34E-03
24,6,0,0.6003,-1.4326,2.50E-03
22.5,6,0,0.57452,-1.2809,2.66E-03
21,6,0,0.54718,-1.1359,2.81E-03
19.5,6,0,0.51827,-0.99787,2.97E-03
18,6,0,0.4878,-0.86728,3.13E-03
16.5,6,0,0.45577,-0.7445,3.28E-03
15,6,0,0.42218,-0.62992,3.44E-03
13.5,6,0,0.38702,-0.52394,3.59E-03
12,6,0,0.35031,-0.42694,3.75E-03
10.5,6,0,0.31203,-0.33933,3.90E-03
9,6,0,0.27221,-0.26148,4.06E-03
7.5,6,0,0.23086,-0.19379,4.20E-03
6,6,0,0.18807,-0.1366,4.30E-03
4.5,6,0,0.14394,-9.01E-02,4.32E-03
3,6,0,9.87E-02,-5.42E-02,3.98E-03
1.5,6,0,5.28E-02,-2.71E-02,2.65E-03
48,6,1,0.8043,-4.4506,3.21E-06
46.5,6,1,0.80143,-4.2404,-3.35E-04
45,6,1,0.79798,-4.0349,-3.97E-04
43.5,6,1,0.79357,-3.8311,-5.04E-04
42,6,1,0.7879,-3.6286,-6.37E-04
40.5,6,1,0.7808,-3.4277,-7.85E-04
39,6,1,0.77218,-3.2288,-9.39E-04
37.5,6,1,0.76202,-3.0322,-1.09E-03
36,6,1,0.7503,-2.8383,-1.25E-03
34.5,6,1,0.73702,-2.6475,-1.41E-03
33,6,1,0.72218,-2.4603,-1.56E-03
31.5,6,1,0.70577,-2.277,-1.72E-03
30,6,1,0.6878,-2.098,-1.88E-03
28.5,6,1,0.66827,-1.9236,-2.03E-03
27,6,1,0.64718,-1.7544,-2.19E-03
25.5,6,1,0.62452,-1.5906,-2.34E-03
24,6,1,0.6003,-1.4326,-2.50E-03
22.5,6,1,0.57452,-1.2809,-2.66E-03
21,6,1,0.54718,-1.1359,-2.81E-03
19.5,6,1,0.51827,-0.99787,-2.97E-03
18,6,1,0.4878,-0.86728,-3.13E-03
16.5,6,1,0.45577,-0.7445,-3.28E-03
15,6,1,0.42218,-0.62992,-3.44E-03
13.5,6,1,0.38702,-0.52394,-3.59E-03
12,6,1,0.35031,-0.42694,-3.75E-03
10.5,6,1,0.31203,-0.33933,-3.90E-03
9,6,1,0.27221,-0.26148,-4.06E-03
7.5,6,1,0.23086,-0.19379,-4.20E-03
6,6,1,0.18807,-0.1366,-4.30E-03
4.5,6,1,0.14394,-9.01E-02,-4.32E-03
3,6,1,9.87E-02,-5.42E-02,-3.98E-03
1.5,6,1,5.28E-02,-2.71E-02,-2.65E-03
1.5,-6,1,-5.28E-02,-2.71E-02,2.65E-03
3,-6,1,-9.87E-02,-5.42E-02,3.98E-03
4.5,-6,1,-0.14394,-9.01E-02,4.32E-03
6,-6,1,-0.18807,-0.1366,4.30E-03
7.5,-6,1,-0.23086,-0.19379,4.20E-03
9,-6,1,-0.27221,-0.26148,4.06E-03
10.5,-6,1,-0.31203,-0.33933,3.90E-03
12,-6,1,-0.35031,-0.42694,3.75E-03
13.5,-6,1,-0.38702,-0.52394,3.59E-03
15,-6,1,-0.42218,-0.62992,3.44E-03
16.5,-6,1,-0.45577,-0.7445,3.28E-03
18,-6,1,-0.4878,-0.86728,3.13E-03
19.5,-6,1,-0.51827,-0.99787,2.97E-03
21,-6,1,-0.54718,-1.1359,2.81E-03
22.5,-6,1,-0.57452,-1.2809,2.66E-03
24,-6,1,-0.6003,-1.4326,2.50E-03
25.5,-6,1,-0.62452,-1.5906,2.34E-03
27,-6,1,-0.64718,-1.7544,2.19E-03
28.5,-6,1,-0.66827,-1.9236,2.03E-03
30,-6,1,-0.6878,-2.098,1.88E-03
31.5,-6,1,-0.70577,-2.277,1.72E-03
33,-6,1,-0.72218,-2.4603,1.56E-03
34.5,-6,1,-0.73702,-2.6475,1.41E-03
36,-6,1,-0.7503,-2.8383,1.25E-03
37.5,-6,1,-0.76202,-3.0322,1.09E-03
39,-6,1,-0.77218,-3.2288,9.39E-04
40.5,-6,1,-0.7808,-3.4277,7.85E-04
42,-6,1,-0.7879,-3.6286,6.37E-04
43.5,-6,1,-0.79357,-3.8311,5.04E-04
45,-6,1,-0.79798,-4.0349,3.97E-04
46.5,-6,1,-0.80143,-4.2404,3.35E-04
48,-6,1,-0.8043,-4.4506,-3.21E-06
46.5,-4.5,1,-0.59625,-4.2397,5.17E-05
45,-4.5,1,-0.59473,-4.034,2.30E-04
43.5,-4.5,1,-0.59182,-3.8298,3.59E-04
42,-4.5,1,-0.58772,-3.6269,4.74E-04
40.5,-4.5,1,-0.58244,-3.4256,5.89E-04
39,-4.5,1,-0.57599,-3.2263,7.04E-04
37.5,-4.5,1,-0.56837,-3.0293,8.21E-04
36,-4.5,1,-0.55958,-2.835,9.38E-04
34.5,-4.5,1,-0.54962,-2.6439,1.05E-03
33,-4.5,1,-0.53849,-2.4562,1.17E-03
31.5,-4.5,1,-0.52619,-2.2725,1.29E-03
30,-4.5,1,-0.51271,-2.093,1.41E-03
28.5,-4.5,1,-0.49806,-1.9183,1.52E-03
27,-4.5,1,-0.48224,-1.7486,1.64E-03
25.5,-4.5,1,-0.46525,-1.5844,1.76E-03
24,-4.5,1,-0.44708,-1.4261,1.88E-03
22.5,-4.5,1,-0.42775,-1.274,1.99E-03
21,-4.5,1,-0.40724,-1.1285,2.11E-03
19.5,-4.5,1,-0.38556,-0.99008,2.23E-03
18,-4.5,1,-0.36271,-0.85908,2.34E-03
16.5,-4.5,1,-0.33869,-0.73589,2.46E-03
15,-4.5,1,-0.31349,-0.6209,2.58E-03
13.5,-4.5,1,-0.28712,-0.51451,2.70E-03
12,-4.5,1,-0.25959,-0.4171,2.81E-03
10.5,-4.5,1,-0.23088,-0.32908,2.93E-03
9,-4.5,1,-0.201,-0.25082,3.04E-03
7.5,-4.5,1,-0.16995,-0.18273,3.16E-03
6,-4.5,1,-0.13771,-0.12514,3.26E-03
4.5,-4.5,1,-0.10433,-7.83E-02,3.35E-03
3,-4.5,1,-6.95E-02,-4.22E-02,3.31E-03
1.5,-4.5,1,-3.43E-02,-1.63E-02,2.92E-03
46.5,-3,1,-0.39523,-4.239,-3.15E-05
45,-3,1,-0.39442,-4.0335,1.18E-04
43.5,-3,1,-0.39277,-3.829,2.25E-04
42,-3,1,-0.3902,-3.6258,3.11E-04
40.5,-3,1,-0.38675,-3.4242,3.91E-04
39,-3,1,-0.38248,-3.2246,4.69E-04
37.5,-3,1,-0.37741,-3.0272,5.47E-04
36,-3,1,-0.37156,-2.8327,6.25E-04
34.5,-3,1,-0.36492,-2.6412,7.03E-04
33,-3,1,-0.3575,-2.4533,7.81E-04
31.5,-3,1,-0.34929,-2.2693,8.59E-04
30,-3,1,-0.34031,-2.0895,9.38E-04
28.5,-3,1,-0.33054,-1.9145,1.02E-03
27,-3,1,-0.32,-1.7445,1.09E-03
25.5,-3,1,-0.30867,-1.58,1.17E-03
24,-3,1,-0.29656,-1.4214,1.25E-03
22.5,-3,1,-0.28367,-1.269,1.33E-03
21,-3,1,-0.27,-1.1232,1.41E-03
19.5,-3,1,-0.25554,-0.98451,1.48E-03
18,-3,1,-0.24031,-0.85322,1.56E-03
16.5,-3,1,-0.22429,-0.72973,1.64E-03
15,-3,1,-0.2075,-0.61445,1.72E-03
13.5,-3,1,-0.18992,-0.50777,1.80E-03
12,-3,1,-0.17156,-0.41007,1.87E-03
10.5,-3,1,-0.15241,-0.32174,1.95E-03
9,-3,1,-0.13246,-0.24318,2.03E-03
7.5,-3,1,-0.1117,-0.17476,2.11E-03
6,-3,1,-9.01E-02,-0.11686,2.18E-03
4.5,-3,1,-6.76E-02,-6.98E-02,2.25E-03
3,-3,1,-4.44E-02,-3.38E-02,2.25E-03
1.5,-3,1,-2.13E-02,-9.56E-03,1.88E-03
46.5,-1.5,1,-0.19695,-4.2383,-3.34E-05
45,-1.5,1,-0.19657,-4.0332,4.75E-05
43.5,-1.5,1,-0.19582,-3.8287,1.07E-04
42,-1.5,1,-0.19459,-3.6252,1.53E-04
40.5,-1.5,1,-0.1929,-3.4234,1.95E-04
39,-1.5,1,-0.19078,-3.2235,2.34E-04
37.5,-1.5,1,-0.18826,-3.026,2.74E-04
36,-1.5,1,-0.18533,-2.8313,3.13E-04
34.5,-1.5,1,-0.18201,-2.6396,3.52E-04
33,-1.5,1,-0.1783,-2.4515,3.91E-04
31.5,-1.5,1,-0.1742,-2.2673,4.30E-04
30,-1.5,1,-0.16971,-2.0874,4.69E-04
28.5,-1.5,1,-0.16482,-1.9122,5.08E-04
27,-1.5,1,-0.15955,-1.742,5.47E-04
25.5,-1.5,1,-0.15388,-1.5774,5.86E-04
24,-1.5,1,-0.14783,-1.4186,6.25E-04
22.5,-1.5,1,-0.14138,-1.266,6.64E-04
21,-1.5,1,-0.13455,-1.1201,7.03E-04
19.5,-1.5,1,-0.12732,-0.98117,7.42E-04
18,-1.5,1,-0.11971,-0.8497,7.81E-04
16.5,-1.5,1,-0.1117,-0.72604,8.20E-04
15,-1.5,1,-0.1033,-0.61058,8.59E-04
13.5,-1.5,1,-9.45E-02,-0.50372,8.98E-04
12,-1.5,1,-8.53E-02,-0.40584,9.37E-04
10.5,-1.5,1,-7.57E-02,-0.31733,9.77E-04
9,-1.5,1,-6.58E-02,-0.23857,1.02E-03
7.5,-1.5,1,-5.54E-02,-0.16995,1.06E-03
6,-1.5,1,-4.45E-02,-0.11186,1.10E-03
4.5,-1.5,1,-3.32E-02,-6.48E-02,1.14E-03
3,-1.5,1,-2.17E-02,-2.93E-02,1.14E-03
1.5,-1.5,1,-1.04E-02,-6.81E-03,9.77E-04
46.5,0,1,6.21E-11,-4.2381,-3.25E-09
45,0,1,6.18E-11,-4.0331,-3.06E-09
43.5,0,1,6.13E-11,-3.8285,-2.87E-09
42,0,1,6.06E-11,-3.625,-2.69E-09
40.5,0,1,5.97E-11,-3.4231,-2.50E-09
39,0,1,5.84E-11,-3.2232,-2.32E-09
37.5,0,1,5.69E-11,-3.0256,-2.15E-09
36,0,1,5.52E-11,-2.8308,-1.98E-09
34.5,0,1,5.32E-11,-2.6391,-1.81E-09
33,0,1,5.10E-11,-2.4509,-1.66E-09
31.5,0,1,4.87E-11,-2.2667,-1.51E-09
30,0,1,4.64E-11,-2.0867,-1.36E-09
28.5,0,1,4.40E-11,-1.9114,-1.22E-09
27,0,1,4.15E-11,-1.7412,-1.10E-09
25.5,0,1,3.89E-11,-1.5765,-9.73E-10
24,0,1,3.64E-11,-1.4176,-8.59E-10
22.5,0,1,3.39E-11,-1.265,-7.53E-10
21,0,1,3.15E-11,-1.119,-6.53E-10
19.5,0,1,2.91E-11,-0.98006,-5.62E-10
18,0,1,2.67E-11,-0.84853,-4.77E-10
16.5,0,1,2.43E-11,-0.72481,-4.00E-10
15,0,1,2.20E-11,-0.6093,-3.30E-10
13.5,0,1,1.97E-11,-0.50237,-2.66E-10
12,0,1,1.74E-11,-0.40443,-2.10E-10
10.5,0,1,1.52E-11,-0.31586,-1.61E-10
9,0,1,1.29E-11,-0.23703,-1.18E-10
7.5,0,1,1.08E-11,-0.16834,-8.22E-11
6,0,1,8.61E-12,-0.11019,-5.29E-11
4.5,0,1,6.48E-12,-6.31E-02,-3.00E-11
3,0,1,4.39E-12,-2.79E-02,-1.35E-11
1.5,0,1,2.18E-12,-5.95E-03,-3.45E-12
46.5,1.5,1,0.19695,-4.2383,3.34E-05
45,1.5,1,0.19657,-4.0332,-4.75E-05
43.5,1.5,1,0.19582,-3.8287,-1.07E-04
42,1.5,1,0.19459,-3.6252,-1.53E-04
40.5,1.5,1,0.1929,-3.4234,-1.95E-04
39,1.5,1,0.19078,-3.2235,-2.34E-04
37.5,1.5,1,0.18826,-3.026,-2.74E-04
36,1.5,1,0.18533,-2.8313,-3.13E-04
34.5,1.5,1,0.18201,-2.6396,-3.52E-04
33,1.5,1,0.1783,-2.4515,-3.91E-04
31.5,1.5,1,0.1742,-2.2673,-4.30E-04
30,1.5,1,0.16971,-2.0874,-4.69E-04
28.5,1.5,1,0.16482,-1.9122,-5.08E-04
27,1.5,1,0.15955,-1.742,-5.47E-04
25.5,1.5,1,0.15388,-1.5774,-5.86E-04
24,1.5,1,0.14783,-1.4186,-6.25E-04
22.5,1.5,1,0.14138,-1.266,-6.64E-04
21,1.5,1,0.13455,-1.1201,-7.03E-04
19.5,1.5,1,0.12732,-0.98117,-7.42E-04
18,1.5,1,0.11971,-0.8497,-7.81E-04
16.5,1.5,1,0.1117,-0.72604,-8.20E-04
15,1.5,1,0.1033,-0.61058,-8.59E-04
13.5,1.5,1,9.45E-02,-0.50372,-8.98E-04
12,1.5,1,8.53E-02,-0.40584,-9.37E-04
10.5,1.5,1,7.57E-02,-0.31733,-9.77E-04
9,1.5,1,6.58E-02,-0.23857,-1.02E-03
7.5,1.5,1,5.54E-02,-0.16995,-1.06E-03
6,1.5,1,4.45E-02,-0.11186,-1.10E-03
4.5,1.5,1,3.32E-02,-6.48E-02,-1.14E-03
3,1.5,1,2.17E-02,-2.93E-02,-1.14E-03
1.5,1.5,1,1.04E-02,-6.81E-03,-9.77E-04
46.5,3,1,0.39523,-4.239,3.15E-05
45,3,1,0.39442,-4.0335,-1.18E-04
43.5,3,1,0.39277,-3.829,-2.25E-04
42,3,1,0.3902,-3.6258,-3.11E-04
40.5,3,1,0.38675,-3.4242,-3.91E-04
39,3,1,0.38248,-3.2246,-4.69E-04
37.5,3,1,0.37741,-3.0272,-5.47E-04
36,3,1,0.37156,-2.8327,-6.25E-04
34.5,3,1,0.36492,-2.6412,-7.03E-04
33,3,1,0.3575,-2.4533,-7.81E-04
31.5,3,1,0.34929,-2.2693,-8.59E-04
30,3,1,0.34031,-2.0895,-9.38E-04
28.5,3,1,0.33054,-1.9145,-1.02E-03
27,3,1,0.32,-1.7445,-1.09E-03
25.5,3,1,0.30867,-1.58,-1.17E-03
24,3,1,0.29656,-1.4214,-1.25E-03
22.5,3,1,0.28367,-1.269,-1.33E-03
21,3,1,0.27,-1.1232,-1.41E-03
19.5,3,1,0.25554,-0.98451,-1.48E-03
18,3,1,0.24031,-0.85322,-1.56E-03
16.5,3,1,0.22429,-0.72973,-1.64E-03
15,3,1,0.2075,-0.61445,-1.72E-03
13.5,3,1,0.18992,-0.50777,-1.80E-03
12,3,1,0.17156,-0.41007,-1.87E-03
10.5,3,1,0.15241,-0.32174,-1.95E-03
9,3,1,0.13246,-0.24318,-2.03E-03
7.5,3,1,0.1117,-0.17476,-2.11E-03
6,3,1,9.01E-02,-0.11686,-2.18E-03
4.5,3,1,6.76E-02,-6.98E-02,-2.25E-03
3,3,1,4.44E-02,-3.38E-02,-2.25E-03
1.5,3,1,2.13E-02,-9.56E-03,-1.88E-03
46.5,4.5,1,0.59625,-4.2397,-5.17E-05
45,4.5,1,0.59473,-4.034,-2.30E-04
43.5,4.5,1,0.59182,-3.8298,-3.59E-04
42,4.5,1,0.58772,-3.6269,-4.74E-04
40.5,4.5,1,0.58244,-3.4256,-5.89E-04
39,4.5,1,0.57599,-3.2263,-7.04E-04
37.5,4.5,1,0.56837,-3.0293,-8.21E-04
36,4.5,1,0.55958,-2.835,-9.38E-04
34.5,4.5,1,0.54962,-2.6439,-1.05E-03
33,4.5,1,0.53849,-2.4562,-1.17E-03
31.5,4.5,1,0.52619,-2.2725,-1.29E-03
30,4.5,1,0.51271,-2.093,-1.41E-03
28.5,4.5,1,0.49806,-1.9183,-1.52E-03
27,4.5,1,0.48224,-1.7486,-1.64E-03
25.5,4.5,1,0.46525,-1.5844,-1.76E-03
24,4.5,1,0.44708,-1.4261,-1.88E-03
22.5,4.5,1,0.42775,-1.274,-1.99E-03
21,4.5,1,0.40724,-1.1285,-2.11E-03
19.5,4.5,1,0.38556,-0.99008,-2.23E-03
18,4.5,1,0.36271,-0.85908,-2.34E-03
16.5,4.5,1,0.33869,-0.73589,-2.46E-03
15,4.5,1,0.31349,-0.6209,-2.58E-03
13.5,4.5,1,0.28712,-0.51451,-2.70E-03
12,4.5,1,0.25959,-0.4171,-2.81E-03
10.5,4.5,1,0.23088,-0.32908,-2.93E-03
9,4.5,1,0.201,-0.25082,-3.04E-03
7.5,4.5,1,0.16995,-0.18273,-3.16E-03
6,4.5,1,0.13771,-0.12514,-3.26E-03
4.5,4.5,1,0.10433,-7.83E-02,-3.35E-03
3,4.5,1,6.95E-02,-4.22E-02,-3.31E-03
1.5,4.5,1,3.43E-02,-1.63E-02,-2.92E-03
48,4.5,1,0.59708,-4.4476,3.36E-04
48,3,1,0.39581,-4.4446,2.73E-04
48,1.5,1,0.19726,-4.4426,1.49E-04
48,0,1,6.21E-11,-4.4418,-3.44E-09
48,-1.5,1,-0.19726,-4.4426,-1.49E-04
48,-3,1,-0.39581,-4.4446,-2.73E-04
48,-4.5,1,-0.59708,-4.4476,-3.36E-04
1.5,4.5,0,3.43E-02,-1.63E-02,2.92E-03
1.5,3,0,2.13E-02,-9.56E-03,1.88E-03
1.5,1.5,0,1.04E-02,-6.81E-03,9.77E-04
3,4.5,0,6.95E-02,-4.22E-02,3.31E-03
3,3,0,4.44E-02,-3.38E-02,2.25E-03
