X Location (m),Y Location (m),Z Location (m),X Deformation (m),Y Deformation (m),Z Deformation (m)
13.5,-1.5,0,-1.51E-02,-8.06E-02,-1.44E-04
12,-1.5,0,-1.37E-02,-6.49E-02,-1.50E-04
10.5,-1.5,0,-1.21E-02,-5.08E-02,-1.56E-04
9,-1.5,0,-1.05E-02,-3.82E-02,-1.63E-04
7.5,-1.5,0,-8.86E-03,-2.72E-02,-1.69E-04
6,-1.5,0,-7.12E-03,-1.79E-02,-1.76E-04
4.5,-1.5,0,-5.32E-03,-1.04E-02,-1.82E-04
3,-1.5,0,-3.47E-03,-4.70E-03,-1.83E-04
1.5,-1.5,0,-1.66E-03,-1.09E-03,-1.56E-04
46.5,-3,0,-6.32E-02,-0.67824,5.04E-06
45,-3,0,-6.31E-02,-0.64537,-1.90E-05
43.5,-3,0,-6.28E-02,-0.61265,-3.59E-05
42,-3,0,-6.24E-02,-0.58013,-4.97E-05
40.5,-3,0,-6.19E-02,-0.54787,-6.26E-05
39,-3,0,-6.12E-02,-0.51593,-7.51E-05
37.5,-3,0,-6.04E-02,-0.48436,-8.76E-05
36,-3,0,-5.94E-02,-0.45323,-1.00E-04
34.5,-3,0,-5.84E-02,-0.4226,-1.13E-04
33,-3,0,-5.72E-02,-0.39253,-1.25E-04
31.5,-3,0,-5.59E-02,-0.36308,-1.38E-04
30,-3,0,-5.44E-02,-0.33432,-1.50E-04
28.5,-3,0,-5.29E-02,-0.30632,-1.63E-04
27,-3,0,-5.12E-02,-0.27912,-1.75E-04
25.5,-3,0,-4.94E-02,-0.2528,-1.88E-04
24,-3,0,-4.74E-02,-0.22742,-2.00E-04
22.5,-3,0,-4.54E-02,-0.20304,-2.13E-04
21,-3,0,-4.32E-02,-0.17972,-2.25E-04
19.5,-3,0,-4.09E-02,-0.15752,-2.38E-04
18,-3,0,-3.84E-02,-0.13651,-2.50E-04
16.5,-3,0,-3.59E-02,-0.11676,-2.63E-04
15,-3,0,-3.32E-02,-9.83E-02,-2.75E-04
13.5,-3,0,-3.04E-02,-8.12E-02,-2.87E-04
12,-3,0,-2.74E-02,-6.56E-02,-3.00E-04
10.5,-3,0,-2.44E-02,-5.15E-02,-3.12E-04
9,-3,0,-2.12E-02,-3.89E-02,-3.25E-04
7.5,-3,0,-1.79E-02,-2.80E-02,-3.37E-04
6,-3,0,-1.44E-02,-1.87E-02,-3.50E-04
4.5,-3,0,-1.08E-02,-1.12E-02,-3.60E-04
3,-3,0,-7.10E-03,-5.42E-03,-3.60E-04
1.5,-3,0,-3.40E-03,-1.53E-03,-3.01E-04
46.5,-4.5,0,-9.54E-02,-0.67835,-8.27E-06
45,-4.5,0,-9.52E-02,-0.64544,-3.68E-05
43.5,-4.5,0,-9.47E-02,-0.61277,-5.74E-05
42,-4.5,0,-9.40E-02,-0.58031,-7.58E-05
40.5,-4.5,0,-9.32E-02,-0.5481,-9.42E-05
39,-4.5,0,-9.22E-02,-0.51621,-1.13E-04
37.5,-4.5,0,-9.09E-02,-0.48469,-1.31E-04
36,-4.5,0,-8.95E-02,-0.4536,-1.50E-04
34.5,-4.5,0,-8.79E-02,-0.42302,-1.69E-04
33,-4.5,0,-8.62E-02,-0.39299,-1.88E-04
31.5,-4.5,0,-8.42E-02,-0.3636,-2.06E-04
30,-4.5,0,-8.20E-02,-0.33489,-2.25E-04
28.5,-4.5,0,-7.97E-02,-0.30693,-2.44E-04
27,-4.5,0,-7.72E-02,-0.27978,-2.63E-04
25.5,-4.5,0,-7.44E-02,-0.2535,-2.81E-04
24,-4.5,0,-7.15E-02,-0.22817,-3.00E-04
22.5,-4.5,0,-6.84E-02,-0.20383,-3.19E-04
21,-4.5,0,-6.52E-02,-0.18056,-3.38E-04
19.5,-4.5,0,-6.17E-02,-0.15841,-3.56E-04
18,-4.5,0,-5.80E-02,-0.13745,-3.75E-04
16.5,-4.5,0,-5.42E-02,-0.11774,-3.94E-04
15,-4.5,0,-5.02E-02,-9.93E-02,-4.12E-04
13.5,-4.5,0,-4.59E-02,-8.23E-02,-4.31E-04
12,-4.5,0,-4.15E-02,-6.67E-02,-4.50E-04
10.5,-4.5,0,-3.69E-02,-5.27E-02,-4.69E-04
9,-4.5,0,-3.22E-02,-4.01E-02,-4.87E-04
7.5,-4.5,0,-2.72E-02,-2.92E-02,-5.05E-04
6,-4.5,0,-2.20E-02,-2.00E-02,-5.22E-04
4.5,-4.5,0,-1.67E-02,-1.25E-02,-5.35E-04
3,-4.5,0,-1.11E-02,-6.75E-03,-5.29E-04
1.5,-4.5,0,-5.49E-03,-2.61E-03,-4.66E-04
48,-1.5,0,-3.16E-02,-0.71081,2.38E-05
48,-3,0,-6.33E-02,-0.71114,4.36E-05
48,-4.5,0,-9.55E-02,-0.71162,5.38E-05
48,0,0,-1.02E-11,-0.71069,-5.50E-10
46.5,0,0,-1.02E-11,-0.67809,-5.20E-10
45,0,0,-1.02E-11,-0.6453,-4.90E-10
43.5,0,0,-1.01E-11,-0.61257,-4.60E-10
42,0,0,-9.97E-12,-0.58,-4.30E-10
40.5,0,0,-9.79E-12,-0.5477,-4.01E-10
39,0,0,-9.57E-12,-0.51571,-3.72E-10
37.5,0,0,-9.31E-12,-0.4841,-3.44E-10
36,0,0,-9.01E-12,-0.45293,-3.17E-10
34.5,0,0,-8.68E-12,-0.42226,-2.90E-10
33,0,0,-8.32E-12,-0.39215,-2.65E-10
31.5,0,0,-7.96E-12,-0.36267,-2.41E-10
30,0,0,-7.57E-12,-0.33387,-2.18E-10
28.5,0,0,-7.17E-12,-0.30583,-1.96E-10
27,0,0,-6.76E-12,-0.2786,-1.75E-10
25.5,0,0,-6.35E-12,-0.25224,-1.56E-10
24,0,0,-5.95E-12,-0.22682,-1.37E-10
22.5,0,0,-5.54E-12,-0.2024,-1.20E-10
21,0,0,-5.15E-12,-0.17904,-1.05E-10
19.5,0,0,-4.75E-12,-0.15681,-8.99E-11
18,0,0,-4.36E-12,-0.13576,-7.63E-11
16.5,0,0,-3.98E-12,-0.11597,-6.40E-11
15,0,0,-3.59E-12,-9.75E-02,-5.27E-11
13.5,0,0,-3.22E-12,-8.04E-02,-4.26E-11
12,0,0,-2.85E-12,-6.47E-02,-3.36E-11
10.5,0,0,-2.48E-12,-5.05E-02,-2.57E-11
9,0,0,-2.12E-12,-3.79E-02,-1.89E-11
7.5,0,0,-1.76E-12,-2.69E-02,-1.32E-11
6,0,0,-1.41E-12,-1.76E-02,-8.46E-12
4.5,0,0,-1.06E-12,-1.01E-02,-4.80E-12
3,0,0,-7.16E-13,-4.46E-03,-2.16E-12
1.5,0,0,-3.55E-13,-9.52E-04,-5.52E-13
1.5,-6,0,-8.46E-03,-4.33E-03,-4.25E-04
3,-6,0,-1.58E-02,-8.67E-03,-6.37E-04
4.5,-6,0,-2.30E-02,-1.44E-02,-6.92E-04
6,-6,0,-3.01E-02,-2.19E-02,-6.89E-04
7.5,-6,0,-3.69E-02,-3.10E-02,-6.72E-04
9,-6,0,-4.36E-02,-4.18E-02,-6.49E-04
10.5,-6,0,-4.99E-02,-5.43E-02,-6.25E-04
12,-6,0,-5.60E-02,-6.83E-02,-6.00E-04
13.5,-6,0,-6.19E-02,-8.38E-02,-5.75E-04
15,-6,0,-6.75E-02,-0.10079,-5.50E-04
16.5,-6,0,-7.29E-02,-0.11912,-5.25E-04
18,-6,0,-7.80E-02,-0.13876,-5.00E-04
19.5,-6,0,-8.29E-02,-0.15966,-4.75E-04
21,-6,0,-8.75E-02,-0.18174,-4.50E-04
22.5,-6,0,-9.19E-02,-0.20495,-4.25E-04
24,-6,0,-9.60E-02,-0.22922,-4.00E-04
25.5,-6,0,-9.99E-02,-0.25449,-3.75E-04
27,-6,0,-0.10355,-0.2807,-3.50E-04
28.5,-6,0,-0.10692,-0.30778,-3.25E-04
30,-6,0,-0.11005,-0.33567,-3.00E-04
31.5,-6,0,-0.11292,-0.36432,-2.75E-04
33,-6,0,-0.11555,-0.39365,-2.50E-04
34.5,-6,0,-0.11792,-0.42361,-2.25E-04
36,-6,0,-0.12005,-0.45413,-2.00E-04
37.5,-6,0,-0.12192,-0.48515,-1.75E-04
39,-6,0,-0.12355,-0.5166,-1.50E-04
40.5,-6,0,-0.12493,-0.54843,-1.26E-04
42,-6,0,-0.12606,-0.58057,-1.02E-04
43.5,-6,0,-0.12697,-0.61297,-8.06E-05
45,-6,0,-0.12768,-0.64559,-6.35E-05
46.5,-6,0,-0.12823,-0.67847,-5.35E-05
48,-6,0,-0.12869,-0.71209,5.13E-07
48,6,0,0.12869,-0.71209,-5.14E-07
46.5,6,0,0.12823,-0.67847,5.35E-05
45,6,0,0.12768,-0.64559,6.35E-05
43.5,6,0,0.12697,-0.61297,8.06E-05
42,6,0,0.12606,-0.58057,1.02E-04
40.5,6,0,0.12493,-0.54843,1.26E-04
39,6,0,0.12355,-0.5166,1.50E-04
37.5,6,0,0.12192,-0.48515,1.75E-04
36,6,0,0.12005,-0.45413,2.00E-04
34.5,6,0,0.11792,-0.42361,2.25E-04
33,6,0,0.11555,-0.39365,2.50E-04
31.5,6,0,0.11292,-0.36432,2.75E-04
30,6,0,0.11005,-0.33567,3.00E-04
28.5,6,0,0.10692,-0.30778,3.25E-04
27,6,0,0.10355,-0.2807,3.50E-04
25.5,6,0,9.99E-02,-0.25449,3.75E-04
24,6,0,9.60E-02,-0.22922,4.00E-04
22.5,6,0,9.19E-02,-0.20495,4.25E-04
21,6,0,8.75E-02,-0.18174,4.50E-04
19.5,6,0,8.29E-02,-0.15966,4.75E-04
18,6,0,7.80E-02,-0.13876,5.00E-04
16.5,6,0,7.29E-02,-0.11912,5.25E-04
15,6,0,6.75E-02,-0.10079,5.50E-04
13.5,6,0,6.19E-02,-8.38E-02,5.75E-04
12,6,0,5.60E-02,-6.83E-02,6.00E-04
10.5,6,0,4.99E-02,-5.43E-02,6.25E-04
9,6,0,4.36E-02,-4.18E-02,6.49E-04
7.5,6,0,3.69E-02,-3.10E-02,6.72E-04
6,6,0,3.01E-02,-2.19E-02,6.89E-04
4.5,6,0,2.30E-02,-1.44E-02,6.92E-04
3,6,0,1.58E-02,-8.67E-03,6.37E-04
1.5,6,0,8.46E-03,-4.33E-03,4.25E-04
48,6,1,0.12869,-0.71209,5.13E-07
46.5,6,1,0.12823,-0.67847,-5.35E-05
45,6,1,0.12768,-0.64559,-6.35E-05
43.5,6,1,0.12697,-0.61297,-8.06E-05
42,6,1,0.12606,-0.58057,-1.02E-04
40.5,6,1,0.12493,-0.54843,-1.26E-04
39,6,1,0.12355,-0.5166,-1.50E-04
37.5,6,1,0.12192,-0.48515,-1.75E-04
36,6,1,0.12005,-0.45413,-2.00E-04
34.5,6,1,0.11792,-0.42361,-2.25E-04
33,6,1,0.11555,-0.39365,-2.50E-04
31.5,6,1,0.11292,-0.36432,-2.75E-04
30,6,1,0.11005,-0.33567,-3.00E-04
28.5,6,1,0.10692,-0.30778,-3.25E-04
27,6,1,0.10355,-0.2807,-3.50E-04
25.5,6,1,9.99E-02,-0.25449,-3.75E-04
24,6,1,9.60E-02,-0.22922,-4.00E-04
22.5,6,1,9.19E-02,-0.20495,-4.25E-04
21,6,1,8.75E-02,-0.18174,-4.50E-04
19.5,6,1,8.29E-02,-0.15966,-4.75E-04
18,6,1,7.80E-02,-0.13876,-5.00E-04
16.5,6,1,7.29E-02,-0.11912,-5.25E-04
15,6,1,6.75E-02,-0.10079,-5.50E-04
13.5,6,1,6.19E-02,-8.38E-02,-5.75E-04
12,6,1,5.60E-02,-6.83E-02,-6.00E-04
10.5,6,1,4.99E-02,-5.43E-02,-6.25E-04
9,6,1,4.36E-02,-4.18E-02,-6.49E-04
7.5,6,1,3.69E-02,-3.10E-02,-6.72E-04
6,6,1,3.01E-02,-2.19E-02,-6.89E-04
4.5,6,1,2.30E-02,-1.44E-02,-6.92E-04
3,6,1,1.58E-02,-8.67E-03,-6.37E-04
1.5,6,1,8.46E-03,-4.33E-03,-4.25E-04
1.5,-6,1,-8.46E-03,-4.33E-03,4.25E-04
3,-6,1,-1.58E-02,-8.67E-03,6.37E-04
4.5,-6,1,-2.30E-02,-1.44E-02,6.92E-04
6,-6,1,-3.01E-02,-2.19E-02,6.89E-04
7.5,-6,1,-3.69E-02,-3.10E-02,6.72E-04
9,-6,1,-4.36E-02,-4.18E-02,6.49E-04
10.5,-6,1,-4.99E-02,-5.43E-02,6.25E-04
12,-6,1,-5.60E-02,-6.83E-02,6.00E-04
13.5,-6,1,-6.19E-02,-8.38E-02,5.75E-04
15,-6,1,-6.75E-02,-0.10079,5.50E-04
16.5,-6,1,-7.29E-02,-0.11912,5.25E-04
18,-6,1,-7.80E-02,-0.13876,5.00E-04
19.5,-6,1,-8.29E-02,-0.15966,4.75E-04
21,-6,1,-8.75E-02,-0.18174,4.50E-04
22.5,-6,1,-9.19E-02,-0.20495,4.25E-04
24,-6,1,-9.60E-02,-0.22922,4.00E-04
25.5,-6,1,-9.99E-02,-0.25449,3.75E-04
27,-6,1,-0.10355,-0.2807,3.50E-04
28.5,-6,1,-0.10692,-0.30778,3.25E-04
30,-6,1,-0.11005,-0.33567,3.00E-04
31.5,-6,1,-0.11292,-0.36432,2.75E-04
33,-6,1,-0.11555,-0.39365,2.50E-04
34.5,-6,1,-0.11792,-0.42361,2.25E-04
36,-6,1,-0.12005,-0.45413,2.00E-04
37.5,-6,1,-0.12192,-0.48515,1.75E-04
39,-6,1,-0.12355,-0.5166,1.50E-04
40.5,-6,1,-0.12493,-0.54843,1.26E-04
42,-6,1,-0.12606,-0.58057,1.02E-04
43.5,-6,1,-0.12697,-0.61297,8.06E-05
45,-6,1,-0.12768,-0.64559,6.35E-05
46.5,-6,1,-0.12823,-0.67847,5.35E-05
48,-6,1,-0.12869,-0.71209,-5.14E-07
46.5,-4.5,1,-9.54E-02,-0.67835,8.27E-06
45,-4.5,1,-9.52E-02,-0.64544,3.68E-05
43.5,-4.5,1,-9.47E-02,-0.61277,5.74E-05
42,-4.5,1,-9.40E-02,-0.58031,7.58E-05
40.5,-4.5,1,-9.32E-02,-0.5481,9.42E-05
39,-4.5,1,-9.22E-02,-0.51621,1.13E-04
37.5,-4.5,1,-9.09E-02,-0.48469,1.31E-04
36,-4.5,1,-8.95E-02,-0.4536,1.50E-04
34.5,-4.5,1,-8.79E-02,-0.42302,1.69E-04
33,-4.5,1,-8.62E-02,-0.39299,1.88E-04
31.5,-4.5,1,-8.42E-02,-0.3636,2.06E-04
30,-4.5,1,-8.20E-02,-0.33489,2.25E-04
28.5,-4.5,1,-7.97E-02,-0.30693,2.44E-04
27,-4.5,1,-7.72E-02,-0.27978,2.63E-04
25.5,-4.5,1,-7.44E-02,-0.2535,2.81E-04
24,-4.5,1,-7.15E-02,-0.22817,3.00E-04
22.5,-4.5,1,-6.84E-02,-0.20383,3.19E-04
21,-4.5,1,-6.52E-02,-0.18056,3.38E-04
19.5,-4.5,1,-6.17E-02,-0.15841,3.56E-04
18,-4.5,1,-5.80E-02,-0.13745,3.75E-04
16.5,-4.5,1,-5.42E-02,-0.11774,3.94E-04
15,-4.5,1,-5.02E-02,-9.93E-02,4.12E-04
13.5,-4.5,1,-4.59E-02,-8.23E-02,4.31E-04
12,-4.5,1,-4.15E-02,-6.67E-02,4.50E-04
10.5,-4.5,1,-3.69E-02,-5.27E-02,4.69E-04
9,-4.5,1,-3.22E-02,-4.01E-02,4.87E-04
7.5,-4.5,1,-2.72E-02,-2.92E-02,5.05E-04
6,-4.5,1,-2.20E-02,-2.00E-02,5.22E-04
4.5,-4.5,1,-1.67E-02,-1.25E-02,5.35E-04
3,-4.5,1,-1.11E-02,-6.75E-03,5.29E-04
1.5,-4.5,1,-5.49E-03,-2.61E-03,4.66E-04
46.5,-3,1,-6.32E-02,-0.67824,-5.04E-06
45,-3,1,-6.31E-02,-0.64537,1.89E-05
43.5,-3,1,-6.28E-02,-0.61265,3.59E-05
42,-3,1,-6.24E-02,-0.58013,4.97E-05
40.5,-3,1,-6.19E-02,-0.54787,6.26E-05
39,-3,1,-6.12E-02,-0.51593,7.51E-05
37.5,-3,1,-6.04E-02,-0.48436,8.76E-05
36,-3,1,-5.94E-02,-0.45323,1.00E-04
34.5,-3,1,-5.84E-02,-0.4226,1.13E-04
33,-3,1,-5.72E-02,-0.39253,1.25E-04
31.5,-3,1,-5.59E-02,-0.36308,1.38E-04
30,-3,1,-5.44E-02,-0.33432,1.50E-04
28.5,-3,1,-5.29E-02,-0.30632,1.63E-04
27,-3,1,-5.12E-02,-0.27912,1.75E-04
25.5,-3,1,-4.94E-02,-0.2528,1.88E-04
24,-3,1,-4.74E-02,-0.22742,2.00E-04
22.5,-3,1,-4.54E-02,-0.20304,2.13E-04
21,-3,1,-4.32E-02,-0.17972,2.25E-04
19.5,-3,1,-4.09E-02,-0.15752,2.38E-04
18,-3,1,-3.84E-02,-0.13651,2.50E-04
16.5,-3,1,-3.59E-02,-0.11676,2.63E-04
15,-3,1,-3.32E-02,-9.83E-02,2.75E-04
13.5,-3,1,-3.04E-02,-8.12E-02,2.87E-04
12,-3,1,-2.74E-02,-6.56E-02,3.00E-04
10.5,-3,1,-2.44E-02,-5.15E-02,3.12E-04
9,-3,1,-2.12E-02,-3.89E-02,3.25E-04
7.5,-3,1,-1.79E-02,-2.80E-02,3.37E-04
6,-3,1,-1.44E-02,-1.87E-02,3.50E-04
4.5,-3,1,-1.08E-02,-1.12E-02,3.60E-04
3,-3,1,-7.10E-03,-5.42E-03,3.60E-04
1.5,-3,1,-3.40E-03,-1.53E-03,3.01E-04
46.5,-1.5,1,-3.15E-02,-0.67813,-5.35E-06
45,-1.5,1,-3.15E-02,-0.64532,7.60E-06
43.5,-1.5,1,-3.13E-02,-0.61258,1.70E-05
42,-1.5,1,-3.11E-02,-0.58003,2.45E-05
40.5,-1.5,1,-3.09E-02,-0.54774,3.12E-05
39,-1.5,1,-3.05E-02,-0.51576,3.75E-05
37.5,-1.5,1,-3.01E-02,-0.48416,4.38E-05
36,-1.5,1,-2.97E-02,-0.453,5.00E-05
34.5,-1.5,1,-2.91E-02,-0.42234,5.63E-05
33,-1.5,1,-2.85E-02,-0.39224,6.25E-05
31.5,-1.5,1,-2.79E-02,-0.36277,6.88E-05
30,-1.5,1,-2.72E-02,-0.33399,7.50E-05
28.5,-1.5,1,-2.64E-02,-0.30595,8.13E-05
27,-1.5,1,-2.55E-02,-0.27873,8.75E-05
25.5,-1.5,1,-2.46E-02,-0.25238,9.38E-05
24,-1.5,1,-2.37E-02,-0.22697,1.00E-04
22.5,-1.5,1,-2.26E-02,-0.20256,1.06E-04
21,-1.5,1,-2.15E-02,-0.17921,1.13E-04
19.5,-1.5,1,-2.04E-02,-0.15699,1.19E-04
18,-1.5,1,-1.92E-02,-0.13595,1.25E-04
16.5,-1.5,1,-1.79E-02,-0.11617,1.31E-04
15,-1.5,1,-1.65E-02,-9.77E-02,1.37E-04
13.5,-1.5,1,-1.51E-02,-8.06E-02,1.44E-04
12,-1.5,1,-1.37E-02,-6.49E-02,1.50E-04
10.5,-1.5,1,-1.21E-02,-5.08E-02,1.56E-04
9,-1.5,1,-1.05E-02,-3.82E-02,1.63E-04
7.5,-1.5,1,-8.86E-03,-2.72E-02,1.69E-04
6,-1.5,1,-7.12E-03,-1.79E-02,1.76E-04
4.5,-1.5,1,-5.32E-03,-1.04E-02,1.82E-04
3,-1.5,1,-3.47E-03,-4.70E-03,1.83E-04
1.5,-1.5,1,-1.66E-03,-1.09E-03,1.56E-04
46.5,0,1,9.93E-12,-0.67809,-5.20E-10
45,0,1,9.89E-12,-0.6453,-4.90E-10
43.5,0,1,9.81E-12,-0.61257,-4.60E-10
42,0,1,9.69E-12,-0.58,-4.30E-10
40.5,0,1,9.55E-12,-0.5477,-4.01E-10
39,0,1,9.35E-12,-0.51571,-3.72E-10
37.5,0,1,9.11E-12,-0.4841,-3.44E-10
36,0,1,8.82E-12,-0.45293,-3.17E-10
34.5,0,1,8.51E-12,-0.42226,-2.90E-10
33,0,1,8.16E-12,-0.39215,-2.65E-10
31.5,0,1,7.80E-12,-0.36267,-2.41E-10
30,0,1,7.42E-12,-0.33387,-2.18E-10
28.5,0,1,7.04E-12,-0.30583,-1.96E-10
27,0,1,6.63E-12,-0.2786,-1.75E-10
25.5,0,1,6.23E-12,-0.25224,-1.56E-10
24,0,1,5.83E-12,-0.22682,-1.37E-10
22.5,0,1,5.43E-12,-0.2024,-1.20E-10
21,0,1,5.03E-12,-0.17904,-1.05E-10
19.5,0,1,4.65E-12,-0.15681,-8.99E-11
18,0,1,4.27E-12,-0.13576,-7.63E-11
16.5,0,1,3.89E-12,-0.11597,-6.40E-11
15,0,1,3.52E-12,-9.75E-02,-5.27E-11
13.5,0,1,3.15E-12,-8.04E-02,-4.26E-11
12,0,1,2.79E-12,-6.47E-02,-3.36E-11
10.5,0,1,2.43E-12,-5.05E-02,-2.57E-11
9,0,1,2.07E-12,-3.79E-02,-1.89E-11
7.5,0,1,1.72E-12,-2.69E-02,-1.32E-11
6,0,1,1.38E-12,-1.76E-02,-8.46E-12
4.5,0,1,1.04E-12,-1.01E-02,-4.80E-12
3,0,1,7.02E-13,-4.46E-03,-2.15E-12
1.5,0,1,3.48E-13,-9.52E-04,-5.51E-13
46.5,1.5,1,3.15E-02,-0.67813,5.35E-06
45,1.5,1,3.15E-02,-0.64532,-7.60E-06
43.5,1.5,1,3.13E-02,-0.61258,-1.70E-05
42,1.5,1,3.11E-02,-0.58003,-2.45E-05
40.5,1.5,1,3.09E-02,-0.54774,-3.12E-05
39,1.5,1,3.05E-02,-0.51576,-3.75E-05
37.5,1.5,1,3.01E-02,-0.48416,-4.38E-05
36,1.5,1,2.97E-02,-0.453,-5.00E-05
34.5,1.5,1,2.91E-02,-0.42234,-5.63E-05
33,1.5,1,2.85E-02,-0.39224,-6.25E-05
31.5,1.5,1,2.79E-02,-0.36277,-6.88E-05
30,1.5,1,2.72E-02,-0.33399,-7.50E-05
28.5,1.5,1,2.64E-02,-0.30595,-8.13E-05
27,1.5,1,2.55E-02,-0.27873,-8.75E-05
25.5,1.5,1,2.46E-02,-0.25238,-9.38E-05
24,1.5,1,2.37E-02,-0.22697,-1.00E-04
22.5,1.5,1,2.26E-02,-0.20256,-1.06E-04
21,1.5,1,2.15E-02,-0.17921,-1.13E-04
19.5,1.5,1,2.04E-02,-0.15699,-1.19E-04
18,1.5,1,1.92E-02,-0.13595,-1.25E-04
16.5,1.5,1,1.79E-02,-0.11617,-1.31E-04
15,1.5,1,1.65E-02,-9.77E-02,-1.37E-04
13.5,1.5,1,1.51E-02,-8.06E-02,-1.44E-04
12,1.5,1,1.37E-02,-6.49E-02,-1.50E-04
10.5,1.5,1,1.21E-02,-5.08E-02,-1.56E-04
9,1.5,1,1.05E-02,-3.82E-02,-1.63E-04
7.5,1.5,1,8.86E-03,-2.72E-02,-1.69E-04
6,1.5,1,7.12E-03,-1.79E-02,-1.76E-04
4.5,1.5,1,5.32E-03,-1.04E-02,-1.82E-04
3,1.5,1,3.47E-03,-4.70E-03,-1.83E-04
1.5,1.5,1,1.66E-03,-1.09E-03,-1.56E-04
46.5,3,1,6.32E-02,-0.67824,5.04E-06
45,3,1,6.31E-02,-0.64537,-1.90E-05
43.5,3,1,6.28E-02,-0.61265,-3.59E-05
42,3,1,6.24E-02,-0.58013,-4.97E-05
40.5,3,1,6.19E-02,-0.54787,-6.26E-05
39,3,1,6.12E-02,-0.51593,-7.51E-05
37.5,3,1,6.04E-02,-0.48436,-8.76E-05
36,3,1,5.94E-02,-0.45323,-1.00E-04
34.5,3,1,5.84E-02,-0.4226,-1.13E-04
33,3,1,5.72E-02,-0.39253,-1.25E-04
31.5,3,1,5.59E-02,-0.36308,-1.38E-04
30,3,1,5.44E-02,-0.33432,-1.50E-04
28.5,3,1,5.29E-02,-0.30632,-1.63E-04
27,3,1,5.12E-02,-0.27912,-1.75E-04
25.5,3,1,4.94E-02,-0.2528,-1.88E-04
24,3,1,4.74E-02,-0.22742,-2.00E-04
22.5,3,1,4.54E-02,-0.20304,-2.13E-04
21,3,1,4.32E-02,-0.17972,-2.25E-04
19.5,3,1,4.09E-02,-0.15752,-2.38E-04
18,3,1,3.84E-02,-0.13651,-2.50E-04
16.5,3,1,3.59E-02,-0.11676,-2.63E-04
15,3,1,3.32E-02,-9.83E-02,-2.75E-04
13.5,3,1,3.04E-02,-8.12E-02,-2.87E-04
12,3,1,2.74E-02,-6.56E-02,-3.00E-04
10.5,3,1,2.44E-02,-5.15E-02,-3.12E-04
9,3,1,2.12E-02,-3.89E-02,-3.25E-04
7.5,3,1,1.79E-02,-2.80E-02,-3.37E-04
6,3,1,1.44E-02,-1.87E-02,-3.50E-04
4.5,3,1,1.08E-02,-1.12E-02,-3.60E-04
3,3,1,7.10E-03,-5.42E-03,-3.60E-04
1.5,3,1,3.40E-03,-1.53E-03,-3.01E-04
46.5,4.5,1,9.54E-02,-0.67835,-8.27E-06
45,4.5,1,9.52E-02,-0.64544,-3.68E-05
43.5,4.5,1,9.47E-02,-0.61277,-5.74E-05
42,4.5,1,9.40E-02,-0.58031,-7.58E-05
40.5,4.5,1,9.32E-02,-0.5481,-9.42E-05
39,4.5,1,9.22E-02,-0.51621,-1.13E-04
37.5,4.5,1,9.09E-02,-0.48469,-1.31E-04
36,4.5,1,8.95E-02,-0.4536,-1.50E-04
34.5,4.5,1,8.79E-02,-0.42302,-1.69E-04
33,4.5,1,8.62E-02,-0.39299,-1.88E-04
31.5,4.5,1,8.42E-02,-0.3636,-2.06E-04
30,4.5,1,8.20E-02,-0.33489,-2.25E-04
28.5,4.5,1,7.97E-02,-0.30693,-2.44E-04
27,4.5,1,7.72E-02,-0.27978,-2.63E-04
