X Location (m),Y Location (m),Z Location (m),X Deformation (m),Y Deformation (m),Z Deformation (m)
32.25,4.5,1.15,0.23124,-1.0257,-2.30E-10
33,3.75,1.15,0.19442,-1.0651,-2.39E-10
33,5.25,1.15,0.27356,-1.0666,-2.39E-10
33,4.5,1.725,0.23384,-1.0658,-5.86E-04
33,4.5,0.575,0.23384,-1.0658,5.86E-04
30.75,4.5,1.15,0.22563,-0.94681,-2.13E-10
31.5,3.75,1.15,0.18997,-0.98524,-2.22E-10
31.5,5.25,1.15,0.26732,-0.98692,-2.22E-10
31.5,4.5,1.725,0.22849,-0.98597,-6.45E-04
31.5,4.5,0.575,0.22849,-0.98597,6.45E-04
29.25,4.5,1.15,0.21952,-0.8699,-1.96E-10
30,3.75,1.15,0.18508,-0.90726,-2.05E-10
30,5.25,1.15,0.26048,-0.90909,-2.05E-10
30,4.5,1.725,0.22263,-0.90805,-7.03E-04
30,4.5,0.575,0.22263,-0.90805,7.03E-04
27.75,4.5,1.15,0.21289,-0.79511,-1.80E-10
28.5,3.75,1.15,0.17978,-0.83132,-1.88E-10
28.5,5.25,1.15,0.25305,-0.8333,-1.88E-10
28.5,4.5,1.725,0.21626,-0.83218,-7.62E-04
28.5,4.5,0.575,0.21626,-0.83218,7.62E-04
26.25,4.5,1.15,0.20576,-0.72261,-1.64E-10
27,3.75,1.15,0.17404,-0.75758,-1.72E-10
27,5.25,1.15,0.24503,-0.75972,-1.71E-10
27,4.5,1.725,0.20938,-0.75851,-8.20E-04
27,4.5,0.575,0.20938,-0.75851,8.20E-04
24.75,4.5,1.15,0.19812,-0.65258,-1.48E-10
25.5,3.75,1.15,0.16789,-0.68622,-1.56E-10
25.5,5.25,1.15,0.23641,-0.68852,-1.55E-10
25.5,4.5,1.725,0.20199,-0.68722,-8.79E-04
25.5,4.5,0.575,0.20199,-0.68722,8.79E-04
23.25,4.5,1.15,0.18997,-0.58517,-1.33E-10
24,3.75,1.15,0.16131,-0.61741,-1.41E-10
24,5.25,1.15,0.2272,-0.61986,-1.40E-10
24,4.5,1.725,0.19409,-0.61848,-9.38E-04
24,4.5,0.575,0.19409,-0.61848,9.38E-04
21.75,4.5,1.15,0.1813,-0.52057,-1.18E-10
22.5,3.75,1.15,0.1543,-0.55132,-1.26E-10
22.5,5.25,1.15,0.21739,-0.55392,-1.25E-10
22.5,4.5,1.725,0.18569,-0.55245,-9.96E-04
22.5,4.5,0.575,0.18569,-0.55245,9.96E-04
20.25,4.5,1.15,0.17213,-0.45895,-1.04E-10
21,3.75,1.15,0.14687,-0.48812,-1.11E-10
21,5.25,1.15,0.20699,-0.49087,-1.10E-10
21,4.5,1.725,0.17677,-0.48931,-1.05E-03
21,4.5,0.575,0.17677,-0.48931,1.05E-03
18.75,4.5,1.15,0.16245,-0.40046,-9.03E-11
19.5,3.75,1.15,0.13902,-0.42797,-9.73E-11
19.5,5.25,1.15,0.19599,-0.43087,-9.65E-11
19.5,4.5,1.725,0.16734,-0.42923,-1.11E-03
19.5,4.5,0.575,0.16734,-0.42923,1.11E-03
17.25,4.5,1.15,0.15226,-0.34529,-7.75E-11
18,3.75,1.15,0.13074,-0.37105,-8.42E-11
18,5.25,1.15,0.1844,-0.37411,-8.34E-11
18,4.5,1.725,0.15741,-0.37237,-1.17E-03
18,4.5,0.575,0.15741,-0.37237,1.17E-03
15.75,4.5,1.15,0.14156,-0.2936,-6.55E-11
16.5,3.75,1.15,0.12203,-0.31752,-7.18E-11
16.5,5.25,1.15,0.17221,-0.32073,-7.10E-11
16.5,4.5,1.725,0.14696,-0.31892,-1.23E-03
16.5,4.5,0.575,0.14696,-0.31892,1.23E-03
14.25,4.5,1.15,0.13035,-0.24556,-5.43E-11
15,3.75,1.15,0.1129,-0.26757,-6.02E-11
15,5.25,1.15,0.15943,-0.27093,-5.93E-11
15,4.5,1.725,0.13601,-0.26903,-1.29E-03
15,4.5,0.575,0.13601,-0.26903,1.29E-03
12.75,4.5,1.15,0.11863,-0.20134,-4.39E-11
13.5,3.75,1.15,0.10335,-0.22135,-4.94E-11
13.5,5.25,1.15,0.14606,-0.22486,-4.85E-11
13.5,4.5,1.725,0.12455,-0.22287,-1.35E-03
13.5,4.5,0.575,0.12455,-0.22287,1.35E-03
11.25,4.5,1.15,0.10641,-0.16111,-3.45E-11
12,3.75,1.15,9.34E-02,-0.17903,-3.95E-11
12,5.25,1.15,0.13209,-0.1827,-3.86E-11
12,4.5,1.725,0.11257,-0.18062,-1.41E-03
12,4.5,0.575,0.11257,-0.18062,1.41E-03
9.75,4.5,1.15,9.37E-02,-0.12505,-2.61E-11
10.5,3.75,1.15,8.30E-02,-0.1408,-3.06E-11
10.5,5.25,1.15,0.11753,-0.14462,-2.97E-11
10.5,4.5,1.725,0.10009,-0.14246,-1.46E-03
10.5,4.5,0.575,0.10009,-0.14246,1.46E-03
8.25,4.5,1.15,8.04E-02,-9.33E-02,-1.88E-11
9,3.75,1.15,7.21E-02,-0.10681,-2.27E-11
9,5.25,1.15,0.10238,-0.11079,-2.18E-11
9,4.5,1.725,8.71E-02,-0.10853,-1.52E-03
9,4.5,0.575,8.71E-02,-0.10853,1.52E-03
6.75,4.5,1.15,6.67E-02,-6.61E-02,-1.26E-11
7.5,3.75,1.15,6.09E-02,-7.72E-02,-1.59E-11
7.5,5.25,1.15,8.66E-02,-8.14E-02,-1.51E-11
7.5,4.5,1.725,7.36E-02,-7.90E-02,-1.58E-03
7.5,4.5,0.575,7.36E-02,-7.90E-02,1.58E-03
5.25,4.5,1.15,5.24E-02,-4.35E-02,-7.54E-12
6,3.75,1.15,4.92E-02,-5.22E-02,-1.02E-11
6,5.25,1.15,7.03E-02,-5.65E-02,-9.47E-12
6,4.5,1.725,5.96E-02,-5.41E-02,-1.64E-03
6,4.5,0.575,5.96E-02,-5.41E-02,1.64E-03
3.75,4.5,1.15,3.76E-02,-2.56E-02,-3.76E-12
4.5,3.75,1.15,3.70E-02,-3.19E-02,-5.79E-12
4.5,5.25,1.15,5.35E-02,-3.63E-02,-5.11E-12
4.5,4.5,1.725,4.51E-02,-3.39E-02,-1.70E-03
4.5,4.5,0.575,4.51E-02,-3.39E-02,1.70E-03
2.25,4.5,1.15,2.23E-02,-1.22E-02,-1.27E-12
3,3.75,1.15,2.44E-02,-1.63E-02,-2.57E-12
3,5.25,1.15,3.61E-02,-2.08E-02,-2.06E-12
3,4.5,1.725,2.99E-02,-1.82E-02,-1.80E-03
3,4.5,0.575,2.99E-02,-1.82E-02,1.80E-03
1.5,3.75,1.15,1.16E-02,-5.44E-03,-6.39E-13
0.75,4.5,1.15,6.28E-03,-2.63E-03,-7.47E-14
1.5,5.25,1.15,1.79E-02,-9.05E-03,-3.82E-13
1.5,4.5,1.725,1.45E-02,-7.16E-03,-1.87E-03
1.5,4.5,0.575,1.45E-02,-7.16E-03,1.87E-03
45.75,3,1.15,0.17152,-1.7953,-3.91E-10
46.5,2.25,1.15,0.1285,-1.8398,-4.00E-10
47.25,3,1.15,0.17179,-1.8846,-4.08E-10
46.5,3,1.725,0.17165,-1.84,1.72E-05
46.5,3,0.575,0.17165,-1.84,-1.72E-05
44.25,3,1.15,0.171,-1.7063,-3.73E-10
45,2.25,1.15,0.12824,-1.7507,-3.82E-10
45,3,1.725,0.1713,-1.7507,-5.92E-05
45,3,0.575,0.1713,-1.7507,5.92E-05
42.75,3,1.15,0.17007,-1.6177,-3.55E-10
43.5,2.25,1.15,0.12773,-1.6618,-3.64E-10
43.5,3,1.725,0.17058,-1.6619,-1.12E-04
43.5,3,0.575,0.17058,-1.6619,1.12E-04
41.25,3,1.15,0.16876,-1.5298,-3.37E-10
42,2.25,1.15,0.12691,-1.5735,-3.46E-10
42,3,1.725,0.16946,-1.5737,-1.55E-04
42,3,0.575,0.16946,-1.5737,1.55E-04
39.75,3,1.15,0.16708,-1.4427,-3.19E-10
40.5,2.25,1.15,0.1258,-1.4859,-3.28E-10
40.5,3,1.725,0.16796,-1.4861,-1.95E-04
40.5,3,0.575,0.16796,-1.4861,1.95E-04
38.25,3,1.15,0.16505,-1.3564,-3.01E-10
39,2.25,1.15,0.12441,-1.3992,-3.11E-10
39,3,1.725,0.1661,-1.3994,-2.35E-04
39,3,0.575,0.1661,-1.3994,2.35E-04
36.75,3,1.15,0.16268,-1.2713,-2.84E-10
37.5,2.25,1.15,0.12276,-1.3134,-2.93E-10
37.5,3,1.725,0.1639,-1.3137,-2.74E-04
37.5,3,0.575,0.1639,-1.3137,2.74E-04
35.25,3,1.15,0.15996,-1.1875,-2.66E-10
36,2.25,1.15,0.12085,-1.2289,-2.75E-10
36,3,1.725,0.16135,-1.2292,-3.13E-04
36,3,0.575,0.16135,-1.2292,3.13E-04
33.75,3,1.15,0.1569,-1.1051,-2.48E-10
34.5,2.25,1.15,0.11868,-1.1457,-2.57E-10
34.5,3,1.725,0.15847,-1.1461,-3.52E-04
34.5,3,0.575,0.15847,-1.1461,3.52E-04
32.25,3,1.15,0.15351,-1.0243,-2.31E-10
33,2.25,1.15,0.11626,-1.0641,-2.40E-10
33,3,1.725,0.15524,-1.0645,-3.91E-04
33,3,0.575,0.15524,-1.0645,3.91E-04
30.75,3,1.15,0.14977,-0.94535,-2.14E-10
31.5,2.25,1.15,0.11359,-0.98412,-2.23E-10
31.5,3,1.725,0.15167,-0.98457,-4.30E-04
31.5,3,0.575,0.15167,-0.98457,4.30E-04
29.25,3,1.15,0.14569,-0.86831,-1.97E-10
30,2.25,1.15,0.11066,-0.90604,-2.06E-10
30,3,1.725,0.14777,-0.90653,-4.69E-04
30,3,0.575,0.14777,-0.90653,4.69E-04
27.75,3,1.15,0.14128,-0.79339,-1.80E-10
28.5,2.25,1.15,0.10748,-0.82999,-1.89E-10
28.5,3,1.725,0.14352,-0.83052,-5.08E-04
28.5,3,0.575,0.14352,-0.83052,5.08E-04
26.25,3,1.15,0.13652,-0.72076,-1.64E-10
27,2.25,1.15,0.10404,-0.75615,-1.73E-10
27,3,1.725,0.13894,-0.75673,-5.47E-04
27,3,0.575,0.13894,-0.75673,5.47E-04
24.75,3,1.15,0.13143,-0.6506,-1.48E-10
25.5,2.25,1.15,0.10034,-0.6847,-1.57E-10
25.5,3,1.725,0.13401,-0.68531,-5.86E-04
25.5,3,0.575,0.13401,-0.68531,5.86E-04
23.25,3,1.15,0.12599,-0.58307,-1.33E-10
24,2.25,1.15,9.64E-02,-0.61578,-1.41E-10
24,3,1.725,0.12874,-0.61644,-6.25E-04
24,3,0.575,0.12874,-0.61644,6.25E-04
21.75,3,1.15,0.12022,-0.51835,-1.19E-10
22.5,2.25,1.15,9.22E-02,-0.54959,-1.26E-10
22.5,3,1.725,0.12314,-0.55028,-6.64E-04
22.5,3,0.575,0.12314,-0.55028,6.64E-04
20.25,3,1.15,0.1141,-0.45659,-1.04E-10
21,2.25,1.15,8.77E-02,-0.48628,-1.12E-10
21,3,1.725,0.1172,-0.48702,-7.03E-04
21,3,0.575,0.1172,-0.48702,7.03E-04
18.75,3,1.15,0.10765,-0.39798,-9.10E-11
19.5,2.25,1.15,8.30E-02,-0.42603,-9.79E-11
19.5,3,1.725,0.11091,-0.42681,-7.42E-04
19.5,3,0.575,0.11091,-0.42681,7.42E-04
17.25,3,1.15,0.10086,-0.34268,-7.82E-11
18,2.25,1.15,7.81E-02,-0.36901,-8.48E-11
18,3,1.725,0.10429,-0.36983,-7.81E-04
18,3,0.575,0.10429,-0.36983,7.81E-04
15.75,3,1.15,9.37E-02,-0.29086,-6.62E-11
16.5,2.25,1.15,7.28E-02,-0.31538,-7.24E-11
16.5,3,1.725,9.73E-02,-0.31624,-8.20E-04
16.5,3,0.575,9.73E-02,-0.31624,8.20E-04
14.25,3,1.15,8.63E-02,-0.24269,-5.50E-11
15,2.25,1.15,6.74E-02,-0.26532,-6.08E-11
15,3,1.725,9.00E-02,-0.26622,-8.59E-04
15,3,0.575,9.00E-02,-0.26622,8.59E-04
12.75,3,1.15,7.84E-02,-0.19834,-4.47E-11
13.5,2.25,1.15,6.16E-02,-0.219,-5.00E-11
13.5,3,1.725,8.24E-02,-0.21994,-8.98E-04
13.5,3,0.575,8.24E-02,-0.21994,8.98E-04
11.25,3,1.15,7.03E-02,-0.15799,-3.53E-11
12,2.25,1.15,5.56E-02,-0.17658,-4.01E-11
12,3,1.725,7.44E-02,-0.17757,-9.37E-04
12,3,0.575,7.44E-02,-0.17757,9.37E-04
9.75,3,1.15,6.18E-02,-0.12179,-2.69E-11
10.5,2.25,1.15,4.94E-02,-0.13824,-3.12E-11
10.5,3,1.725,6.61E-02,-0.13927,-9.76E-04
10.5,3,0.575,6.61E-02,-0.13927,9.76E-04
8.25,3,1.15,5.29E-02,-8.99E-02,-1.95E-11
9,2.25,1.15,4.29E-02,-0.10414,-2.33E-11
9,3,1.725,5.74E-02,-0.10521,-1.02E-03
9,3,0.575,5.74E-02,-0.10521,1.02E-03
6.75,3,1.15,4.37E-02,-6.26E-02,-1.32E-11
7.5,2.25,1.15,3.61E-02,-7.45E-02,-1.65E-11
7.5,3,1.725,4.84E-02,-7.56E-02,-1.06E-03
7.5,3,0.575,4.84E-02,-7.56E-02,1.06E-03
5.25,3,1.15,3.42E-02,-3.98E-02,-8.11E-12
6,2.25,1.15,2.90E-02,-4.93E-02,-1.07E-11
6,3,1.725,3.90E-02,-5.05E-02,-1.10E-03
6,3,0.575,3.90E-02,-5.05E-02,1.10E-03
3.75,3,1.15,2.42E-02,-2.19E-02,-4.20E-12
4.5,2.25,1.15,2.17E-02,-2.90E-02,-6.17E-12
4.5,3,1.725,2.92E-02,-3.01E-02,-1.15E-03
4.5,3,0.575,2.92E-02,-3.01E-02,1.15E-03
2.25,3,1.15,1.40E-02,-8.87E-03,-1.54E-12
3,2.25,1.15,1.41E-02,-1.36E-02,-2.82E-12
3,3,1.725,1.91E-02,-1.46E-02,-1.23E-03
3,3,0.575,1.91E-02,-1.46E-02,1.23E-03
1.5,2.25,1.15,6.68E-03,-3.53E-03,-7.45E-13
0.75,3,1.15,3.99E-03,-1.28E-03,-1.28E-13
1.5,3,1.725,8.98E-03,-4.19E-03,-1.26E-03
1.5,3,0.575,8.98E-03,-4.19E-03,1.26E-03
45.75,1.5,1.15,8.55E-02,-1.7951,-3.91E-10
46.5,0.75,1.15,4.27E-02,-1.8396,-4.00E-10
47.25,1.5,1.15,8.56E-02,-1.8841,-4.09E-10
46.5,1.5,1.725,8.55E-02,-1.8396,1.69E-05
46.5,1.5,0.575,8.55E-02,-1.8396,-1.69E-05
44.25,1.5,1.15,8.52E-02,-1.7061,-3.73E-10
45,0.75,1.15,4.27E-02,-1.7506,-3.83E-10
45,1.5,1.725,8.54E-02,-1.7506,-2.38E-05
45,1.5,0.575,8.54E-02,-1.7506,2.38E-05
42.75,1.5,1.15,8.48E-02,-1.6175,-3.55E-10
43.5,0.75,1.15,4.25E-02,-1.6617,-3.65E-10
43.5,1.5,1.725,8.50E-02,-1.6617,-5.32E-05
43.5,1.5,0.575,8.50E-02,-1.6617,5.32E-05
41.25,1.5,1.15,8.42E-02,-1.5295,-3.38E-10
42,0.75,1.15,4.22E-02,-1.5733,-3.47E-10
42,1.5,1.725,8.45E-02,-1.5734,-7.66E-05
42,1.5,0.575,8.45E-02,-1.5734,7.66E-05
39.75,1.5,1.15,8.33E-02,-1.4422,-3.20E-10
40.5,0.75,1.15,4.19E-02,-1.4857,-3.29E-10
40.5,1.5,1.725,8.38E-02,-1.4857,-9.74E-05
40.5,1.5,0.575,8.38E-02,-1.4857,9.74E-05
38.25,1.5,1.15,8.23E-02,-1.356,-3.02E-10
39,0.75,1.15,4.14E-02,-1.3989,-3.11E-10
39,1.5,1.725,8.29E-02,-1.399,-1.17E-04
39,1.5,0.575,8.29E-02,-1.399,1.17E-04
36.75,1.5,1.15,8.11E-02,-1.2708,-2.84E-10
37.5,0.75,1.15,4.09E-02,-1.3131,-2.93E-10
37.5,1.5,1.725,8.18E-02,-1.3132,-1.37E-04
37.5,1.5,0.575,8.18E-02,-1.3132,1.37E-04
35.25,1.5,1.15,7.98E-02,-1.1869,-2.66E-10
36,0.75,1.15,4.02E-02,-1.2285,-2.76E-10
36,1.5,1.725,8.05E-02,-1.2286,-1.56E-04
36,1.5,0.575,8.05E-02,-1.2286,1.56E-04
33.75,1.5,1.15,7.83E-02,-1.1044,-2.49E-10
34.5,0.75,1.15,3.95E-02,-1.1453,-2.58E-10
34.5,1.5,1.725,7.90E-02,-1.1454,-1.76E-04
34.5,1.5,0.575,7.90E-02,-1.1454,1.76E-04
32.25,1.5,1.15,7.66E-02,-1.0235,-2.31E-10
33,0.75,1.15,3.87E-02,-1.0636,-2.40E-10
33,1.5,1.725,7.74E-02,-1.0637,-1.95E-04
33,1.5,0.575,7.74E-02,-1.0637,1.95E-04
30.75,1.5,1.15,7.47E-02,-0.94447,-2.14E-10
31.5,0.75,1.15,3.78E-02,-0.98356,-2.23E-10
31.5,1.5,1.725,7.56E-02,-0.98373,-2.15E-04
31.5,1.5,0.575,7.56E-02,-0.98373,2.15E-04
29.25,1.5,1.15,7.27E-02,-0.86735,-1.97E-10
30,0.75,1.15,3.68E-02,-0.90542,-2.06E-10
30,1.5,1.725,7.37E-02,-0.90561,-2.34E-04
30,1.5,0.575,7.37E-02,-0.90561,2.34E-04
27.75,1.5,1.15,7.04E-02,-0.79236,-1.81E-10
28.5,0.75,1.15,3.58E-02,-0.82933,-1.89E-10
28.5,1.5,1.725,7.16E-02,-0.82953,-2.54E-04
28.5,1.5,0.575,7.16E-02,-0.82953,2.54E-04
26.25,1.5,1.15,6.81E-02,-0.71966,-1.65E-10
27,0.75,1.15,3.46E-02,-0.75544,-1.73E-10
27,1.5,1.725,6.93E-02,-0.75566,-2.73E-04
27,1.5,0.575,6.93E-02,-0.75566,2.73E-04
24.75,1.5,1.15,6.55E-02,-0.64942,-1.49E-10
25.5,0.75,1.15,3.34E-02,-0.68393,-1.57E-10
25.5,1.5,1.725,6.68E-02,-0.68416,-2.93E-04
25.5,1.5,0.575,6.68E-02,-0.68416,2.93E-04
23.25,1.5,1.15,6.28E-02,-0.58181,-1.34E-10
24,0.75,1.15,3.21E-02,-0.61497,-1.41E-10
24,1.5,1.725,6.42E-02,-0.61521,-3.13E-04
24,1.5,0.575,6.42E-02,-0.61521,3.13E-04
21.75,1.5,1.15,5.99E-02,-0.51701,-1.19E-10
22.5,0.75,1.15,3.07E-02,-0.54872,-1.26E-10
22.5,1.5,1.725,6.14E-02,-0.54899,-3.32E-04
22.5,1.5,0.575,6.14E-02,-0.54899,3.32E-04
20.25,1.5,1.15,5.69E-02,-0.45518,-1.05E-10
21,0.75,1.15,2.92E-02,-0.48537,-1.12E-10
21,1.5,1.725,5.84E-02,-0.48564,-3.52E-04
21,1.5,0.575,5.84E-02,-0.48564,3.52E-04
18.75,1.5,1.15,5.36E-02,-0.39649,-9.14E-11
19.5,0.75,1.15,2.76E-02,-0.42507,-9.83E-11
19.5,1.5,1.725,5.53E-02,-0.42536,-3.71E-04
19.5,1.5,0.575,5.53E-02,-0.42536,3.71E-04
17.25,1.5,1.15,5.02E-02,-0.34111,-7.87E-11
18,0.75,1.15,2.60E-02,-0.36799,-8.51E-11
18,1.5,1.725,5.19E-02,-0.3683,-3.91E-04
18,1.5,0.575,5.19E-02,-0.3683,3.91E-04
15.75,1.5,1.15,4.67E-02,-0.28921,-6.67E-11
16.5,0.75,1.15,2.42E-02,-0.31431,-7.27E-11
16.5,1.5,1.725,4.85E-02,-0.31464,-4.10E-04
16.5,1.5,0.575,4.85E-02,-0.31464,4.10E-04
14.25,1.5,1.15,4.29E-02,-0.24097,-5.55E-11
15,0.75,1.15,2.24E-02,-0.2642,-6.11E-11
15,1.5,1.725,4.48E-02,-0.26454,-4.30E-04
15,1.5,0.575,4.48E-02,-0.26454,4.30E-04
12.75,1.5,1.15,3.90E-02,-0.19654,-4.52E-11
13.5,0.75,1.15,2.05E-02,-0.21783,-5.04E-11
13.5,1.5,1.725,4.10E-02,-0.21818,-4.49E-04
13.5,1.5,0.575,4.10E-02,-0.21818,4.49E-04
11.25,1.5,1.15,3.49E-02,-0.15611,-3.57E-11
12,0.75,1.15,1.85E-02,-0.17536,-4.05E-11
12,1.5,1.725,3.70E-02,-0.17573,-4.69E-04
12,1.5,0.575,3.70E-02,-0.17573,4.69E-04
9.75,1.5,1.15,3.07E-02,-0.11983,-2.73E-11
10.5,0.75,1.15,1.64E-02,-0.13696,-3.15E-11
10.5,1.5,1.725,3.28E-02,-0.13735,-4.88E-04
10.5,1.5,0.575,3.28E-02,-0.13735,4.88E-04
8.25,1.5,1.15,2.63E-02,-8.79E-02,-1.99E-11
9,0.75,1.15,1.42E-02,-0.1028,-2.36E-11
9,1.5,1.725,2.85E-02,-0.10321,-5.08E-04
9,1.5,0.575,2.85E-02,-0.10321,5.08E-04
6.75,1.5,1.15,2.16E-02,-6.04E-02,-1.36E-11
7.5,0.75,1.15,1.20E-02,-7.31E-02,-1.67E-11
7.5,1.5,1.725,2.40E-02,-7.35E-02,-5.29E-04
7.5,1.5,0.575,2.40E-02,-7.35E-02,5.29E-04
5.25,1.5,1.15,1.68E-02,-3.76E-02,-8.44E-12
6,0.75,1.15,9.60E-03,-4.79E-02,-1.10E-11
6,1.5,1.725,1.93E-02,-4.83E-02,-5.52E-04
6,1.5,0.575,1.93E-02,-4.83E-02,5.52E-04
3.75,1.5,1.15,1.19E-02,-1.97E-02,-4.43E-12
4.5,0.75,1.15,7.15E-03,-2.75E-02,-6.36E-12
4.5,1.5,1.725,1.44E-02,-2.80E-02,-5.79E-04
4.5,1.5,0.575,1.44E-02,-2.80E-02,5.79E-04
2.25,1.5,1.15,6.84E-03,-7.15E-03,-1.65E-12
3,0.75,1.15,4.64E-03,-1.23E-02,-2.93E-12
3,1.5,1.725,9.35E-03,-1.27E-02,-6.20E-04
3,1.5,0.575,9.35E-03,-1.27E-02,6.20E-04
1.5,0.75,1.15,2.20E-03,-2.77E-03,-7.83E-13
0.75,1.5,1.15,1.94E-03,-6.57E-04,-1.46E-13
1.5,1.5,1.725,4.38E-03,-2.99E-03,-6.33E-04
1.5,1.5,0.575,4.38E-03,-2.99E-03,6.33E-04
45.75,0,1.15,-2.55E-13,-1.7951,-3.92E-10
46.5,-0.75,1.15,-4.27E-02,-1.8396,-4.01E-10
47.25,0,1.15,-2.66E-13,-1.8839,-4.10E-10
46.5,0,0.575,-7.11E-12,-1.8395,-4.01E-10
46.5,0,1.725,6.60E-12,-1.8395,-4.01E-10
44.25,0,1.15,-2.49E-13,-1.7061,-3.74E-10
45,-0.75,1.15,-4.27E-02,-1.7506,-3.83E-10
45,0,0.575,-7.10E-12,-1.7505,-3.83E-10
45,0,1.725,6.61E-12,-1.7505,-3.83E-10
42.75,0,1.15,-2.57E-13,-1.6174,-3.56E-10
43.5,-0.75,1.15,-4.25E-02,-1.6617,-3.65E-10
43.5,0,0.575,-7.11E-12,-1.6617,-3.65E-10
43.5,0,1.725,6.60E-12,-1.6617,-3.65E-10
41.25,0,1.15,-2.71E-13,-1.5294,-3.38E-10
42,-0.75,1.15,-4.22E-02,-1.5733,-3.47E-10
42,0,0.575,-7.11E-12,-1.5733,-3.47E-10
42,0,1.725,6.59E-12,-1.5733,-3.47E-10
39.75,0,1.15,-2.88E-13,-1.4421,-3.20E-10
40.5,-0.75,1.15,-4.19E-02,-1.4857,-3.29E-10
40.5,0,0.575,-7.13E-12,-1.4856,-3.29E-10
40.5,0,1.725,6.56E-12,-1.4856,-3.29E-10
38.25,0,1.15,-2.96E-13,-1.3558,-3.02E-10
39,-0.75,1.15,-4.14E-02,-1.3989,-3.12E-10
39,0,0.575,-7.13E-12,-1.3988,-3.11E-10
39,0,1.725,6.54E-12,-1.3988,-3.11E-10
36.75,0,1.15,-2.88E-13,-1.2706,-2.85E-10
37.5,-0.75,1.15,-4.09E-02,-1.3131,-2.94E-10
37.5,0,0.575,-7.11E-12,-1.313,-2.94E-10
37.5,0,1.725,6.53E-12,-1.313,-2.94E-10
35.25,0,1.15,-2.74E-13,-1.1866,-2.67E-10
36,-0.75,1.15,-4.02E-02,-1.2285,-2.76E-10
36,0,0.575,-7.08E-12,-1.2284,-2.76E-10
36,0,1.725,6.51E-12,-1.2284,-2.76E-10
33.75,0,1.15,-2.57E-13,-1.1041,-2.49E-10
34.5,-0.75,1.15,-3.95E-02,-1.1453,-2.58E-10
34.5,0,0.575,-7.01E-12,-1.1452,-2.58E-10
34.5,0,1.725,6.48E-12,-1.1452,-2.58E-10
32.25,0,1.15,-2.42E-13,-1.0233,-2.32E-10
33,-0.75,1.15,-3.87E-02,-1.0636,-2.41E-10
33,0,0.575,-6.93E-12,-1.0635,-2.41E-10
33,0,1.725,6.43E-12,-1.0635,-2.41E-10
30.75,0,1.15,-2.26E-13,-0.94417,-2.15E-10
31.5,-0.75,1.15,-3.78E-02,-0.98356,-2.23E-10
31.5,0,0.575,-6.82E-12,-0.98345,-2.23E-10
31.5,0,1.725,6.35E-12,-0.98345,-2.23E-10
29.25,0,1.15,-2.18E-13,-0.86703,-1.98E-10
30,-0.75,1.15,-3.68E-02,-0.90542,-2.06E-10
30,0,0.575,-6.69E-12,-0.9053,-2.06E-10
30,0,1.725,6.25E-12,-0.9053,-2.06E-10
27.75,0,1.15,-2.12E-13,-0.79201,-1.81E-10
28.5,-0.75,1.15,-3.58E-02,-0.82933,-1.90E-10
28.5,0,0.575,-6.56E-12,-0.8292,-1.89E-10
28.5,0,1.725,6.13E-12,-0.8292,-1.89E-10
26.25,0,1.15,-2.01E-13,-0.71929,-1.65E-10
27,-0.75,1.15,-3.46E-02,-0.75544,-1.73E-10
27,0,0.575,-6.40E-12,-0.7553,-1.73E-10
27,0,1.725,5.99E-12,-0.7553,-1.73E-10
24.75,0,1.15,-1.87E-13,-0.64902,-1.49E-10
25.5,-0.75,1.15,-3.34E-02,-0.68393,-1.57E-10
25.5,0,0.575,-6.22E-12,-0.68378,-1.57E-10
25.5,0,1.725,5.83E-12,-0.68378,-1.57E-10
23.25,0,1.15,-1.73E-13,-0.58139,-1.34E-10
24,-0.75,1.15,-3.21E-02,-0.61497,-1.42E-10
24,0,0.575,-6.01E-12,-0.61481,-1.42E-10
24,0,1.725,5.65E-12,-0.61481,-1.42E-10
21.75,0,1.15,-1.60E-13,-0.51656,-1.19E-10
22.5,-0.75,1.15,-3.07E-02,-0.54872,-1.27E-10
22.5,0,0.575,-5.79E-12,-0.54855,-1.27E-10
22.5,0,1.725,5.46E-12,-0.54855,-1.27E-10
20.25,0,1.15,-1.48E-13,-0.45471,-1.05E-10
21,-0.75,1.15,-2.92E-02,-0.48537,-1.12E-10
21,0,0.575,-5.55E-12,-0.48518,-1.12E-10
21,0,1.725,5.24E-12,-0.48518,-1.12E-10
18.75,0,1.15,-1.38E-13,-0.39599,-9.17E-11
19.5,-0.75,1.15,-2.76E-02,-0.42507,-9.84E-11
19.5,0,0.575,-5.29E-12,-0.42487,-9.84E-11
19.5,0,1.725,5.01E-12,-0.42487,-9.84E-11
17.25,0,1.15,-1.27E-13,-0.34059,-7.90E-11
18,-0.75,1.15,-2.60E-02,-0.36799,-8.53E-11
18,0,0.575,-5.01E-12,-0.36779,-8.53E-11
18,0,1.725,4.75E-12,-0.36779,-8.53E-11
15.75,0,1.15,-1.14E-13,-0.28867,-6.69E-11
16.5,-0.75,1.15,-2.42E-02,-0.31431,-7.29E-11
16.5,0,0.575,-4.71E-12,-0.3141,-7.29E-11
16.5,0,1.725,4.47E-12,-0.3141,-7.29E-11
14.25,0,1.15,-1.02E-13,-0.2404,-5.57E-11
15,-0.75,1.15,-2.24E-02,-0.2642,-6.13E-11
